WDPAID,NAME,IUCN_CAT,GIS_AREA,ISO3,latitude,longitude
106738,"Forêt De Saint-Antoine",IV,28.43,FRA,47.81294,6.77136
106751,"Biotope Des Grands Rapaces Du Lubéron",IV,170.47,FRA,43.82725,5.40345
106752,"Massif De La Dent De Rez",IV,32.19,FRA,44.43525,4.47463
106753,"Montcenis Et Vallon De Savine",IV,60.97,FRA,45.21572,6.95947
106758,"Venise Verte",IV,26.19,FRA,46.30165,-0.58132
106767,"Agriate",IV,61.37,FRA,42.68821,9.14588
146951,"Protection Des Oiseaux Rupestres",IV,115.56,FRA,46.00710,5.73451
147293,"Hauts De Chartreuse",IV,44.56,FRA,45.39250,5.89447
147294,"Estuaire De La Seine",IV,85.06,FRA,49.43638,0.25696
147492,"Testa - ventilegne",IV,26.61,FRA,41.43292,9.11094
147509,"Estuaire de la loire",IV,28.03,FRA,47.25904,-1.96366
178224,"Baie De L\'Aiguillon (Charente-Maritime)",IV,25.21,FRA,46.27898,-1.14697
178228,"Coussouls De Crau",IV,74.77,FRA,43.57826,4.89878
178271,"Bouches De Bonifacio",IV,797.67,FRA,41.44492,9.13506
178289,"Marais Poitevin (Secteur Ouest)",IV,37.58,FRA,46.28579,-1.05806
193356,"Iles chausey",IV,49.99,FRA,48.88735,-1.79989
345893,"Bassin Du Drugeon Du Doubs",IV,29.48,FRA,46.86083,6.22524
345948,"Sylve D\'Argenson",IA,25.80,FRA,46.11868,-0.41802
346013,"Vaccares",IV,137.32,FRA,43.50273,4.57155
388852,"Biotope De L\'Écrevisse À Pattes Blanches Et De La Truite Fario",IV,49.26,FRA,47.68693,6.22883
391926,"Plaine Des Maures",IV,52.58,FRA,43.35853,6.41426
391966,"Ecrevisse À Pattes Blanches Et Faune Patrimoniale Associée (39)",IV,38.98,FRA,46.78662,5.78119
391967,"Ecrevisse À Pattes Blanches Et Faune Patrimoniale Associée (25)",IV,36.46,FRA,47.09889,6.32963
391973,"Golfe Du Morbihan",IV,73.58,FRA,47.59315,-2.79470
392017,"Lac de grand lieu",IV,27.83,FRA,47.09422,-1.68897
392023,"Etangs et marais des salins de camargue",IV,65.29,FRA,43.40263,4.63513
555514327,"Val Suzon",IV,30.18,FRA,47.41862,4.95088
555547169,"Rivière Allier",IV,28.68,FRA,46.40274,3.25465
555559618,"Calanques",II,519.23,FRA,43.15344,5.41032
555559630,"Massif Du Pibeste - Aoulhet",IV,51.32,FRA,43.06162,-0.12417
