candidate_id,lat,lon,landforms
uc-5960533,43.6501,-79.9163,
uc-6115355,44.1834,-77.5662,lake
uc-5920457,42.4122,-82.1849,
uc-5983433,44.3001,-79.6496,lake
uc-6139289,45.2501,-74.1325,coast
uc-5920433,45.3834,-73.7492,coast
uc-6354895,48.4488,-68.524,coast
uc-6138175,45.565,-73.9055,coast
uc-6166739,48.4669,-81.3331,
uc-6151350,46.0418,-73.1136,coast|river
uc-6075292,49.133,-122.3026,river
uc-6156855,45.2501,-75.9161,
uc-6184365,43.1334,-80.7497,
uc-6173864,50.2673,-119.2734,
uc-5906831,43.9168,-78.6829,lake
uc-6154383,53.5334,-113.9187,
uc-6158357,42.7736,-81.1804,lake
uc-5920288,46.2346,-63.1256,coast
uc-6145489,46.5667,-72.7491,river
uc-6051122,42.0501,-82.5998,lake
uc-6126305,45.357,-71.9968,
uc-6113335,53.2001,-105.7677,river
uc-5987650,46.0164,-73.4236,coast
uc-6075061,45.6501,-74.0825,coast
uc-6174151,46.0501,-71.9658,
uc-6078112,50.4001,-105.5345,
uc-6101141,49.4806,-119.5858,
uc-5914132,50.0163,-125.2446,coast
uc-5921060,51.0334,-113.8187,
uc-5924618,51.1834,-114.4687,river
uc-6058024,53.2724,-110.0226,
uc-6157977,43.3668,-80.9497,
uc-6620953,46.1135,-70.6653,
uc-6094325,44.6087,-79.4207,lake
uc-6094201,43.9168,-80.0997,
uc-5955815,42.9001,-78.9329,lake
uc-6093010,50.7289,-113.9828,
uc-6107325,45.4487,-73.8167,coast
uc-6089661,48.8413,-123.686,coast
uc-5884083,48.5501,-71.6491,lake|river
uc-6137941,45.5834,-73.3325,coast
uc-6144312,50.2001,-66.3821,coast
uc-5930890,49.6866,-124.9936,coast
uc-6180550,60.7161,-135.0538,river
uc-13607919,45.9759,-66.6412,river
uc-6178999,43.7674,-79.1795,lake
uc-5967149,43.2001,-79.5663,lake
uc-5939219,46.0784,-64.6873,coast
uc-5926511,47.4999,-52.9981,coast
uc-5905308,43.8795,-79.7379,
uc-5905132,45.6168,-73.8325,coast
uc-6173570,45.4001,-74.0325,coast
uc-6943827,46.0937,-71.3054,
uc-6173017,48.0974,-77.7974,
uc-6113355,44.0001,-77.2495,lake
uc-7602285,49.1271,-123.1814,coast
uc-5909483,43.9583,-78.9597,lake
uc-12070742,45.4756,-75.484,river
uc-6137540,45.5334,-73.3492,coast
uc-6073363,44.7501,-79.883,lake
uc-5909294,44.5913,-75.687,lake|river
uc-6158027,42.9551,-81.6223,
uc-6154636,49.6992,-123.1563,coast|glacier
uc-6128577,48.2366,-79.0231,
uc-6162416,42.316,-82.884,lake
uc-6096729,47.5291,-52.8814,coast
uc-5919566,45.4501,-73.2825,coast|river
uc-5943865,48.7829,-123.7027,coast
uc-5992526,42.1001,-82.7331,lake
uc-5925975,44.4834,-80.2164,lake
uc-6169661,49.0167,-123.0833,coast
uc-5889745,49.2168,-68.1489,coast
uc-5955960,56.2499,-120.8529,
uc-6095645,44.5672,-80.9435,lake
uc-6172932,44.1001,-79.1163,
uc-5991370,44.2501,-79.4663,lake
uc-7870883,50.8885,-113.9814,river
uc-5923101,45.5501,-75.291,river
uc-7871320,43.706,-80.3776,river
uc-6111632,49.2413,-124.8028,coast
uc-6176421,44.5168,-80.0164,lake
uc-5914653,53.0168,-112.8353,
uc-6054350,44.3501,-78.7329,
uc-6185377,62.4541,-114.3725,lake
uc-5931800,49.4999,-115.7688,
uc-6138617,45.4001,-74.1326,coast
uc-5978765,45.3334,-79.2163,
uc-6162949,54.5163,-128.6035,glacier|river
uc-6089404,52.7797,-108.2967,river
uc-6139417,50.6998,-119.2691,
uc-5927969,48.95,-57.952,coast
uc-5898138,45.5684,-73.2057,river
uc-5884051,44.1501,-79.8663,
uc-6115383,45.4213,-65.9513,coast
uc-6087579,45.5834,-62.6486,coast
uc-6166580,42.8599,-80.7262,
uc-6354897,47.827,-69.5424,coast
uc-5974407,43.4334,-80.3164,
uc-6111704,42.9001,-79.2329,lake
uc-5924579,43.9598,-78.1651,lake
uc-7870884,50.8879,-113.9593,river
uc-6157536,53.5334,-114.002,
uc-5884588,48.5669,-78.1162,river
uc-6075081,47.029,-65.5019,coast|river
uc-6087905,43.2565,-79.0853,lake|river
uc-6160806,52.311,-114.0837,
uc-6138643,45.8501,-73.7659,coast
uc-12070764,46.645,-80.9973,
uc-6052788,45.2834,-74.2325,coast
uc-7535681,46.7406,-71.4513,coast
uc-6101606,45.8945,-77.2801,river
uc-5961564,46.197,-59.957,coast
uc-5909278,50.7082,-120.4134,river|steppe
uc-6942645,45.5856,-75.4208,
uc-6160603,50.2834,-107.8013,
uc-6545023,47.3737,-68.3251,river
uc-6185607,51.2167,-102.4677,
uc-6062163,46.1354,-64.905,coast
uc-6142912,49.15,-123.1833,coast
uc-5907092,45.0334,-79.3163,
uc-6050263,45.8232,-73.4294,coast
uc-5965812,44.2501,-76.9494,lake
uc-6156102,49.5258,-96.6845,
uc-12070755,50.0088,-119.3967,
uc-6077340,45.5652,-73.1868,river
uc-6137489,45.5334,-73.2825,coast|river
uc-6051562,53.2668,-113.552,
uc-6064180,45.2668,-72.1491,
uc-6137579,46.0501,-73.4659,
uc-5991055,49.7674,-94.4899,lake
uc-6151264,48.3746,-123.7276,coast
uc-3580661,19.2866,-81.3744,coast
uc-3580477,19.382,-81.3928,coast
uc-2389853,4.3612,18.555,river
uc-2388873,4.2567,18.4158,
uc-2387495,4.9427,15.8773,
uc-2389086,4.2612,15.7922,
uc-240604,5.7679,20.6757,
uc-2387926,5.934,15.596,river
uc-2388036,6.4926,17.4552,river
uc-2386012,6.9896,19.1874,
uc-240498,4.7413,22.8184,river
uc-2383523,7.2427,16.4406,
uc-239899,6.5423,21.9863,river
uc-2385535,4.9934,19.9619,river
uc-2388625,6.9853,15.6406,
uc-2390513,5.7957,14.828,
uc-240999,5.0267,21.2088,
uc-2383119,5.718,19.0739,
uc-2383827,3.5249,16.0458,river
uc-238566,6.2679,21.2247,
uc-237379,8.4109,20.6473,
uc-2389691,7.3008,18.2833,river
uc-2384770,3.8678,17.9892,
uc-2382505,5.3195,17.1011,
uc-2387546,6.3193,16.3799,
uc-2390694,5.3335,15.152,
uc-2387319,6.3223,19.0792,
uc-2387890,6.5073,18.2767,
uc-2388720,4.8005,18.1275,
uc-2389804,5.6667,15.9667,river
uc-235826,5.0314,25.1361,river
uc-2388025,5.2667,17.65,
uc-2388693,4.05,18.1167,
uc-2386042,7.6994,18.629,
uc-2427123,12.1067,15.0444,desert|river|steppe
uc-2427455,8.5744,16.0772,river
uc-245785,13.8292,20.8324,desert
uc-2425791,9.1456,18.3833,river
uc-2430506,9.3086,15.8066,
uc-245338,11.0433,20.2834,desert|steppe
uc-2433437,8.6639,16.8532,
uc-2426240,9.3646,14.9072,
uc-2434910,10.2809,15.3742,desert|river|steppe
uc-243787,12.2264,21.4098,desert|steppe
uc-2429605,8.9159,17.5505,
uc-2427637,12.1851,18.6884,desert|steppe
uc-2434979,13.4673,14.7135,desert
uc-2428394,14.1229,15.3119,desert
uc-2434011,9.7602,16.2698,
uc-243590,15.1167,22.25,desert
uc-2432678,17.9257,19.1043,desert
uc-2435124,11.9801,18.2138,desert|steppe
uc-2435854,8.6761,16.566,
uc-2428228,12.9981,15.7319,desert
uc-2426370,13.2954,19.6966,desert
uc-2427336,13.6444,16.4895,desert
uc-244878,14.5273,20.926,desert
uc-2429158,9.6447,14.2151,steppe
uc-2432639,9.9146,15.1399,
uc-2431907,8.65,16.5167,
uc-2436400,13.2138,18.3393,desert
uc-9534257,16.0667,22.8354,desert
uc-2431724,9.6294,15.5132,
uc-2428231,12.4755,15.4365,desert|steppe
uc-2429296,9.3972,16.3007,river
uc-2434985,12.3781,17.0588,desert|steppe
uc-2431573,10.9176,15.5501,desert|river|steppe
uc-2429344,9.4515,18.9449,
uc-245669,13.4665,22.1988,desert|steppe
uc-2428281,9.2235,17.7102,
uc-2428480,11.7302,15.2447,desert|steppe
uc-2433055,11.8062,15.8669,desert|steppe
uc-2435508,8.9833,16.3199,
uc-2427697,8.3404,17.7663,river
uc-244128,17.1919,21.5808,desert
uc-2428042,9.7639,14.1539,
uc-2434584,10.4847,16.7108,river|steppe
uc-2428450,12.3546,19.6139,desert|steppe
uc-2435779,8.6289,17.1864,
uc-2435474,9.3202,16.1552,
uc-3871336,-33.4569,-70.6483,steppe
uc-3875024,-33.6117,-70.5758,steppe
uc-3868121,-33.0246,-71.5518,coast
uc-3899539,-23.6509,-70.3975,coast|desert
uc-3870011,-38.7363,-72.5974,
uc-3893894,-36.827,-73.0498,coast|river
uc-3868626,-33.036,-71.6296,coast
uc-3874960,-41.4693,-72.9424,coast
uc-3899361,-18.4755,-70.3006,coast|desert
uc-3873775,-34.1691,-70.7405,
uc-3887127,-20.2133,-70.1503,coast|desert
uc-3870294,-35.4232,-71.6497,
uc-3895088,-36.6066,-72.1034,
uc-3897347,-22.4567,-68.9237,desert
uc-3868707,-39.8142,-73.2459,coast
uc-3893629,-29.9533,-71.3395,coast|desert
uc-3884373,-29.9059,-71.2501,coast|desert
uc-3870282,-36.7249,-73.1168,coast
uc-3894242,-33.2044,-70.6747,steppe
uc-3899887,-20.2687,-70.1049,coast|desert
uc-3877949,-40.574,-73.1335,
uc-11947989,-37.4042,-71.9795,
uc-3893656,-27.3674,-70.3322,desert|river
uc-3882428,-37.4697,-72.3537,
uc-6693576,-36.839,-73.1003,coast|river
uc-3874787,-53.1628,-70.9092,coast
uc-3893532,-37.0339,-73.1402,coast
uc-3872395,-33.5947,-71.6075,coast
uc-3892870,-34.9828,-71.2394,
uc-3885273,-33.2863,-70.8756,steppe
uc-3868192,-33.0482,-71.3729,coast
uc-3876685,-33.6063,-70.8765,
uc-3874119,-32.8834,-71.2488,river
uc-3895138,-36.9256,-73.0284,coast|river
uc-3882434,-32.8337,-70.5983,river|steppe
uc-3877918,-30.6011,-71.199,desert
uc-3877739,-33.808,-70.7411,
uc-3883167,-35.8467,-71.5931,
uc-3897774,-33.7326,-70.7428,
uc-3877794,-33.5684,-70.8058,
uc-3880107,-33.6891,-71.2153,
uc-3872255,-32.7498,-70.7258,river|steppe
uc-3870306,-33.6639,-70.9273,
uc-3869657,-36.6176,-72.9559,coast
uc-3886405,-32.7868,-71.198,river
uc-3868158,-39.2857,-72.2279,lake
uc-3888214,-32.7833,-71.2167,river
uc-3881276,-37.0899,-73.1577,coast
uc-3883214,-33.0133,-71.2608,
uc-3876664,-36.7407,-72.9953,coast
uc-3894426,-45.5752,-72.0662,
uc-3868633,-28.5762,-70.7594,desert
uc-3899629,-37.7952,-72.7164,
uc-3871276,-34.4386,-71.0775,
uc-3881102,-34.1808,-70.6493,
uc-3896218,-42.4721,-73.7732,coast
uc-3893726,-35.3332,-72.4116,coast
uc-3899695,-41.8707,-73.8162,coast
uc-3879627,-35.1143,-71.2823,
uc-3872154,-35.5952,-71.7292,
uc-3872306,-35.5378,-71.487,
uc-3896105,-35.9671,-72.3225,
uc-3873441,-34.4064,-70.8583,
uc-3874930,-41.3195,-72.9854,coast|lake
uc-3886460,-38.7652,-72.753,
uc-3871616,-34.6388,-71.3658,
uc-3883615,-38.5307,-72.4365,
uc-3895061,-34.7125,-71.0434,
uc-3897334,-41.7734,-73.1305,coast
uc-3877348,-39.6435,-72.3327,
uc-3868326,-38.2329,-72.3329,
uc-3885456,-32.4524,-71.2311,coast|steppe
uc-3892892,-37.4779,-73.3449,
uc-3950116,-37.8,-73.3833,coast
uc-3872326,-36.4248,-71.958,
uc-3873145,-40.3349,-72.9556,
uc-3878456,-38.7445,-72.9502,
uc-3882559,-35.965,-71.6836,
uc-3868308,-30.0354,-70.7127,desert
uc-3897557,-37.0339,-72.4047,
uc-3879200,-37.7189,-72.241,
uc-3875070,-39.2822,-71.9543,lake|mountain
uc-3877146,-36.1431,-71.826,
uc-3879123,-37.5025,-72.6731,river
uc-3890949,-33.6797,-70.9848,
uc-3883629,-40.2931,-73.0817,
uc-3869716,-22.092,-70.1979,coast|desert
uc-3894406,-36.6279,-71.8307,
uc-3899462,-37.2463,-73.3175,coast
uc-3896410,-33.3171,-71.4031,
uc-3896774,-38.7112,-73.161,
uc-3888523,-36.9727,-72.9356,coast|river
uc-3894177,-37.9545,-72.4344,
uc-3888749,-34.0686,-70.7275,mountain
uc-3887344,-31.6335,-71.1697,steppe
uc-3883035,-32.8404,-70.9562,river|steppe
uc-3871286,-34.4333,-71.0833,
uc-3868210,-38.6688,-72.2257,
uc-3889322,-38.9525,-72.6265,
uc-3883457,-37.6082,-73.6536,coast
uc-3873983,-32.7859,-71.5322,coast
uc-3875746,-38.9864,-72.6372,
uc-3874943,-43.1182,-73.6166,coast
uc-3882582,-39.3671,-72.6309,
uc-3874579,-40.913,-73.1591,
uc-3896924,-37.8013,-73.3962,coast
uc-3882460,-37.628,-73.4601,coast
uc-3897595,-32.4313,-71.0717,steppe
uc-3877744,-40.0682,-72.8794,
uc-3874958,-51.7299,-72.506,coast
uc-3892934,-33.3976,-71.1271,
uc-3881285,-31.9129,-71.5005,coast|steppe
uc-3894319,-35.6949,-71.4057,
uc-3872648,-34.9992,-71.3842,
uc-3874122,-36.7455,-72.4748,
uc-3869381,-38.2496,-72.6703,
uc-3890596,-33.3977,-71.6939,coast
uc-3874997,-45.403,-72.6918,coast
uc-3875235,-20.2558,-69.7863,desert
uc-3898597,-33.2328,-70.8092,steppe
uc-3895165,-33.2838,-70.6533,steppe
uc-3882957,-41.256,-73.0065,lake
uc-3897322,-27.0681,-70.8192,coast|desert
uc-3894446,-36.4874,-72.7032,coast
uc-3892981,-38.9318,-72.0315,
uc-3880302,-41.6178,-73.5983,coast
uc-3869967,-38.9944,-73.0893,coast
uc-3874570,-32.6264,-70.7184,steppe
uc-3889262,-41.1216,-73.0581,lake
uc-1796236,31.2222,121.4581,coast|river
uc-1795565,22.5455,114.0683,coast
uc-1816670,39.9075,116.3972,steppe
uc-1809858,23.1167,113.25,coast
uc-1815286,30.6667,104.0667,
uc-1792947,39.1422,117.1767,river|steppe
uc-1791247,30.5833,114.2667,lake|river
uc-1812545,23.018,113.7487,coast|river
uc-1790630,34.2583,108.9286,steppe
uc-1808926,30.2936,120.1614,coast
uc-1799962,32.0617,118.7778,
uc-1811103,23.0268,113.1315,coast|river
uc-1814906,29.5603,106.5577,river
uc-2034937,41.7922,123.4328,
uc-1790842,37.9867,106.201,desert|river
uc-1797929,36.0649,120.3804,coast
uc-1886760,31.3041,120.5954,lake
uc-2037013,45.75,126.65,river
uc-1808722,31.8639,117.2808,
uc-1814087,38.9122,121.6022,coast
uc-2038180,43.88,125.3228,
uc-1790645,24.4798,118.0819,coast
uc-13308620,22.5521,113.8829,coast
uc-1790923,31.5689,120.2886,lake
uc-1805753,36.6683,116.9972,
uc-1793511,37.8694,112.5603,river|steppe
uc-1784658,34.7578,113.6486,
uc-6986104,22.5231,113.3791,coast
uc-1795940,23.3549,116.6788,coast
uc-1795270,38.0414,114.4786,steppe
uc-1804651,25.0389,102.7183,
uc-1799869,22.8167,108.3167,river
uc-1799397,29.8782,121.5494,coast
uc-1810821,26.0614,119.3061,coast
uc-1798425,29.4568,119.8887,
uc-1794903,32.6475,110.7781,
uc-1793346,39.6438,118.1832,
uc-13512505,37.5192,111.1444,steppe
uc-1815456,31.7736,119.954,lake
uc-1809078,20.0342,110.3465,coast
uc-1785286,36.7906,118.0633,
uc-1815577,28.1987,112.9709,river
uc-1809461,26.5833,106.7167,
uc-1529102,43.801,87.6005,steppe
uc-1806776,23.1115,114.4152,river
uc-1804430,36.057,103.8399,river|steppe
uc-1790437,22.2769,113.5678,coast
uc-1785623,31.3776,120.9543,lake
uc-1803318,35.0631,118.3428,
uc-1816971,38.8729,115.4625,steppe
uc-11995100,31.8694,106.7443,
uc-1791388,27.9994,120.6668,coast
uc-1785725,22.9279,112.0381,
uc-1816917,31.4084,121.4896,coast|river
uc-1797873,33.5886,119.0192,
uc-1794035,31.0344,121.2233,
uc-12358576,30.7645,108.3959,gorge|river
uc-1800163,28.684,115.8531,river
uc-2036892,40.8106,111.6522,steppe
uc-1795855,30.0024,120.5786,coast
uc-1787093,37.4765,121.4408,coast
uc-1799722,32.0303,120.8747,coast
uc-10630003,34.2044,117.2839,
uc-2038432,40.6516,109.8439,steppe
uc-1791681,36.71,119.1019,
uc-12359313,35.7098,107.6445,
uc-1800146,30.7951,106.0847,river
uc-10859300,34.5984,119.2156,coast
uc-1783621,27.6867,106.9072,
uc-2037860,46.5833,125.0,
uc-1810638,25.8466,114.9326,river
uc-8400694,28.6627,121.4331,coast
uc-8347664,39.6086,109.7816,desert|steppe
uc-1797121,23.5418,116.3658,
uc-2036502,43.8465,126.5608,river
uc-1806508,31.3858,121.2446,coast
uc-1796134,34.4143,115.6561,
uc-2037799,40.0936,113.2914,steppe
uc-1799629,33.0052,112.5466,
uc-1806299,22.5833,113.0833,coast
uc-1815251,31.911,120.263,coast
uc-1810845,32.9,115.8167,river
uc-11838258,40.7414,107.386,desert|river
uc-1815395,23.654,116.6226,
uc-1797945,23.7,113.0333,river
uc-1793724,36.1853,117.12,
uc-1807681,32.6264,116.9969,river
uc-1788852,36.6255,101.7574,steppe
uc-7283386,31.6461,120.7422,coast
uc-1786657,38.4681,106.2731,desert
uc-1787227,32.3972,119.4358,coast
uc-1793743,33.6361,116.9789,
uc-1802206,31.7356,116.5169,
uc-1787746,33.3575,120.1573,
uc-1814870,29.3151,120.0768,
uc-1793505,32.4907,119.9081,
uc-1791236,31.3526,118.4295,
uc-1813325,31.2106,107.4631,
uc-2038632,41.1236,122.99,
uc-1809498,25.2802,110.2964,
uc-1806602,30.1764,121.2457,coast
uc-1784853,23.0489,112.4609,river
uc-1800627,31.4678,104.6817,
uc-1798449,25.4394,119.0103,coast
uc-1797353,24.9139,118.5858,coast
uc-10942359,34.3678,107.237,river|steppe
uc-13608002,30.8584,121.4678,coast
uc-1793771,33.9492,118.2958,lake
uc-1805528,29.1068,119.6442,
uc-10942283,37.684,112.7547,steppe
uc-1791121,29.0321,111.6984,river
uc-1804879,34.7986,114.3074,
uc-1803300,24.324,109.407,river
uc-1787331,31.865,120.5389,coast
uc-1797658,24.8198,118.5742,coast
uc-1816234,33.8772,115.7703,
uc-1797318,25.4833,103.7833,
uc-1784990,21.2339,110.3875,coast
uc-2037355,41.8867,123.9436,
uc-1801792,34.6735,112.4368,steppe
uc-1802875,28.1586,113.6271,
uc-1808963,36.61,114.4876,steppe
uc-1786764,30.7144,111.2847,gorge|river
uc-1808198,35.2393,115.4736,
uc-8533133,26.5944,104.8333,
uc-1801180,21.6663,110.9136,coast
uc-1792892,34.5795,105.7424,steppe
uc-1797551,21.9825,108.6506,coast
uc-1801934,33.5742,114.0326,river
uc-1790587,32.0422,112.1448,river
uc-1806408,21.8556,111.9627,coast
uc-1786760,31.3606,119.8202,lake
uc-1797798,31.1539,121.1141,
uc-1788046,34.0319,113.863,
uc-1783745,29.3416,104.7769,
uc-2036662,40.7524,120.8355,coast
uc-1799491,29.5835,105.0622,river
uc-1808316,28.5694,112.3473,
uc-1805518,35.405,116.5814,
uc-1788534,32.1228,114.0656,
uc-1803834,36.4506,116.0025,
uc-1808956,36.1839,113.1053,
uc-7602670,35.995,119.4026,
uc-1791636,34.5035,109.5089,river|steppe
uc-1807700,33.9744,116.7917,
uc-1805953,30.7522,120.75,
uc-1784285,37.5113,105.1907,desert|river
uc-10794003,41.121,122.0739,
uc-1805179,29.7048,116.0021,lake|river
uc-1805540,30.3503,112.1903,river
uc-1785294,36.096,114.3828,steppe
uc-1795874,24.8,113.5833,river
uc-1816373,27.3019,105.2863,
uc-1783763,27.8333,113.15,river
uc-1787858,28.4518,117.9429,
uc-1786217,26.4239,111.6131,river
uc-1800818,30.0439,103.837,
uc-1810820,27.96,116.3333,
uc-1809532,23.116,109.5947,river
uc-1808370,26.8895,112.6189,river
uc-7576887,24.4036,111.5667,
uc-1785781,22.6305,110.1469,
uc-1788572,35.1903,113.8015,steppe
uc-1786746,27.8333,114.4,
uc-1790353,34.3378,108.7026,river|steppe
uc-1796556,18.2543,109.5095,coast
uc-1802276,25.0749,117.0178,river
uc-1806535,30.8703,120.0933,lake
uc-1803936,37.9267,102.632,desert
uc-1808857,33.0751,107.0221,river|steppe
uc-1812101,37.4627,118.4917,
uc-1801640,28.8903,105.4257,river
uc-1800779,24.2886,116.1177,
uc-1927639,29.3745,113.0948,lake|river
uc-1804591,36.1928,117.6569,
uc-2038300,41.2886,123.765,
uc-6642286,30.3961,114.8865,lake|river
uc-1798827,33.7309,113.3155,
uc-1886762,29.9887,122.2049,coast
uc-1816440,32.9408,117.3608,river
uc-1796823,39.9805,117.0689,
uc-1790492,27.85,112.9,river
uc-1803567,36.0889,111.5189,river|steppe
uc-1784642,32.2109,119.4551,coast|river
uc-1281673,25.1163,99.1637,
uc-1797063,27.7761,120.6586,coast
uc-1817720,30.0156,120.8711,coast
uc-1786770,28.7593,104.6399,river
uc-1804609,23.7474,109.2222,river
uc-1790254,30.9269,113.9222,
uc-1783683,30.1211,104.6481,river
uc-1797264,28.9594,118.8686,
uc-1785453,34.8647,117.5542,
uc-1798654,27.6167,113.8535,
uc-2035265,47.3392,123.9615,river
uc-1802940,23.3107,116.1687,
uc-12324556,38.9808,106.3892,desert
uc-1789065,32.68,109.0172,river
uc-1804540,39.5208,116.7147,steppe
uc-1805987,35.2392,113.2391,steppe
uc-1791748,30.816,108.3741,gorge|river
uc-1799194,30.4741,106.637,
uc-6958518,22.7512,113.835,coast
uc-1791673,37.5091,122.1136,coast
uc-1788508,27.8043,114.9334,
uc-13608000,30.8356,121.2937,coast
uc-1815059,25.8,113.0333,
uc-1817993,30.5136,117.0472,lake|river
uc-1788927,37.0622,114.4927,steppe
uc-1784841,27.3167,103.7167,
uc-6929460,26.5851,101.7128,river
uc-1814757,32.3219,118.2978,
uc-1788081,30.9525,118.7553,
uc-1817968,26.25,105.9333,
uc-1790840,23.4805,111.2885,river
uc-9181182,35.7564,115.0436,steppe
uc-1797595,39.941,119.5894,coast
uc-1909733,29.3786,106.54,river
uc-1816920,27.2382,111.4621,
uc-2036986,47.3473,130.2903,
uc-1801620,31.6858,118.5101,
uc-1812961,31.1302,104.382,
uc-13527052,29.6384,91.0444,steppe
uc-1787351,37.8575,113.5633,steppe
uc-1808212,29.9923,106.2646,river
uc-1783873,32.9838,114.0259,
uc-1793879,31.7111,113.3631,
uc-1815463,35.2089,111.7386,steppe
uc-1808770,35.7323,114.2862,steppe
uc-2033196,40.7834,114.8714,steppe
uc-2037886,40.1292,124.3947,coast|river
uc-2037346,42.0156,121.6589,
uc-1796989,22.3812,112.6849,
uc-1807234,30.2471,115.0481,lake|river
uc-2036113,41.2719,123.1731,
uc-1816269,23.8901,106.6268,river
uc-1816336,37.3667,118.0167,river
uc-1785738,35.0231,110.9928,steppe
uc-1812955,37.4466,116.3671,steppe
uc-1796669,34.7808,111.1929,river|steppe
uc-2035715,44.548,129.6259,
uc-1804153,29.5623,103.7639,river
uc-9072919,35.4141,119.5291,coast
uc-2034786,46.6769,131.1327,
uc-1793900,30.508,105.5733,
uc-13608003,31.6185,121.6962,coast
uc-1806445,27.1172,114.9793,river
uc-1805611,31.0336,112.2047,
uc-2035513,41.1881,122.0494,
uc-1806096,36.2839,120.0033,coast
uc-1529660,41.1842,80.2792,desert
uc-1814934,30.6613,117.4778,
uc-1787816,29.9852,102.999,
uc-2036389,45.2932,130.9622,river
uc-2036427,41.1078,121.1417,
uc-1796663,26.2486,117.6186,
uc-1802204,37.8845,114.6463,steppe
uc-13512502,23.3678,103.3821,
uc-2033370,40.6647,122.2318,coast|river
uc-1785018,24.5133,117.6556,coast
uc-12446699,52.3338,124.7124,
uc-1529195,44.3023,86.0369,steppe
uc-2034414,41.7197,125.9264,
uc-1791544,19.5516,110.8028,coast
uc-1810458,36.3833,119.7528,
uc-2034714,43.1614,124.3778,
uc-1814760,25.0364,101.5456,
uc-1807689,27.5634,110.004,
uc-8335361,40.993,113.133,steppe
uc-2036581,46.7971,130.3112,river
uc-1529376,41.7606,86.1523,desert|river
uc-1791779,18.7993,110.3841,coast
uc-1788450,38.4092,112.7333,steppe
uc-1798821,36.7844,119.9464,
uc-1809412,28.8816,120.0331,
uc-1793424,39.0211,117.6469,coast|river|steppe
uc-1794794,36.88,118.7375,
uc-1796068,33.8667,109.9306,river
uc-1806488,19.2425,110.4642,coast
uc-1816080,38.3112,116.8533,steppe
uc-1816705,21.4835,109.1155,coast
uc-1808392,37.7391,115.6835,steppe
uc-1806466,32.442,105.823,river
uc-8505006,23.3631,104.2505,
uc-1790396,29.8435,114.322,lake
uc-12492662,31.3379,104.2206,
uc-1785036,38.9342,100.4517,desert
uc-1280849,39.4672,75.9868,desert
uc-1784130,33.6333,114.6333,river
uc-1798760,35.5392,106.6861,river|steppe
uc-1783988,35.9947,119.3975,
uc-1802238,27.7344,111.9944,
uc-1795928,22.782,115.3475,coast
uc-9931406,24.2774,101.224,
uc-1789647,27.8964,102.2634,
uc-1805741,35.5022,112.8328,
uc-1787765,36.5989,109.4917,steppe
uc-1805680,29.2947,117.2079,
uc-8054802,43.9389,116.0702,desert|steppe
uc-1799846,26.645,118.1736,river
uc-1281019,37.1093,79.9343,desert|river
uc-2036109,42.8854,125.1367,
uc-1786112,23.7333,114.6833,lake|river
uc-1810979,29.71,107.3939,river
uc-1792359,29.7114,118.3125,river
uc-1792260,39.6183,122.0081,
uc-1784818,34.8661,110.4403,
uc-1803245,28.4604,119.9103,river
uc-2038087,40.9519,117.9588,
uc-1785716,34.3114,117.9503,
uc-1803364,36.5156,118.5397,
uc-1816858,19.1027,108.6656,coast
uc-1813171,29.1294,110.4783,
uc-2038365,48.2667,126.6,
uc-1794328,39.3158,112.4225,river|steppe
uc-1806097,26.6617,119.5228,coast
uc-1279945,39.7432,98.5174,desert
uc-1816790,29.8274,106.4364,river
uc-1812749,35.5709,104.623,steppe
uc-7064006,34.8988,108.9506,steppe
uc-1809152,36.0067,106.2808,steppe
uc-2038120,41.5703,120.4586,river
uc-1792621,30.95,117.7833,river
uc-1793899,33.8963,117.9331,
uc-1817990,36.4342,119.1925,
uc-12159964,22.3816,107.3683,
uc-1815482,36.8536,119.3908,
uc-1529435,43.9151,81.3215,river|steppe
uc-2033574,40.6121,115.0646,steppe
uc-7304020,27.9356,109.5996,
uc-1789262,34.3842,118.3462,
uc-8537264,30.4514,114.8704,lake|river
uc-1805029,37.5505,115.5687,steppe
uc-11694038,44.053,80.8717,steppe
uc-8067345,29.243,91.7724,steppe
uc-1798900,29.8988,116.5457,lake|river
uc-12548253,49.2114,119.7558,
uc-1813206,30.0833,114.95,lake
uc-2038067,42.2683,118.9636,steppe
uc-2035261,45.768,130.9953,
uc-1794479,36.8592,120.5269,
uc-1811720,30.3,109.4833,gorge
uc-1804866,26.5858,107.9797,river
uc-12492660,24.5866,98.6893,
uc-2034439,42.2931,123.8414,river
uc-12358476,24.6928,108.0838,
uc-2033467,42.8882,129.5024,
uc-1803590,23.8797,100.0945,
uc-1807566,25.0962,104.9064,
uc-2038569,45.6175,122.833,steppe
uc-1815669,36.7058,118.8275,
uc-1800234,19.5213,109.579,
uc-1787323,24.7808,110.4897,
uc-1794209,22.7886,100.9748,
uc-1788618,35.9006,117.7519,
uc-1817240,36.547,104.1702,desert
uc-1810295,21.9197,110.8568,
uc-1812990,32.6827,112.0887,
uc-1281743,39.7084,76.1797,desert
uc-1529046,43.4265,83.2496,desert
uc-1786378,29.3538,105.8939,
uc-1793419,32.6855,112.8323,
uc-1783633,35.4006,116.9656,
uc-12269572,21.7694,108.3566,coast
uc-8594670,24.1483,115.7227,
