qid,tier,lat,lon,sitelinks,iso
Q113961941,pilgrimage_major,-34.62228,150.19677,1,AU
Q114351410,pilgrimage_major,39.17489,-9.05941,1,PT
Q114516295,pilgrimage_major,-4.49382,-73.56005,2,PE
Q115099127,pilgrimage_major,47.33528,-79.43028,0,CA
Q115099323,pilgrimage_major,47.36889,-70.05611,0,CA
Q115099326,pilgrimage_major,46.39111,-70.50667,0,CA
Q115099327,pilgrimage_major,51.41250,-57.20278,0,CA
Q115099324,pilgrimage_major,46.36667,-72.50111,0,CA
Q115099325,pilgrimage_major,46.02889,-73.93611,0,CA
Q115099328,pilgrimage_major,48.87222,-64.55194,0,CA
Q115160723,pilgrimage_major,42.17720,2.89434,1,ES
Q115376532,pilgrimage_major,42.16368,-7.95203,1,ES
Q115548472,pilgrimage_major,22.67237,81.75902,1,IN
Q116051520,pilgrimage_major,45.16405,9.70839,2,IT
Q116445864,pilgrimage_major,40.45533,9.48521,2,IT
Q116658866,pilgrimage_major,23.26532,88.44598,1,IN
Q116779057,pilgrimage_major,39.23020,16.90373,1,IT
Q116794851,pilgrimage_major,22.24600,76.14903,1,IN
Q116919301,pilgrimage_major,9.58046,76.32788,2,IN
Q117078437,pilgrimage_major,20.88854,70.40145,2,IN
Q117634417,pilgrimage_major,45.90120,9.56176,2,IT
Q117659894,pilgrimage_major,45.73519,9.13506,2,IT
Q118062872,pilgrimage_major,41.96828,-7.41066,1,ES
Q118496368,pilgrimage_major,45.54594,10.85614,0,IT
Q118641696,pilgrimage_major,44.48664,7.43696,1,IT
Q119010217,pilgrimage_major,41.21336,14.97561,2,IT
Q119070859,pilgrimage_major,43.65988,13.05100,1,IT
Q119217703,pilgrimage_major,45.33010,14.45790,1,HR
Q119348750,pilgrimage_major,37.57810,25.16990,0,GR
Q119499615,pilgrimage_major,45.88103,11.63400,1,IT
Q119582825,pilgrimage_major,38.56330,14.83271,1,IT
Q119640130,pilgrimage_major,42.25450,11.75136,1,IT
Q119683786,pilgrimage_major,40.09008,18.34772,1,IT
Q119683903,pilgrimage_major,39.91961,18.35442,1,IT
Q120183813,pilgrimage_major,40.62397,16.79267,1,IT
Q93432067,pilgrimage_major,49.89493,16.41955,0,CZ
Q93437374,pilgrimage_major,50.02639,12.39910,4,CZ
Q93471291,pilgrimage_major,49.18833,17.58980,1,CZ
Q11608174,pilgrimage_major,33.82814,132.80456,5,JP
Q11620331,pilgrimage_major,34.07111,133.68844,2,JP
Q11622491,pilgrimage_major,33.73231,134.52758,7,JP
Q11622752,pilgrimage_major,34.05167,134.34850,5,JP
Q11627895,pilgrimage_major,33.90567,133.02533,2,JP
Q11628773,pilgrimage_major,33.79372,132.81394,5,JP
Q11630606,pilgrimage_major,34.06847,134.47433,6,JP
Q11630610,pilgrimage_major,34.13450,133.64753,3,JP
Q11641857,pilgrimage_major,34.27675,133.76269,3,JP
Q11643424,pilgrimage_major,34.30669,133.82458,4,JP
Q11646414,pilgrimage_major,34.25010,133.78101,4,JP
Q11646540,pilgrimage_major,32.72603,133.01856,6,JP
Q11646556,pilgrimage_major,33.30722,134.12286,5,JP
Q11651831,pilgrimage_major,34.26672,134.17169,5,JP
Q11657516,pilgrimage_major,34.05561,134.47361,5,JP
Q11659947,pilgrimage_major,33.50083,133.54308,6,JP
Q11660090,pilgrimage_major,34.03522,133.72372,5,JP
Q11662839,pilgrimage_major,33.42600,133.45081,6,JP
Q11667203,pilgrimage_major,33.89353,133.10331,4,JP
Q11667754,pilgrimage_major,34.34742,133.99397,2,JP
Q11676039,pilgrimage_major,33.91386,134.50561,6,JP
Q11679196,pilgrimage_major,33.29519,132.59850,5,JP
Q11679200,pilgrimage_major,33.22499,132.56915,2,JP
Q11687615,pilgrimage_major,50.45610,18.16920,3,PL
Q11693418,pilgrimage_major,42.23079,-2.87057,5,ES
Q11722117,pilgrimage_major,47.75000,10.28250,2,DE
Q11723396,pilgrimage_major,49.41980,21.16760,2,PL
Q11744926,pilgrimage_major,50.04844,18.54744,3,PL
Q11746874,pilgrimage_major,49.88456,19.22119,2,PL
Q11746974,pilgrimage_major,49.95850,18.59660,2,PL
Q11747537,pilgrimage_major,49.50387,19.10276,2,PL
Q11812869,pilgrimage_major,46.32880,14.23210,8,SI
Q11831897,pilgrimage_major,49.26400,19.97520,3,PL
Q11835695,pilgrimage_major,49.26530,20.08660,3,PL
Q11919608,pilgrimage_major,39.59248,-0.59742,2,ES
Q11935312,pilgrimage_major,42.47448,1.45192,6,AD
Q11935327,pilgrimage_major,42.00350,2.24108,2,ES
Q11939436,pilgrimage_major,39.56290,3.00846,2,ES
Q11947705,pilgrimage_major,41.62299,2.26585,2,ES
Q11947713,pilgrimage_major,41.82131,2.22286,2,ES
Q12030378,pilgrimage_major,50.15000,12.53610,3,CZ
Q12034441,pilgrimage_major,49.17437,16.91344,2,CZ
Q12034976,pilgrimage_major,49.15000,17.74940,2,CZ
Q12035347,pilgrimage_major,48.60822,14.29500,2,CZ
Q12059365,pilgrimage_major,26.24528,91.52528,8,IN
Q12105228,pilgrimage_major,50.17765,23.59172,2,UA
Q12203226,pilgrimage_major,34.78876,36.27604,4,SY
Q12345558,pilgrimage_major,45.87816,18.26993,5,HU
Q12390598,pilgrimage_major,42.78403,-8.64972,4,ES
Q12400104,pilgrimage_major,43.70500,-7.95680,12,ES
Q12540812,pilgrimage_major,42.87508,69.66980,3,KZ
Q12571270,pilgrimage_major,41.75880,69.59120,2,KZ
Q12637953,pilgrimage_major,45.49544,15.53144,6,HR
Q12786508,pilgrimage_major,46.37604,15.40671,2,SI
Q12786895,pilgrimage_major,46.26892,14.63379,2,SI
Q13020772,pilgrimage_major,13.75990,100.59380,2,TH
Q13050109,pilgrimage_major,42.32616,0.25535,3,ES
Q13103868,pilgrimage_major,49.47900,6.02069,2,LU
Q13222316,pilgrimage_major,50.07619,14.32194,3,CZ
Q13357831,pilgrimage_major,27.75778,86.04139,6,NP
Q13815200,pilgrimage_major,51.18138,3.45104,2,BE
Q14217508,pilgrimage_major,27.19410,86.62400,2,NP
Q14345302,pilgrimage_major,51.07685,5.79525,2,BE
Q14531830,pilgrimage_major,47.63760,10.49880,2,DE
Q14537414,pilgrimage_major,47.95741,7.96579,2,DE
Q14541022,pilgrimage_major,47.73790,13.44760,5,AT
Q14544545,pilgrimage_major,49.83210,10.25640,2,DE
Q14545215,pilgrimage_major,48.31507,10.10271,2,DE
Q14551313,pilgrimage_major,51.63970,8.51180,2,DE
Q14692280,pilgrimage_major,39.69780,-77.33110,4,US
Q14912491,pilgrimage_major,47.49834,11.11145,2,DE
Q15129636,pilgrimage_major,49.03070,12.03720,2,DE
Q15410456,pilgrimage_major,43.11190,-9.21944,8,ES
Q15708496,pilgrimage_major,28.62557,-106.08799,2,MX
Q15734342,pilgrimage_major,49.31321,11.63201,4,DE
Q15785708,pilgrimage_major,47.99626,14.76289,4,AT
Q15833885,pilgrimage_major,48.00072,8.01057,2,DE
Q15834018,pilgrimage_major,48.00621,8.09190,2,DE
Q15853468,pilgrimage_major,49.09057,9.77549,1,DE
Q15919143,pilgrimage_major,43.54169,-5.66249,4,ES
Q15977631,pilgrimage_major,47.67783,10.86562,2,DE
Q16362576,pilgrimage_major,42.04417,19.49083,5,AL
Q16489554,pilgrimage_major,-3.85086,-79.42646,5,EC
Q16568546,pilgrimage_major,49.85290,18.63510,3,PL
Q16581518,pilgrimage_major,53.85953,68.88681,1,KZ
Q16600395,pilgrimage_major,45.05568,7.31815,2,IT
Q16600406,pilgrimage_major,45.84810,11.82470,2,IT
Q16600409,pilgrimage_major,45.73460,11.89580,3,IT
Q16600412,pilgrimage_major,46.09875,11.23653,2,IT
Q16600437,pilgrimage_major,46.21792,10.15510,5,IT
Q16628994,pilgrimage_major,13.64337,-89.18775,2,SV
Q16629000,pilgrimage_major,12.25104,-85.37840,2,NI
Q16629035,pilgrimage_major,43.36389,-5.59028,1,ES
Q16855662,pilgrimage_major,47.71925,13.58678,3,AT
Q16944808,pilgrimage_major,41.62861,19.73306,1,AL
Q43167098,pilgrimage_major,39.46239,-6.35172,2,ES
Q94393191,pilgrimage_major,38.26048,-1.70965,2,ES
Q120479306,pilgrimage_major,45.47983,11.01947,1,IT
Q120487049,pilgrimage_major,45.69631,11.87281,1,IT
Q120487619,pilgrimage_major,45.73219,12.00268,0,IT
Q120492636,pilgrimage_major,44.67233,8.87188,1,IT
Q120492701,pilgrimage_major,45.12804,8.23979,1,IT
Q120661822,pilgrimage_major,45.60872,9.89450,1,IT
Q120661847,pilgrimage_major,45.55308,9.83659,2,IT
Q120662156,pilgrimage_major,45.68549,9.71814,1,IT
Q120672107,pilgrimage_major,42.71448,12.96221,1,IT
Q120672445,pilgrimage_major,43.30920,12.74182,1,IT
Q120727018,pilgrimage_major,51.06409,3.78868,2,BE
Q120801559,pilgrimage_major,42.03102,13.77516,1,IT
Q120836425,pilgrimage_major,45.91307,11.90790,1,IT
Q120836595,pilgrimage_major,46.09628,12.27453,0,IT
Q120836798,pilgrimage_major,46.02722,11.86977,1,IT
Q121142489,pilgrimage_major,45.37953,9.74523,1,IT
Q121518887,pilgrimage_major,49.61460,15.66591,2,CZ
Q121535229,pilgrimage_major,45.42733,10.18944,1,IT
Q121535312,pilgrimage_major,45.53797,10.25203,2,IT
Q121535382,pilgrimage_major,45.45121,10.13353,1,IT
Q121535574,pilgrimage_major,45.74675,10.43567,1,IT
Q121535588,pilgrimage_major,45.46992,10.47822,1,IT
Q121535786,pilgrimage_major,45.74833,10.38697,1,IT
Q121536118,pilgrimage_major,45.71322,10.47953,1,IT
Q121600038,pilgrimage_major,45.79189,3.71761,1,FR
Q121668633,pilgrimage_major,40.63741,14.59276,1,IT
Q121792262,pilgrimage_major,43.17947,12.98348,1,IT
Q122027334,pilgrimage_major,44.27144,11.52289,2,IT
Q122028125,pilgrimage_major,45.75819,11.41807,6,IT
Q122139442,pilgrimage_major,45.76994,11.63989,1,IT
Q122139498,pilgrimage_major,45.78994,11.79389,1,IT
Q122139553,pilgrimage_major,45.70728,11.20950,1,IT
Q122139740,pilgrimage_major,45.66914,11.28111,1,IT
Q122151717,pilgrimage_major,43.87953,10.62422,1,IT
Q122152354,pilgrimage_major,45.54156,12.12408,1,IT
Q122382117,pilgrimage_major,50.40246,7.62754,1,DE
Q122810957,pilgrimage_major,50.85695,3.88755,2,BE
Q122901646,pilgrimage_major,43.46074,12.23794,2,IT
Q123002514,pilgrimage_major,45.38430,10.39789,1,IT
Q123254656,pilgrimage_major,41.31424,-7.59196,1,PT
Q123376450,pilgrimage_major,49.20298,13.17366,2,CZ
Q123477815,pilgrimage_major,44.78819,10.32711,1,IT
Q123514130,pilgrimage_major,43.41599,11.45908,1,IT
Q123514132,pilgrimage_major,38.21150,15.63717,1,IT
Q123529310,pilgrimage_major,50.80571,3.98854,1,BE
Q123561673,pilgrimage_major,40.91302,-7.52287,1,PT
Q123565561,pilgrimage_major,45.81639,15.94111,4,HR
Q123577416,pilgrimage_major,50.80928,4.06001,2,BE
Q123582451,pilgrimage_major,44.05924,12.56919,1,IT
Q123663107,pilgrimage_major,50.89488,4.17900,2,BE
Q123934850,pilgrimage_major,-13.48747,-71.80264,1,PE
Q123991541,pilgrimage_major,39.93621,-75.16756,2,US
Q124057245,pilgrimage_major,50.85109,4.80213,2,BE
Q124117845,pilgrimage_major,43.15084,-7.64021,1,ES
Q124157522,pilgrimage_major,40.97708,-0.84202,2,ES
Q124310423,pilgrimage_major,50.87749,5.13484,1,BE
Q124319286,pilgrimage_major,39.03461,-9.14553,1,PT
Q124605454,pilgrimage_major,15.79446,38.46845,1,ER
Q124618071,pilgrimage_major,43.35306,-7.15861,1,ES
Q124673693,pilgrimage_major,46.53049,10.95797,1,IT
Q124719031,pilgrimage_major,48.85613,14.48800,1,CZ
Q124789280,pilgrimage_major,43.28721,-8.22558,1,ES
Q124912842,pilgrimage_major,50.77266,3.67679,1,BE
Q125116653,pilgrimage_major,46.60396,11.90850,0,IT
Q125145696,pilgrimage_major,43.33939,-8.83173,1,ES
Q125241390,pilgrimage_major,48.55382,10.20402,2,DE
Q125882079,pilgrimage_major,51.46777,-0.96675,1,GB
Q126380347,pilgrimage_major,52.80658,-7.19966,1,IE
Q126478483,pilgrimage_major,52.40415,-7.35513,1,IE
Q126655791,pilgrimage_major,52.81387,-7.13135,0,IE
Q126892710,pilgrimage_major,48.10090,16.42480,1,AT
Q126923572,pilgrimage_major,52.77342,-7.25438,0,IE
Q127038491,pilgrimage_major,46.81093,14.56086,1,AT
Q127513640,pilgrimage_major,46.36265,9.36523,1,IT
Q129090628,pilgrimage_major,50.53000,16.37694,1,CZ
Q129765547,pilgrimage_major,46.90579,-71.18938,1,CA
Q130389161,pilgrimage_major,14.62397,121.12058,1,PH
Q130395736,pilgrimage_major,14.48542,121.23102,1,PH
Q130455464,pilgrimage_major,14.52330,121.14984,1,PH
Q130455669,pilgrimage_major,14.61837,121.14892,1,PH
Q130468402,pilgrimage_major,14.63990,121.12059,3,PH
Q130529646,pilgrimage_major,53.33812,21.47856,2,PL
Q130552393,pilgrimage_major,14.67750,120.51530,1,PH
Q130563466,pilgrimage_major,14.83717,120.47635,1,PH
Q130580965,pilgrimage_major,14.43524,120.48540,1,PH
Q130609064,pilgrimage_major,14.59491,120.39264,1,PH
Q130616837,pilgrimage_major,14.51251,120.60723,1,PH
Q130654972,pilgrimage_major,10.93502,125.82701,1,PH
Q130655901,pilgrimage_major,15.52533,120.86877,1,PH
Q130658047,pilgrimage_major,15.49937,120.84501,1,PH
Q130667359,pilgrimage_major,39.59077,3.03237,2,ES
Q130706446,pilgrimage_major,37.18467,-3.60194,1,ES
Q130741858,pilgrimage_major,15.87720,78.13484,0,IN
Q130997814,pilgrimage_major,15.31362,120.94887,1,PH
Q131296543,pilgrimage_major,49.81856,-97.20656,0,CA
Q131310730,pilgrimage_major,15.58437,120.91923,1,PH
Q131340477,pilgrimage_major,13.61489,123.22534,1,PH
Q131427807,pilgrimage_major,49.83944,17.78722,1,CZ
Q28016636,pilgrimage_major,44.70850,7.84087,1,IT
Q28025245,pilgrimage_major,49.66986,9.66208,2,DE
Q28034092,pilgrimage_major,49.58113,9.63507,2,DE
Q28229440,pilgrimage_major,41.72471,13.56292,1,IT
Q28401586,pilgrimage_major,41.92892,-87.63983,2,US
Q28711146,pilgrimage_major,42.14135,2.58509,2,ES
Q97311411,pilgrimage_major,35.41475,137.47494,2,JP
Q98756033,pilgrimage_major,41.42574,2.09001,1,ES
Q99211206,pilgrimage_major,48.51561,-68.46033,1,CA
Q9074414,pilgrimage_major,42.29235,-7.13859,3,ES
Q9074431,pilgrimage_major,39.93970,-0.09768,6,ES
Q9167688,pilgrimage_major,49.70640,20.42000,4,PL
Q9167689,pilgrimage_major,49.86780,19.67390,4,PL
Q9167718,pilgrimage_major,53.74801,20.23605,5,PL
Q2542882,pilgrimage_major,48.52126,14.28893,2,AT
Q2542886,pilgrimage_major,48.22530,15.15620,5,AT
Q2542885,pilgrimage_major,47.11310,15.33880,5,AT
Q2542903,pilgrimage_major,49.49010,8.37701,2,DE
Q2542905,pilgrimage_major,47.80080,11.01280,3,DE
Q2542908,pilgrimage_major,49.16460,12.84510,2,DE
Q2542920,pilgrimage_major,48.90540,12.56190,2,DE
Q2542925,pilgrimage_major,48.51130,11.11490,2,DE
Q2542946,pilgrimage_major,47.93479,12.01496,4,DE
Q2627029,pilgrimage_major,39.63243,-8.67154,16,PT
Q2638127,pilgrimage_major,56.12694,27.01556,19,LV
Q2649795,pilgrimage_major,39.69650,3.35369,1,ES
Q2707216,pilgrimage_major,41.55460,-8.37750,28,PT
Q2738068,pilgrimage_major,45.92426,9.26777,11,IT
Q2852417,pilgrimage_major,34.11806,134.38839,7,JP
Q2882352,pilgrimage_major,40.47632,-0.29397,3,ES
Q2886911,pilgrimage_major,46.85863,2.32245,11,FR
Q2886917,pilgrimage_major,41.87700,-87.70400,10,US
Q2886962,pilgrimage_major,43.70319,7.26579,16,FR
Q2886971,pilgrimage_major,46.36806,-72.49750,8,CA
Q2887149,pilgrimage_major,48.63167,6.30389,12,FR
Q2914138,pilgrimage_major,14.59222,121.05861,5,PH
Q2918825,pilgrimage_major,40.74510,-0.17672,4,ES
Q2972106,pilgrimage_major,49.75270,6.32775,2,LU
Q2974823,pilgrimage_major,44.79940,1.61770,4,FR
Q3012126,pilgrimage_major,34.15131,134.43089,8,JP
Q3041650,pilgrimage_major,48.20460,7.29308,3,FR
Q3045641,pilgrimage_major,34.05861,134.42778,5,JP
Q3054442,pilgrimage_major,33.89147,132.74003,5,JP
Q3056741,pilgrimage_major,48.27194,-72.19194,1,CA
Q3108092,pilgrimage_major,42.97890,-2.39861,13,ES
Q3146369,pilgrimage_major,34.10438,134.33381,7,JP
Q3155277,pilgrimage_major,33.84786,132.79647,7,JP
Q3179308,pilgrimage_major,34.13722,134.43194,8,JP
Q3191228,pilgrimage_major,33.81669,132.80842,6,JP
Q3192685,pilgrimage_major,32.96467,132.56406,6,JP
Q3198759,pilgrimage_major,34.14744,134.46854,7,JP
Q3200347,pilgrimage_major,34.12278,134.34000,6,JP
Q3206940,pilgrimage_major,46.05844,6.31999,2,FR
Q3297735,pilgrimage_major,43.25869,-2.91385,12,ES
Q3325000,pilgrimage_major,37.13071,-6.48502,9,ES
Q3325310,pilgrimage_major,34.13967,133.69406,8,JP
Q3344716,pilgrimage_major,38.42026,-9.21488,5,PT
Q3344721,pilgrimage_major,47.54190,7.14989,2,FR
Q3377179,pilgrimage_major,49.19479,-0.32398,2,FR
Q3402038,pilgrimage_major,40.40550,-3.68370,11,ES
Q3445543,pilgrimage_major,54.60894,-7.87100,12,IE
Q3514063,pilgrimage_major,34.15950,134.40000,5,JP
Q3514066,pilgrimage_major,33.88510,132.71500,8,JP
Q3539923,pilgrimage_major,48.10000,7.23139,4,FR
Q3571906,pilgrimage_major,34.35792,134.10125,8,JP
Q3580189,pilgrimage_major,50.79330,4.48273,3,BE
Q3580411,pilgrimage_major,43.29320,3.45660,2,FR
Q3583591,pilgrimage_major,48.71240,7.61642,2,FR
Q3635642,pilgrimage_major,41.51056,15.33344,4,IT
Q3667903,pilgrimage_major,47.12667,8.75139,3,CH
Q3748610,pilgrimage_major,45.45494,10.99461,2,IT
Q3774277,pilgrimage_major,43.30860,-5.05361,10,ES
Q3817081,pilgrimage_major,43.17564,17.66802,7,BA
Q3819287,pilgrimage_major,42.10182,2.29462,4,ES
Q3842601,pilgrimage_major,44.70792,7.84092,3,IT
Q3878630,pilgrimage_major,-33.25683,-71.43828,3,CL
Q3906887,pilgrimage_major,43.17860,17.69046,5,BA
Q3915491,pilgrimage_major,45.62830,7.97889,14,IT
Q3949576,pilgrimage_major,41.25442,14.59516,3,IT
Q3949586,pilgrimage_major,45.69310,13.74920,9,IT
Q3949588,pilgrimage_major,40.39996,18.01687,2,IT
Q3949617,pilgrimage_major,45.68639,8.39083,5,IT
Q3949667,pilgrimage_major,42.43657,12.87456,3,IT
Q3949668,pilgrimage_major,46.09406,13.52014,4,IT
Q3949717,pilgrimage_major,45.42848,10.67594,2,IT
Q3949723,pilgrimage_major,44.31704,9.85768,3,IT
Q3949736,pilgrimage_major,42.92828,11.32947,2,IT
Q3949756,pilgrimage_major,45.59427,9.61243,2,IT
Q3949772,pilgrimage_major,45.29421,9.97563,2,IT
Q3949784,pilgrimage_major,41.37105,13.36780,2,IT
Q3949788,pilgrimage_major,45.38471,9.56992,2,IT
Q3949801,pilgrimage_major,43.49277,10.34898,7,IT
Q3949837,pilgrimage_major,38.16450,15.96070,5,IT
Q3949843,pilgrimage_major,45.65165,8.80610,2,IT
Q3949861,pilgrimage_major,46.00306,10.32417,2,IT
Q3949865,pilgrimage_major,39.59444,3.08722,3,ES
Q3949869,pilgrimage_major,41.67830,13.90827,4,IT
Q3949877,pilgrimage_major,42.37929,12.82839,4,IT
Q3949894,pilgrimage_major,37.57928,15.12571,3,IT
Q3949937,pilgrimage_major,45.65833,8.14556,5,IT
Q3949943,pilgrimage_major,44.67878,8.78764,2,IT
Q3949956,pilgrimage_major,44.34517,8.43408,6,IT
Q3949974,pilgrimage_major,40.09972,8.65444,3,IT
Q3949978,pilgrimage_major,41.91535,12.79182,5,IT
Q3950019,pilgrimage_major,44.40069,7.17094,2,IT
Q3950038,pilgrimage_major,44.23175,7.10579,3,IT
Q3950071,pilgrimage_major,43.49750,11.61003,2,IT
Q3950075,pilgrimage_major,45.30663,9.75214,2,IT
Q3950080,pilgrimage_major,40.68855,14.48646,2,IT
Q108059304,pilgrimage_major,50.22810,16.11750,1,CZ
Q4231989,pilgrimage_major,49.10556,78.53389,3,KZ
Q4273752,pilgrimage_major,42.85100,68.26800,11,KZ
Q4348888,pilgrimage_major,16.04239,120.33495,4,PH
Q4362268,pilgrimage_major,31.70430,35.20791,7,PS
Q4405866,pilgrimage_major,35.96040,14.36130,8,MT
Q4504595,pilgrimage_major,41.09167,-7.81639,5,PT
Q4780798,pilgrimage_major,-19.47556,-42.62361,3,BR
Q4854058,pilgrimage_major,45.62160,8.11451,5,IT
Q4867345,pilgrimage_major,40.95090,-83.38710,6,US
Q4867354,pilgrimage_major,28.38481,-81.49556,4,US
Q4867411,pilgrimage_major,43.20030,-79.00330,5,US
Q5053129,pilgrimage_major,53.48515,-2.64098,3,GB
Q5054952,pilgrimage_major,32.82973,34.96777,11,IL
Q5073066,pilgrimage_major,40.61269,-7.74281,3,PT
Q5088361,pilgrimage_major,27.44026,77.71320,3,IN
Q5116934,pilgrimage_major,-9.52067,13.95966,7,AO
Q5117837,pilgrimage_major,36.20617,37.15597,9,SY
Q5371188,pilgrimage_major,32.98088,35.44064,3,IL
Q5397362,pilgrimage_major,42.61912,-6.52184,2,ES
Q5400383,pilgrimage_major,42.58000,-5.64147,4,ES
Q5438072,pilgrimage_major,54.04879,-6.38427,3,IE
Q5488842,pilgrimage_major,41.85400,-1.57515,2,ES
Q5520477,pilgrimage_major,17.18177,76.53429,10,IN
Q5553953,pilgrimage_major,-34.87567,-56.13956,3,UY
Q5640751,pilgrimage_major,42.18730,0.33464,6,ES
Q5644650,pilgrimage_major,37.57780,-4.75164,2,ES
Q5681865,pilgrimage_major,42.03111,-6.92548,2,ES
Q5684473,pilgrimage_major,-27.41222,-55.81705,3,PY
Q5689779,pilgrimage_major,36.72978,-6.43875,2,ES
Q5722044,pilgrimage_major,37.39747,-5.98003,5,ES
Q5722083,pilgrimage_major,38.10750,-1.86000,7,ES
Q5758579,pilgrimage_major,13.48297,-88.17471,6,SV
Q5800956,pilgrimage_major,8.91542,-69.77289,8,VE
Q5836521,pilgrimage_major,39.73692,-3.19228,2,ES
Q5909722,pilgrimage_major,41.65586,-0.89290,3,ES
Q5911808,pilgrimage_major,42.16736,0.89543,4,ES
Q5912900,pilgrimage_major,37.39501,-5.98391,2,ES
Q6102110,pilgrimage_major,42.93167,-4.04984,1,ES
Q6120274,pilgrimage_major,41.65663,-0.87818,2,ES
Q6121480,pilgrimage_major,41.64923,-4.72143,4,ES
Q6121538,pilgrimage_major,39.19033,-7.17519,3,ES
Q6121536,pilgrimage_major,37.27530,-6.11203,5,ES
Q6121540,pilgrimage_major,42.23250,-7.62886,4,ES
Q6121545,pilgrimage_major,38.51176,-1.70430,3,ES
Q6121579,pilgrimage_major,10.07425,-66.92825,4,VE
Q6121581,pilgrimage_major,40.92304,0.03906,4,ES
Q6121594,pilgrimage_major,40.50361,0.30111,3,ES
Q6121600,pilgrimage_major,40.62299,-0.77941,2,ES
Q6160440,pilgrimage_major,10.72351,122.55622,6,PH
Q6163443,pilgrimage_major,43.34643,-2.92730,4,ES
Q6394284,pilgrimage_major,39.96139,-4.82056,6,ES
Q6485672,pilgrimage_major,23.64680,90.56310,8,BD
Q6723483,pilgrimage_major,33.41736,76.34450,7,IN
Q6761708,pilgrimage_major,48.13170,8.22540,4,DE
Q6766128,pilgrimage_major,49.04337,20.59777,6,SK
Q6878524,pilgrimage_major,33.50440,-117.66363,6,US
Q6974233,pilgrimage_major,31.81944,73.53811,3,PK
Q6978430,pilgrimage_major,14.68250,120.98056,4,PH
Q6978431,pilgrimage_major,40.31920,-75.17950,5,US
Q6978434,pilgrimage_major,14.53111,120.99500,6,PH
Q6978435,pilgrimage_major,39.96920,-75.14510,5,US
Q6978433,pilgrimage_major,38.56120,-90.09230,1,US
Q6978439,pilgrimage_major,51.31500,0.88400,2,GB
Q6978443,pilgrimage_major,41.73043,-87.54667,3,US
Q6978446,pilgrimage_major,42.50420,-83.17110,5,US
Q6978447,pilgrimage_major,42.92545,-74.30198,4,US
Q6978444,pilgrimage_major,41.73340,-87.97670,2,US
Q6978445,pilgrimage_major,42.28880,-73.31110,3,US
Q7110766,pilgrimage_major,52.08720,-4.65272,5,GB
Q7110778,pilgrimage_major,53.51976,-1.12590,2,GB
Q7110842,pilgrimage_major,14.57799,121.11551,4,PH
Q7110934,pilgrimage_major,37.38931,-121.97729,1,US
Q7110986,pilgrimage_major,42.82580,-78.82360,7,US
Q7110997,pilgrimage_major,14.63060,121.09621,4,PH
Q7288751,pilgrimage_major,27.49778,83.68111,8,NP
Q7289110,pilgrimage_major,18.16791,83.49506,9,IN
Q7504058,pilgrimage_major,46.41777,9.36225,2,IT
Q7504065,pilgrimage_major,50.39977,16.56495,4,PL
Q7540890,pilgrimage_major,52.88100,0.85315,9,GB
Q7588977,pilgrimage_major,45.37639,-75.70333,5,CA
Q7590933,pilgrimage_major,43.65469,-79.39133,2,CA
Q7593043,pilgrimage_major,52.40172,0.26141,2,GB
Q7595658,pilgrimage_major,53.27710,-3.22357,8,GB
Q7709620,pilgrimage_major,43.09760,-0.05654,28,FR
Q7732396,pilgrimage_major,53.01840,23.14100,2,PL
Q7738354,pilgrimage_major,45.55327,-122.57451,3,US
Q7739544,pilgrimage_major,53.48015,-2.24649,4,GB
Q7878442,pilgrimage_major,38.93970,-77.00320,3,US
Q8124415,pilgrimage_major,42.70778,-7.04333,2,ES
Q8243761,pilgrimage_major,38.17934,-4.03499,7,ES
Q8777052,pilgrimage_major,40.45656,0.20201,3,ES
Q8777274,pilgrimage_major,40.46463,0.34175,3,ES
Q8238,pilgrimage_major,45.76314,4.83690,8,FR
Q29324530,pilgrimage_major,48.42311,-67.35075,1,CA
Q29345609,pilgrimage_major,-18.13667,-60.04364,2,BO
Q29474397,pilgrimage_major,47.04394,8.46368,3,CH
Q29522610,pilgrimage_major,47.05441,8.10366,1,CH
Q29523608,pilgrimage_major,46.86970,8.27126,1,CH
Q29525188,pilgrimage_major,47.22935,7.50294,1,CH
Q29527551,pilgrimage_major,46.81757,8.64771,1,CH
Q29786302,pilgrimage_major,46.83503,8.28935,1,CH
Q29786506,pilgrimage_major,47.33161,9.08441,1,CH
Q29825634,pilgrimage_major,46.64889,17.92639,4,HU
Q29883000,pilgrimage_major,47.48796,9.29880,1,CH
Q30021354,pilgrimage_major,42.03573,0.05604,4,ES
Q30060714,pilgrimage_major,49.91594,18.76207,2,PL
Q30064681,pilgrimage_major,50.38189,18.94675,2,PL
Q30233874,pilgrimage_major,49.29660,16.74264,1,CZ
Q30889453,pilgrimage_major,44.88544,7.62733,3,IT
Q30905243,pilgrimage_major,-34.65198,-58.41734,5,AR
Q30926225,pilgrimage_major,37.32111,140.51508,2,JP
Q31208278,pilgrimage_major,46.51185,11.10892,3,IT
Q31625734,pilgrimage_major,51.07397,4.29462,2,BE
Q32129411,pilgrimage_major,45.59411,8.36961,1,IT
Q32752658,pilgrimage_major,49.57805,9.36990,2,DE
Q34241348,pilgrimage_major,45.84344,9.04745,1,IT
Q35497041,pilgrimage_major,40.56639,15.76939,2,IT
Q36080142,pilgrimage_major,50.32162,10.35745,2,DE
