qid,lat,lon,sitelinks,iso
Q6970519,46.05146,14.50121,11,SI
Q7081669,46.20768,14.98338,5,SI
Q7083540,46.55597,15.64589,8,SI
Q7103990,46.42005,15.87030,6,SI
Q7200561,46.55757,15.64523,7,SI
Q7206656,46.21296,14.54327,11,SI
Q7242491,46.38788,14.14747,5,SI
Q7242492,46.05136,14.50628,7,SI
Q7257119,46.42136,15.86770,10,SI
Q7263230,46.56848,15.65241,5,SI
Q7314417,46.05025,14.50011,12,SI
Q7541826,46.05259,14.50065,14,SI
Q3499596,46.28183,14.43754,13,SI
Q3499626,46.14508,15.17384,13,SI
Q3499649,45.69766,14.47903,14,SI
Q3499863,45.85316,15.04241,12,SI
Q3499878,46.16258,14.56803,26,SI
Q3500220,45.68603,14.47489,14,SI
Q3500833,46.21494,14.42259,14,SI
Q3500906,46.24184,15.05550,14,SI
Q3500931,45.70425,14.46612,14,SI
Q3501699,45.68045,14.19638,24,SI
Q3503224,45.55000,14.73333,16,SI
Q3503676,46.40374,15.79423,19,SI
Q3513923,46.14139,15.13693,12,SI
Q3528148,46.11222,15.12417,12,SI
Q3593841,46.36982,14.53593,8,SI
Q3618115,46.24706,13.57960,47,SI
Q3621532,46.42361,16.11583,16,SI
Q3662872,45.58951,13.86074,6,SI
Q3701603,46.05004,14.50699,11,SI
Q3790872,46.65780,16.16986,14,SI
Q3861919,46.36722,13.55444,9,SI
Q3861947,45.98841,13.63478,14,SI
Q3893558,46.55682,15.64123,6,SI
Q3897892,46.35639,14.74361,18,SI
Q3906252,46.47640,13.72110,10,SI
Q3920231,45.83798,15.23476,12,SI
Q3944619,46.24710,13.58397,5,SI
Q3970319,45.95500,13.63528,10,SI
Q4165497,46.43657,14.06017,51,SI
Q4178650,46.05319,14.50361,17,SI
Q4280677,45.85839,15.67561,11,SI
Q4281383,46.55674,15.64769,15,SI
Q4348812,46.04619,14.50867,9,SI
Q4367903,45.78964,13.96552,12,SI
Q4396484,46.11559,13.88489,13,SI
Q4462012,46.13476,14.65177,12,SI
Q4476885,45.98157,14.36046,13,SI
Q4508329,46.00222,14.65750,14,SI
Q4520619,46.16915,14.74747,12,SI
Q12794418,45.89000,14.77130,9,SI
Q12789938,46.55749,15.64536,5,SI
Q12790229,46.38226,14.21709,5,SI
Q12790244,46.66221,16.16014,5,SI
Q12790248,46.00622,15.63707,5,SI
Q12790249,46.02707,15.58930,6,SI
Q12790474,46.04417,14.51907,5,SI
Q12790961,46.55878,15.45617,7,SI
Q7824994,46.17846,14.55638,12,SI
Q7841988,45.88163,13.98982,5,SI
Q7844773,46.04333,14.50216,13,SI
Q7918987,46.19945,14.78076,11,SI
Q7936314,46.05520,14.47730,5,SI
Q7938065,46.03640,14.48500,8,SI
Q7939330,46.05077,14.50946,5,SI
Q7963237,45.52751,13.57158,5,SI
Q8005216,46.38540,16.04753,13,SI
Q8011223,46.18300,13.73300,34,SI
Q8079772,46.22228,14.81476,12,SI
Q9015044,45.75452,15.05834,18,SI
Q9154149,46.05058,14.56375,5,SI
Q9386678,46.56077,15.64865,12,SI
Q10428977,45.79221,14.18772,6,SI
Q10661422,46.01228,14.50593,10,SI
Q10976749,46.22706,15.26475,12,SI
Q11168341,46.23135,14.62557,13,SI
Q11184115,46.06083,14.51192,9,SI
Q11234584,46.05296,14.49881,14,SI
Q11812869,46.32880,14.23210,8,SI
Q12034073,46.05143,14.50857,20,SI
Q12800872,46.55101,15.49348,16,SI
Q12803710,46.57666,15.87625,17,SI
Q13377759,46.08844,14.64248,15,SI
Q13377820,46.51783,16.19520,31,SI
Q13378177,46.42000,14.69167,24,SI
Q13537104,45.92206,14.04529,14,SI
Q13567597,46.04902,14.51506,7,SI
Q13631666,46.05887,14.49597,6,SI
Q15176651,46.01292,15.57879,15,SI
Q15716153,46.00063,14.01859,6,SI
Q15943238,46.08861,14.50639,5,SI
Q15985311,45.52860,13.56990,5,SI
Q16028771,45.83017,14.92910,6,SI
Q16543504,45.96019,13.65086,8,SI
Q18176401,45.94076,14.27707,5,SI
Q18177163,46.04760,14.48490,5,SI
Q18396713,46.23487,13.71981,7,SI
Q18524076,46.35458,15.76139,5,SI
Q18530063,46.04501,15.69378,6,SI
Q18530072,45.92855,15.38579,13,SI
Q18533909,46.11231,13.91531,11,SI
Q18562649,46.05009,14.50206,6,SI
Q18918123,45.95686,14.80498,6,SI
Q19709766,46.29694,14.65194,9,SI
Q20523091,46.56689,16.45276,5,SI
Q21027788,46.46212,16.17002,7,SI
Q21124085,46.37041,14.10438,5,SI
Q22338248,46.09139,14.50000,5,SI
Q28969759,45.88822,13.90375,7,SI
Q33412595,46.16647,14.30534,6,SI
Q64494878,46.04333,14.50222,23,SI
Q154678,45.78333,30.00000,14,UA
Q156067,48.29664,25.92491,37,UA
Q80207,49.84049,24.02246,50,UA
Q84151,50.44190,30.51131,61,UA
Q85449,50.44972,30.46083,26,UA
Q14681,44.61839,33.52426,11,UA
Q25477,49.22201,29.03514,6,UA
Q117232,50.44583,30.48806,12,UA
Q122324,49.84056,24.03056,23,UA
Q140987,50.32917,26.51972,7,UA
Q140998,50.33333,26.51667,19,UA
Q141012,48.52194,26.49833,43,UA
Q142917,50.42650,30.56311,33,UA
Q143047,49.83611,24.02194,9,UA
Q1825824,50.44417,30.50583,15,UA
Q1848287,44.61042,33.52356,15,UA
Q1875185,50.44444,30.54528,19,UA
Q1907145,50.42690,30.51760,27,UA
Q1966798,49.83944,24.03472,13,UA
Q1966813,49.84944,24.02889,8,UA
Q1967013,49.84130,24.03528,8,UA
Q1968086,46.20059,30.35070,21,UA
Q1968469,45.19861,33.37417,7,UA
Q1969395,49.84167,24.04056,5,UA
Q1969539,49.83694,24.00500,11,UA
Q1970857,47.98242,37.78083,5,UA
Q1974485,46.23333,30.35000,32,UA
Q1975624,50.00667,36.22708,18,UA
Q1976673,46.49014,30.73880,8,UA
Q1976702,46.49656,30.76006,12,UA
Q1977679,49.00278,26.17028,7,UA
Q1979293,48.00389,37.80389,5,UA
Q1979628,49.65246,24.43196,10,UA
Q1980511,49.84147,24.03127,15,UA
Q1980605,49.83500,24.01806,8,UA
Q1981179,50.39690,24.03640,6,UA
Q1981415,49.84245,24.03280,8,UA
Q1981812,49.84250,24.03720,10,UA
Q1982235,49.84440,24.03660,8,UA
Q1982263,49.84361,24.02944,8,UA
Q1982271,49.84225,24.03300,9,UA
Q1983814,48.62260,22.30100,15,UA
Q1988001,50.05610,23.96920,6,UA
Q1989108,49.84267,24.03234,9,UA
Q1989520,50.08556,25.13778,5,UA
Q1991092,50.44389,30.55139,9,UA
Q1992190,49.34780,23.49940,15,UA
Q1997465,44.54222,34.29611,8,UA
Q2015425,48.45825,35.06664,20,UA
Q2019115,46.20095,30.35054,23,UA
Q2025582,49.05167,23.67889,7,UA
Q2026601,44.42834,34.12166,9,UA
Q2035059,50.73897,25.31740,5,UA
Q2035526,44.74849,33.88662,17,UA
Q2042690,50.44167,30.48806,15,UA
Q2059562,51.48583,31.26722,11,UA
Q722107,48.68083,22.40917,10,UA
Q722424,48.16806,23.30139,10,UA
Q727495,50.73802,25.31598,8,UA
Q732489,50.44833,30.53750,50,UA
Q738619,47.86944,35.08611,33,UA
Q743881,44.74861,33.88194,41,UA
Q772781,45.34945,36.60455,28,UA
Q778912,44.61000,33.74139,12,UA
Q785544,49.96834,24.90056,24,UA
Q787448,50.45000,30.51111,16,UA
Q798615,50.83667,32.65556,18,UA
Q801139,49.83980,23.99452,19,UA
Q814897,49.83803,24.00444,9,UA
Q830054,50.45278,30.51444,64,UA
Q832656,48.62167,22.30669,16,UA
Q833536,49.84547,24.02700,9,UA
Q833593,46.48285,30.72389,8,UA
Q835932,50.43528,30.55750,14,UA
Q891038,49.84056,24.03111,11,UA
Q893599,51.48917,31.30694,16,UA
Q902605,51.30444,30.06472,28,UA
Q906661,45.33861,36.46806,27,UA
Q925650,48.53897,22.49752,6,UA
Q926255,46.94972,35.46944,21,UA
Q943794,49.94310,24.98350,27,UA
Q958769,50.44500,30.51250,39,UA
Q966924,50.44214,30.53264,15,UA
Q972731,46.79568,33.51879,6,UA
Q988400,44.59306,33.80139,35,UA
Q1013472,48.43151,22.68780,23,UA
Q1017178,44.74103,33.92447,35,UA
Q1018662,45.35360,29.69950,12,UA
Q1055311,44.46778,34.14361,44,UA
Q1076911,50.44722,30.52194,30,UA
Q1109403,48.15913,23.13168,5,UA
Q1130771,46.08333,34.33333,53,UA
Q1133013,50.46444,30.51972,36,UA
Q1165571,51.48903,31.30778,18,UA
Q1185735,48.94306,24.66861,11,UA
Q1188040,48.61667,23.68389,30,UA
Q1232436,44.59550,33.52330,12,UA
Q1276768,49.07333,26.20861,7,UA
Q1327066,50.25753,28.65746,7,UA
Q1344617,45.22889,28.73611,23,UA
Q1353643,44.43057,34.12851,38,UA
Q1397314,44.75103,33.86739,12,UA
Q1413595,46.48854,30.74199,34,UA
Q1417441,50.44494,30.50872,32,UA
Q1427503,50.44833,30.51306,39,UA
Q1428270,50.02972,33.05500,7,UA
Q1440653,50.44500,30.52861,44,UA
Q1457486,50.08056,36.26278,7,UA
Q1473716,50.73583,25.31861,17,UA
Q1515426,50.44898,30.52480,24,UA
Q1563733,50.44416,30.52608,6,UA
Q1571231,49.12167,24.73028,8,UA
Q1576016,49.83806,24.02694,16,UA
Q1603677,44.49547,34.16417,17,UA
Q1637393,48.62278,22.30222,18,UA
Q1737363,49.83572,24.03245,17,UA
Q1774485,49.83861,24.01306,34,UA
Q1778194,48.38139,35.13669,16,UA
Q166800,44.61222,33.49333,18,UA
Q167321,50.45889,30.51806,38,UA
Q184429,45.20000,29.50000,65,UA
Q187699,50.74051,25.31684,7,UA
Q242711,50.43222,30.56222,67,UA
Q258316,48.50190,22.84170,7,UA
Q265210,48.18740,22.77560,5,UA
Q287522,45.23660,36.41750,16,UA
Q348387,49.83943,24.03001,9,UA
Q537764,48.61000,26.28000,6,UA
Q561913,49.93306,36.44000,15,UA
Q575463,49.85180,24.03060,8,UA
Q578671,49.99056,36.22389,17,UA
Q582258,50.47028,30.51194,13,UA
Q598258,50.44170,30.51300,8,UA
Q616423,49.65000,26.22656,5,UA
Q618493,50.45139,30.52917,8,UA
Q619131,45.04342,36.23130,15,UA
Q633737,50.44854,30.52721,16,UA
Q638445,44.61135,33.49251,63,UA
Q654020,50.44560,30.52830,15,UA
Q669347,50.45043,30.53518,24,UA
Q680752,50.41667,30.56806,19,UA
Q700577,49.30833,28.49333,22,UA
Q708096,46.45194,33.88083,32,UA
Q2062717,44.96158,34.08228,11,UA
Q2062732,51.48714,31.30536,14,UA
Q2075617,46.17480,30.45850,9,UA
Q2080263,49.71400,24.59240,12,UA
Q2082248,51.49250,31.30080,13,UA
Q2084457,50.45833,30.51611,23,UA
Q2089104,50.46500,30.51333,6,UA
Q2093733,50.45330,30.52490,13,UA
Q2105249,50.44045,30.48904,30,UA
Q2153011,45.02253,35.40152,6,UA
Q2166147,45.64139,29.65861,23,UA
Q2254138,51.48747,31.29397,10,UA
Q2260183,50.43400,30.56140,11,UA
Q2263392,50.43483,30.55806,13,UA
Q2297522,48.76306,30.22250,37,UA
Q2299324,46.48318,30.73104,29,UA
Q2360763,45.35275,36.52206,11,UA
Q2375603,48.67333,26.56250,38,UA
Q2381859,49.99000,36.23083,19,UA
Q2387627,49.43654,27.41211,11,UA
Q2388888,51.50000,23.83333,19,UA
Q2390721,45.19583,33.37722,25,UA
Q2391603,44.60370,33.60742,11,UA
Q2392979,45.30000,28.66667,12,UA
Q2393904,49.83011,24.05814,7,UA
Q2411826,49.70190,24.19470,8,UA
Q2424081,49.81220,30.06720,8,UA
Q2425762,50.05440,23.96890,12,UA
Q2426185,44.96039,34.08949,11,UA
Q2457600,50.42686,30.56370,19,UA
Q2459274,50.45553,30.46473,22,UA
Q2465479,44.40444,33.78839,11,UA
Q2467624,50.43444,30.52778,17,UA
Q2467654,50.49111,30.53722,15,UA
Q2469034,50.45444,30.53000,17,UA
Q2471388,45.00051,35.06226,7,UA
Q2496198,44.49110,34.14160,11,UA
Q2502152,49.84221,24.03446,5,UA
Q2502803,50.46075,30.51466,13,UA
Q2511681,50.45333,30.52833,8,UA
Q2524402,50.43733,30.55500,18,UA
Q2560795,46.50163,35.35004,14,UA
Q2569500,50.34472,30.48786,15,UA
Q2577195,50.72333,25.80861,13,UA
Q2592613,49.84167,24.03194,41,UA
Q4068363,45.29583,35.47833,17,UA
Q4069735,48.67361,26.56889,6,UA
Q4069751,45.02067,35.39039,5,UA
Q4075960,44.81005,34.00447,5,UA
Q2619452,46.85556,31.09944,19,UA
Q2621094,44.94278,34.12056,20,UA
Q2622438,50.45986,30.51514,20,UA
Q2628708,44.41978,34.05552,30,UA
Q2629344,49.44625,24.94496,9,UA
Q2642379,50.46222,30.51750,11,UA
Q2651567,46.60000,29.96667,11,UA
Q2657970,50.45917,30.52694,9,UA
Q2658050,50.41954,25.74808,15,UA
Q2660180,50.48309,30.47177,11,UA
Q2660193,50.43471,30.55524,13,UA
Q2687273,50.44694,30.53194,6,UA
Q2790684,50.44720,30.53690,14,UA
Q2792158,44.74798,33.90796,23,UA
Q2942888,51.47740,31.28040,9,UA
Q2971093,49.80201,24.90624,17,UA
Q2992707,50.48514,30.54749,12,UA
Q2994456,50.44389,30.55139,12,UA
Q2994596,49.84278,24.03417,15,UA
Q3180376,50.73889,25.31528,5,UA
Q3274242,49.02139,25.80222,6,UA
Q3274638,50.11667,25.71667,5,UA
Q3289858,48.01030,37.80920,5,UA
Q3394393,50.44694,30.53972,9,UA
Q3395138,50.46161,30.51873,5,UA
Q3395155,50.45722,30.52125,5,UA
Q3398464,50.46306,30.51639,12,UA
Q3398600,50.46547,30.51467,6,UA
Q3398646,50.44709,30.50530,5,UA
Q3398995,50.43953,30.50080,6,UA
Q3399821,50.44318,30.53148,5,UA
Q3399851,50.44000,30.50075,7,UA
Q3399859,50.46003,30.51603,6,UA
Q3399866,50.45306,30.53139,8,UA
Q3399876,50.44667,30.53000,5,UA
Q3400145,50.44303,30.53122,5,UA
Q3400214,50.43392,30.56114,6,UA
Q3406766,50.43915,30.55320,14,UA
Q3406864,50.43199,30.56225,5,UA
Q3406869,50.43270,30.56310,5,UA
Q3646479,50.46531,30.51760,8,UA
Q3700546,49.83694,24.04278,8,UA
Q3849748,44.51722,34.20278,14,UA
Q3890729,44.71534,33.93080,9,UA
Q3906629,45.02191,35.39183,15,UA
Q3917633,50.44954,30.52538,23,UA
Q4059785,45.13310,36.42670,5,UA
Q4081677,45.10944,34.62167,15,UA
Q4081707,50.38350,30.21667,9,UA
Q4125896,50.45218,30.51228,5,UA
Q4129197,51.14979,34.30908,6,UA
Q4132552,49.84156,24.03719,6,UA
Q4096565,46.48117,30.74302,11,UA
Q4100615,49.05970,25.39140,7,UA
Q4104845,50.84806,24.32222,5,UA
Q4104846,51.31539,28.79972,6,UA
Q4135566,45.02204,35.40010,7,UA
Q4135567,44.84155,34.95785,26,UA
Q4139142,46.47143,30.74245,6,UA
Q4139905,49.83982,24.03573,5,UA
Q4141970,50.42361,26.78417,10,UA
Q4143781,48.45250,24.23333,10,UA
Q4144866,50.44830,30.51310,5,UA
Q4155880,49.89917,25.73861,9,UA
Q4155883,49.84255,24.02933,6,UA
Q4155906,49.83652,24.04534,5,UA
Q4155955,49.84480,24.03610,5,UA
Q4155971,44.48690,34.15789,6,UA
Q4158993,50.36701,26.23648,5,UA
Q4163215,48.46806,35.04250,6,UA
Q4163238,48.45583,35.06389,14,UA
Q4163719,49.54450,22.78510,5,UA
Q4165230,50.93433,34.82923,5,UA
Q4165554,50.44361,30.52778,12,UA
Q4165616,49.84116,24.02141,9,UA
Q4172238,44.42944,34.09444,13,UA
Q4173050,45.19000,33.36778,5,UA
Q4178404,48.55167,26.48472,7,UA
Q4181050,50.05690,23.97260,10,UA
Q4183539,50.66687,24.60950,5,UA
Q4186903,47.83778,35.13833,5,UA
Q4192626,49.70656,36.37114,5,UA
Q4193351,48.90750,25.33830,6,UA
Q4217970,44.69583,33.88472,6,UA
Q4219316,44.60856,33.52143,5,UA
Q4219317,44.94539,34.10358,5,UA
Q4219325,49.98611,36.23597,6,UA
Q4219730,45.31496,36.47975,7,UA
Q4220101,50.43025,30.50442,6,UA
Q4220207,50.44639,30.52111,14,UA
Q4220222,50.46550,30.51813,6,UA
Q4224815,50.45542,30.52056,5,UA
Q4228282,48.67222,26.57351,6,UA
Q4228449,50.45601,30.52948,10,UA
Q4233747,49.84270,24.03480,5,UA
Q4235756,49.84690,24.03080,6,UA
Q4235757,49.84500,24.03020,5,UA
Q4235766,50.51682,24.09136,5,UA
Q4235768,49.83440,24.03170,5,UA
Q4235774,51.22810,24.04220,5,UA
Q4235778,49.84230,24.04560,5,UA
Q4199698,51.47780,31.28423,5,UA
Q4210299,45.51667,32.71278,8,UA
Q4211418,47.47917,34.42333,5,UA
Q4212501,48.14111,23.05139,5,UA
Q4238477,49.70583,32.04722,5,UA
Q4240405,49.59560,34.57706,8,UA
Q4242197,50.33639,26.81778,11,UA
Q4242963,44.94887,34.09549,7,UA
Q4247387,44.49265,34.16401,7,UA
Q4250608,44.71097,33.91956,5,UA
Q4254121,46.48505,30.74350,5,UA
Q4271056,49.84184,24.03133,13,UA
Q4272547,50.45096,30.52294,11,UA
Q4289312,45.36301,36.47033,5,UA
Q4290218,48.46048,35.06860,5,UA
Q4299085,48.26305,38.88110,8,UA
Q4301548,49.83990,24.04300,5,UA
Q4301555,49.84260,24.01720,6,UA
Q4304739,47.82028,35.07472,5,UA
Q4306518,49.84105,24.02714,7,UA
Q4308001,44.53030,33.69950,6,UA
Q4314838,45.03233,35.38277,13,UA
Q4314964,50.37779,30.47960,10,UA
Q4320429,46.97285,31.97285,15,UA
Q4320534,51.04822,31.88683,6,UA
Q4277474,47.83500,35.05083,5,UA
Q4288773,50.30722,26.48972,5,UA
Q4350408,46.15222,33.70150,9,UA
Q4350413,46.14733,33.69106,6,UA
Q4331408,46.48563,30.74395,11,UA
Q4333119,50.45000,30.52806,11,UA
Q4343028,46.97809,31.98791,5,UA
Q4343088,50.45370,30.51695,12,UA
Q4343109,50.45635,30.52634,14,UA
Q4343120,50.03489,36.22119,7,UA
Q4343147,48.01381,37.80213,5,UA
Q4343188,48.02331,37.80519,5,UA
Q4343223,50.00491,36.23118,9,UA
Q4343321,46.48611,30.74356,6,UA
Q4343326,49.99469,36.23517,7,UA
Q4343328,51.48984,31.30902,5,UA
Q4343368,48.00890,37.80350,6,UA
Q4343376,50.00111,36.23417,6,UA
Q4343477,46.48812,30.74114,6,UA
Q4343485,48.02250,37.78222,6,UA
Q4343516,46.48409,30.73161,6,UA
Q4343539,46.47916,30.76134,6,UA
Q4343542,50.42915,30.56866,16,UA
Q4343564,48.02143,37.81394,5,UA
Q4343573,50.44389,30.54528,5,UA
Q4345217,50.44028,30.55083,6,UA
Q4345219,48.46972,35.03028,6,UA
Q4346578,46.48392,30.73316,6,UA
Q4369378,44.60500,33.52194,6,UA
Q4369380,49.99169,36.22885,21,UA
Q4370824,49.61785,34.50248,7,UA
Q4373143,49.84278,24.03556,6,UA
Q4390628,49.95833,23.65000,10,UA
Q4408178,44.55288,33.58340,9,UA
Q4409143,47.92194,38.74028,23,UA
Q4410694,48.15889,24.21611,6,UA
Q4411367,48.67750,26.56528,6,UA
Q4411424,44.63628,33.55838,6,UA
Q4411438,49.23317,28.47543,5,UA
Q4411465,48.46294,35.04544,13,UA
Q4411673,50.38392,24.23255,6,UA
Q4419916,44.95729,34.09149,9,UA
Q4421467,49.41670,25.96670,5,UA
Q4423856,50.01167,36.23417,20,UA
Q4425958,49.35028,23.50556,5,UA
Q4451517,50.36315,25.71612,8,UA
Q4452231,45.34694,32.49417,6,UA
Q4453322,48.02138,37.81567,6,UA
Q4453817,45.19951,33.38100,5,UA
Q4456095,49.55333,25.58750,8,UA
Q4439835,47.09778,37.54722,10,UA
Q4440428,49.75778,27.22722,6,UA
Q4443941,50.31583,26.79278,9,UA
Q4461376,49.68389,30.63750,8,UA
Q4463558,48.62778,35.26377,14,UA
Q4463567,50.91722,34.81639,6,UA
Q4464702,51.67532,33.91194,5,UA
Q4469611,49.02333,22.60000,24,UA
Q4470388,48.57750,39.29500,5,UA
Q4470492,49.36891,35.45293,6,UA
Q4470581,50.45306,30.52694,13,UA
Q4478061,46.47705,30.73194,5,UA
Q4496255,50.00419,36.23631,5,UA
Q4496277,49.99244,36.23486,17,UA
Q4499862,49.35335,23.51134,11,UA
Q4500079,50.43028,26.85389,10,UA
Q4504154,49.83470,24.03680,5,UA
Q4504256,50.44492,30.54042,5,UA
Q4504314,44.94878,34.09513,6,UA
Q4504342,50.01611,36.24694,6,UA
Q4504385,50.44528,30.52083,8,UA
Q4504808,49.55306,25.59167,15,UA
Q4505075,49.22605,28.47023,5,UA
Q4505078,49.84740,24.02898,6,UA
Q4505088,49.84483,24.06639,5,UA
Q4505162,44.50100,34.16470,8,UA
Q4505914,49.83560,24.02380,6,UA
Q4507609,49.84060,24.03060,5,UA
Q4508631,44.63083,33.83083,5,UA
Q4513538,51.48917,31.30611,7,UA
Q4513543,51.48715,31.28743,5,UA
Q4514002,48.65920,26.28190,6,UA
Q4522268,49.84483,24.06639,12,UA
Q4527028,44.55296,33.58321,5,UA
Q4528563,50.46778,30.50361,6,UA
Q4535415,44.43250,34.08940,10,UA
Q4538777,50.44892,30.51306,5,UA
Q4800841,50.29960,34.89020,7,UA
Q4883317,44.61306,33.49194,9,UA
Q4905930,44.74867,33.88196,29,UA
Q5244000,49.64361,24.93250,9,UA
Q5764175,50.44453,30.52897,22,UA
Q6382405,44.94889,34.10694,18,UA
Q6403227,48.48306,31.94889,13,UA
Q6426679,44.54994,33.95964,11,UA
Q6432174,50.61667,27.15750,6,UA
Q6668620,44.49449,33.59955,5,UA
Q12073066,46.97672,31.99017,5,UA
Q12074215,45.02073,34.75942,5,UA
Q12074238,45.28528,36.29222,5,UA
Q12074698,50.44033,30.53108,6,UA
Q12078603,44.61020,33.49220,6,UA
Q12088118,51.47700,31.28072,6,UA
Q12088288,50.32917,26.51972,6,UA
Q12090095,49.23497,28.46966,7,UA
Q12090158,49.55100,25.58301,9,UA
Q12080324,44.61246,33.49035,6,UA
Q12083755,51.47889,31.28444,7,UA
Q12085207,49.16390,25.70560,6,UA
Q12085263,51.33640,32.87800,5,UA
Q12085271,51.50226,31.32547,6,UA
Q12085299,49.58350,34.56144,10,UA
Q9187387,50.20861,23.55082,11,UA
Q9199533,44.59561,33.73214,5,UA
Q9304348,49.06240,25.39480,9,UA
Q9338988,50.84722,24.32167,6,UA
Q9338995,49.79307,30.11516,5,UA
Q9349016,46.47978,30.74200,9,UA
Q9349556,46.63234,32.60693,6,UA
Q9349821,48.51000,32.26667,5,UA
Q9350069,48.34571,25.95622,7,UA
Q9375242,49.23381,28.46572,6,UA
Q11689408,45.37397,36.52608,12,UA
Q11689669,48.91547,23.10893,12,UA
Q11733995,49.84200,24.03330,5,UA
Q11735537,44.59030,34.35680,5,UA
Q11737321,46.48040,30.73923,11,UA
Q11739755,49.06974,26.20458,5,UA
Q11743725,48.17021,23.15999,5,UA
Q11745597,49.89769,28.57488,5,UA
Q11797062,48.53890,26.41500,5,UA
Q11814726,46.49069,30.73500,5,UA
Q11870767,46.47611,30.73806,5,UA
Q11912975,48.52500,22.87472,8,UA
Q12113498,49.89918,28.98397,9,UA
Q12113517,49.93938,24.98410,5,UA
Q12113523,48.62360,22.29947,5,UA
Q12113525,48.17389,23.29389,5,UA
Q12113527,49.89333,28.58853,5,UA
Q12113529,44.60136,33.52281,5,UA
Q12114818,44.94472,34.09694,6,UA
Q12093387,49.23927,28.51095,11,UA
Q12093437,48.92270,24.71190,5,UA
Q12093439,48.28878,25.93893,5,UA
Q12093441,48.66870,25.50584,5,UA
Q12097186,48.60622,22.33701,10,UA
Q12105858,47.79580,35.18810,10,UA
Q12106195,48.92190,24.71250,5,UA
Q12110395,50.74580,26.01310,6,UA
Q12111066,51.22170,24.71190,7,UA
Q6896284,44.75186,33.86541,12,UA
Q6979546,45.76667,29.98333,6,UA
Q7116539,45.03230,35.09455,22,UA
Q7241406,50.44456,30.52887,12,UA
Q7599046,46.51194,32.15111,6,UA
Q7861533,45.35080,36.46860,10,UA
Q7899209,45.46667,35.86667,12,UA
Q12097435,49.84060,24.02690,6,UA
Q12099623,44.54189,34.28181,5,UA
Q12100452,50.62474,30.41992,11,UA
Q12103023,44.74667,33.88250,5,UA
Q12103024,44.74917,33.84806,9,UA
Q12103025,44.74757,33.90822,5,UA
Q12141168,48.62270,24.55500,6,UA
Q12141707,50.43539,30.48386,7,UA
Q12141710,49.17682,26.93212,5,UA
Q12124340,49.94444,25.32361,5,UA
Q12129191,49.03389,28.11194,7,UA
Q12130514,44.49194,34.16194,9,UA
Q12130618,48.29217,25.93169,6,UA
Q12132920,50.44330,30.51578,13,UA
Q12132925,48.52883,25.03764,17,UA
Q12134059,50.59780,27.59310,5,UA
Q12115573,47.93842,24.10958,5,UA
Q12119954,48.57847,39.29912,5,UA
Q12120558,50.46761,30.49194,5,UA
Q12137531,48.68000,28.87000,5,UA
Q12137563,49.98255,35.75824,5,UA
Q12138389,50.44408,30.51306,5,UA
Q12138394,49.06446,33.41128,5,UA
Q12138411,49.55667,25.58806,5,UA
Q12138485,51.02180,31.88473,5,UA
Q12138898,50.46364,30.63633,5,UA
Q12138938,50.44167,30.51306,5,UA
Q12138950,50.45225,30.53424,5,UA
Q12143966,49.22380,37.29150,6,UA
Q12143967,45.67627,28.61431,7,UA
Q12145919,49.52921,26.14082,5,UA
Q12145941,49.92694,24.97083,6,UA
Q12167794,50.05580,23.97060,5,UA
Q12168493,45.35140,36.47580,11,UA
Q12168494,44.87528,35.10056,5,UA
Q12168504,46.84875,33.44089,7,UA
Q12168562,49.55333,25.59472,8,UA
Q12168566,50.38417,24.23389,6,UA
Q12168573,49.41020,24.60290,9,UA
Q12168608,45.02153,35.38781,5,UA
Q12168623,49.85747,24.01236,5,UA
Q12168633,45.02375,35.37956,5,UA
Q12168656,48.98400,22.85460,17,UA
Q12168663,49.13367,24.69437,7,UA
Q12168665,45.02194,35.40392,5,UA
Q12152780,49.33970,25.61820,5,UA
Q12152782,49.25255,26.24751,7,UA
Q12153119,48.85690,26.19920,6,UA
Q12153723,48.83136,37.55983,6,UA
Q12154138,46.97111,31.99056,5,UA
Q12154144,48.28772,25.93680,6,UA
Q12157440,49.38242,28.70657,5,UA
Q12158301,48.25510,24.34470,13,UA
Q12158785,45.02194,35.39000,6,UA
Q12164545,48.73310,30.20420,6,UA
Q16694090,49.79743,30.11895,7,UA
Q16694982,51.49333,31.28882,5,UA
Q16695467,49.28028,38.89611,5,UA
Q16697761,50.45289,30.51531,12,UA
Q12169883,48.80000,25.41670,6,UA
Q12170025,48.30000,25.93330,6,UA
Q12170034,48.29176,25.93085,7,UA
Q12170035,48.29180,25.93430,5,UA
Q12170051,51.49037,31.29845,6,UA
Q12172491,44.59135,33.77182,5,UA
Q12173405,48.95720,25.44030,6,UA
Q13383575,46.51976,30.68940,5,UA
Q13537132,50.05528,23.98194,14,UA
Q14094846,46.46972,30.73970,5,UA
Q14551363,46.67697,29.97081,6,UA
Q14633682,46.65136,29.96292,6,UA
Q14667578,50.06670,25.15000,10,UA
Q14753174,48.49864,25.01133,8,UA
Q15041608,46.48500,30.74100,30,UA
Q15627303,45.00071,35.06252,5,UA
Q15641473,50.45042,30.52959,10,UA
Q15708613,48.30139,25.93028,11,UA
Q15805047,50.59537,27.63337,8,UA
Q16601900,46.63444,32.60611,5,UA
Q16675808,50.28539,28.59935,6,UA
Q16675822,51.37846,28.36034,5,UA
Q16699011,44.88139,34.21222,7,UA
