qid,lat,lon,sitelinks,iso
Q477892,49.44669,3.40771,10,FR
Q507020,42.69389,2.89556,10,FR
Q568385,45.44103,4.38456,11,FR
Q569075,48.86520,2.33982,10,FR
Q623422,43.51667,5.31278,10,FR
Q628375,42.92111,2.05500,12,FR
Q628753,48.46972,7.40972,11,FR
Q608423,43.69544,7.27255,11,FR
Q609842,48.86903,2.35667,10,FR
Q613060,45.26794,1.77125,10,FR
Q571330,48.57833,7.74833,10,FR
Q589336,48.84417,2.34361,12,FR
Q638089,47.38278,0.66056,12,FR
Q640806,48.88722,2.17139,10,FR
Q644431,45.18510,5.74150,10,FR
Q648068,48.07830,7.35656,11,FR
Q691375,48.86282,2.34283,11,FR
Q692839,48.85314,2.34370,12,FR
Q654569,47.13306,-0.15500,12,FR
Q656302,48.86583,2.35500,10,FR
Q657892,47.64750,0.15889,11,FR
Q661723,48.58194,7.74972,12,FR
Q672917,47.99111,0.24194,12,FR
Q724929,48.35360,-1.20944,11,FR
Q736211,48.73847,1.36361,11,FR
Q780028,47.38650,0.55350,10,FR
Q783437,48.83111,-3.48556,12,FR
Q837153,48.76380,5.59270,10,FR
Q739028,48.68500,-3.98639,12,FR
Q740045,48.58208,7.75778,10,FR
Q740250,43.80660,4.65503,12,FR
Q745084,47.79119,1.06903,12,FR
Q747306,48.66833,-2.28444,12,FR
Q753011,49.11785,6.18560,12,FR
Q769365,47.25306,1.14111,12,FR
Q769842,48.85084,2.32293,11,FR
Q770459,45.78069,3.08944,10,FR
Q776244,46.74524,2.46138,10,FR
Q884743,50.82861,2.18361,11,FR
Q790408,44.32250,4.41194,10,FR
Q801067,48.96758,8.18276,10,FR
Q801179,49.10980,6.17750,12,FR
Q810101,43.09722,-0.05361,12,FR
Q839251,48.85391,2.32799,10,FR
Q840662,48.71861,4.94889,10,FR
Q841839,49.14750,2.68611,11,FR
Q845532,49.58889,-1.24333,10,FR
Q847490,4.93972,-52.33167,10,FR
Q915291,49.04620,2.11680,12,FR
Q924757,45.91628,-0.96069,11,FR
Q931888,48.81054,2.13666,11,FR
Q950048,46.23667,3.42861,10,FR
Q958671,48.07251,7.34657,12,FR
Q968431,43.53270,5.27150,11,FR
Q976038,47.46889,-0.27639,10,FR
Q981723,43.73389,3.54948,12,FR
Q995023,43.70763,3.55734,10,FR
Q998451,48.95528,4.35778,11,FR
Q1020145,48.66000,-1.51278,10,FR
Q1032662,48.02750,2.72222,12,FR
Q1064995,44.83111,-0.56111,11,FR
Q1083336,45.89935,6.12547,10,FR
Q1010703,42.89056,2.74694,10,FR
Q1010879,42.95306,2.36694,10,FR
Q1011361,45.65756,0.97930,12,FR
Q1011390,47.08667,-1.28083,12,FR
Q1012864,44.69910,-0.38170,11,FR
Q1013050,46.43722,0.12778,11,FR
Q1013167,45.57833,2.94528,12,FR
Q1013196,44.21833,1.97333,12,FR
Q1013993,49.70194,4.94944,12,FR
Q1014245,43.00222,2.55667,11,FR
Q1090706,46.87250,6.37420,10,FR
Q1090986,49.59638,0.67649,12,FR
Q1092097,48.90944,2.29667,12,FR
Q1093108,48.86337,2.36753,10,FR
Q1094302,48.88972,2.39389,11,FR
Q1094822,47.39710,0.69360,10,FR
Q1099066,47.21361,-1.56222,10,FR
Q1131080,48.83694,2.34028,12,FR
Q1162474,41.38620,9.15559,10,FR
Q1165428,45.50720,0.29278,10,FR
Q1189865,46.35306,6.73111,11,FR
Q1190649,48.88556,2.10333,10,FR
Q1425162,48.55083,-1.75583,11,FR
Q1232844,43.06944,1.35472,12,FR
Q1243526,49.26061,4.02994,11,FR
Q1249452,43.51250,3.88361,12,FR
Q1275971,46.44983,4.12176,10,FR
Q1310277,46.37400,-0.06750,10,FR
Q1318314,46.66819,2.54972,11,FR
Q1384443,48.95763,4.36360,10,FR
Q1410336,45.52417,4.87306,12,FR
Q1329745,43.65778,6.92472,10,FR
Q1349239,43.69922,1.82186,12,FR
Q1457391,48.84109,2.35601,11,FR
Q1460090,43.59935,1.43904,10,FR
Q1462683,47.24778,0.14806,12,FR
Q1473446,49.07500,1.53556,11,FR
Q1476044,48.88949,2.22739,11,FR
Q1498170,48.87556,2.35444,11,FR
Q1504491,48.58639,7.75972,12,FR
Q1445889,48.84240,2.32806,12,FR
Q1451798,47.95236,-2.54750,12,FR
Q1517348,47.21750,4.64000,10,FR
Q1518981,44.91056,1.14250,12,FR
Q1521577,-22.25639,166.48167,12,FR
Q1534869,48.58556,7.74639,11,FR
Q1536316,49.00000,0.00000,11,FR
Q1537232,48.82864,2.32703,10,FR
Q1537302,45.04557,3.88478,12,FR
Q1547865,48.70500,1.98806,10,FR
Q1548414,46.85111,1.07000,11,FR
Q1550337,48.84722,2.26944,11,FR
Q1567455,48.87112,2.35528,10,FR
Q1573266,48.88667,2.25472,11,FR
Q1575733,48.87333,2.34714,12,FR
Q1579344,48.77444,2.30000,12,FR
Q1581390,48.07722,7.35833,11,FR
Q1581988,48.85896,2.35779,10,FR
Q1753191,44.05434,5.04752,10,FR
Q1763848,44.05417,5.04778,10,FR
Q1619084,43.30430,5.39450,11,FR
Q1629670,48.86288,2.35008,11,FR
Q1629790,48.86611,2.36052,12,FR
Q1639005,48.63889,-4.56694,10,FR
Q1640215,48.88960,2.16330,10,FR
Q1643777,42.83944,2.75500,12,FR
Q1650661,48.40778,-1.75389,10,FR
Q1658766,43.70056,-0.26222,12,FR
Q1675088,50.74722,2.25278,10,FR
Q1709616,48.85127,2.35757,11,FR
Q1780440,43.73194,3.31722,10,FR
Q1787326,47.44778,1.34361,11,FR
Q1789926,50.63583,3.13278,12,FR
Q1799101,48.83250,2.29694,12,FR
Q1809044,48.42223,-5.13386,10,FR
Q1809766,43.75992,7.46333,10,FR
Q1736164,45.75750,5.68917,10,FR
Q1736177,43.70833,-1.05306,12,FR
Q1741383,50.20139,1.62694,10,FR
Q1815574,44.63222,0.87250,11,FR
Q1973935,42.60156,2.59522,10,FR
Q1859459,44.67917,-0.54417,12,FR
Q1860484,43.99780,5.90800,11,FR
Q1861419,50.05056,2.68583,12,FR
Q1867341,47.66528,-2.75250,10,FR
Q1876295,47.38972,0.69361,11,FR
Q1906882,43.29417,5.35806,10,FR
Q1908789,43.36347,5.32146,10,FR
Q1935662,47.80042,3.57305,11,FR
Q1957702,48.84545,2.36033,11,FR
Q1989567,49.16113,1.33000,10,FR
Q1992203,43.83991,4.34865,12,FR
Q2031679,49.83970,3.29716,10,FR
Q2032139,47.41500,-0.74389,12,FR
Q2059518,48.86678,2.32308,11,FR
Q2087872,48.44831,1.48113,11,FR
Q2095479,47.32528,-1.33389,10,FR
Q2107701,49.44420,0.96450,10,FR
Q2371597,48.78778,-3.23083,10,FR
Q2248639,50.13417,1.94861,11,FR
Q2259452,45.89750,6.12611,12,FR
Q2260256,48.91750,2.36167,10,FR
Q2274963,43.18420,3.00374,10,FR
Q2288767,49.09120,1.47842,10,FR
Q2289209,50.71553,1.61008,10,FR
Q2206135,44.53812,1.01432,11,FR
Q2212725,48.58278,7.74000,12,FR
Q2229624,47.67700,6.61425,10,FR
Q2234305,48.83250,2.28611,11,FR
Q2404549,47.39520,0.69490,10,FR
Q2407691,48.86750,2.30083,12,FR
Q2379572,48.86744,2.32551,11,FR
Q2385461,49.57062,3.62421,11,FR
Q2394458,48.93300,2.04000,12,FR
Q2315459,45.74333,-0.64139,11,FR
Q2326583,48.78000,2.28111,10,FR
Q2340684,48.80806,2.10833,11,FR
Q2341704,48.75444,2.30083,12,FR
Q2350639,48.07667,7.35833,10,FR
Q2351952,49.47222,0.46472,11,FR
Q2417255,45.14861,1.13917,11,FR
Q2418225,48.12444,-1.21528,12,FR
Q2422009,48.85639,2.27500,12,FR
Q2450180,45.72784,4.07814,11,FR
Q2486045,47.63862,6.86362,10,FR
Q2501434,50.04944,1.41694,11,FR
Q2524370,43.54944,7.02722,12,FR
Q2561189,43.31389,3.46917,12,FR
Q2718147,44.83490,-0.52600,10,FR
Q2748765,47.63328,6.85396,11,FR
Q2762145,46.15278,-1.14556,10,FR
Q2762952,43.33278,-0.43333,12,FR
Q2767199,45.19250,6.65833,10,FR
Q2820502,42.99583,2.25528,10,FR
Q2716513,48.58194,7.75139,11,FR
Q2603171,46.93754,5.87615,11,FR
Q2612482,48.88306,2.34333,11,FR
Q2634315,43.52556,5.45278,11,FR
Q2669368,48.85083,2.34333,10,FR
Q2690409,48.90833,2.31028,10,FR
Q2700205,45.86393,6.20350,12,FR
Q2706740,44.38889,2.33611,10,FR
Q2711343,48.85180,2.33029,11,FR
Q2839983,50.96133,1.85368,10,FR
Q2893718,48.76194,2.30417,10,FR
Q2886911,46.85863,2.32245,11,FR
Q2886913,50.72611,1.61500,10,FR
Q2886937,49.42160,1.12300,11,FR
Q2886966,48.97709,4.47041,11,FR
Q2887039,48.11180,-1.68177,11,FR
Q2887149,48.63167,6.30389,12,FR
Q2942457,44.48194,4.69056,11,FR
Q2942460,48.85471,2.33100,10,FR
Q2942470,43.87611,5.39694,12,FR
Q2942477,48.89083,2.19611,10,FR
Q2942499,43.47444,0.91056,10,FR
Q2942776,-20.87720,55.44870,10,FR
Q2942882,48.06806,-0.77361,10,FR
Q2942927,48.86660,2.29860,11,FR
Q2941439,42.70056,2.89389,10,FR
Q2942253,43.58111,7.12833,12,FR
Q2942276,43.83833,4.36056,11,FR
Q2942283,45.19250,5.73222,10,FR
Q2942293,49.15952,5.38234,12,FR
Q2942295,49.48694,0.10833,10,FR
Q2942307,43.11417,1.60889,10,FR
Q2942331,45.56528,5.92306,11,FR
Q2942368,-22.27278,166.44444,10,FR
Q2942375,43.00167,1.13750,10,FR
Q2942394,49.05056,2.09722,11,FR
Q2942431,43.95789,0.37278,11,FR
Q2942436,45.03344,3.09510,10,FR
Q2968265,49.10167,2.13306,10,FR
Q2970742,47.51278,-2.72944,11,FR
Q2968843,48.06030,2.16417,10,FR
Q2970121,48.26556,2.69694,10,FR
Q2982896,48.85468,2.32511,11,FR
Q2971472,43.74444,4.79694,10,FR
Q2972491,48.87181,2.21801,11,FR
Q3010543,48.77028,2.31000,10,FR
Q3053741,48.86197,2.34047,11,FR
Q3076255,48.84106,2.33681,10,FR
Q3076281,48.85750,2.34727,10,FR
Q3096443,48.07639,-0.76083,11,FR
Q3097931,44.92806,4.89278,11,FR
Q3078387,42.88639,-0.56278,10,FR
Q3085786,43.29333,5.37583,11,FR
Q3145188,48.84028,2.31111,10,FR
Q3100546,43.61430,3.87170,10,FR
Q3107385,43.71341,7.26260,11,FR
Q3107709,49.89050,2.29530,11,FR
Q3113539,48.65222,-2.03333,10,FR
Q3115133,43.28694,5.37722,11,FR
Q3117102,44.46955,4.77136,11,FR
Q3162686,44.93993,1.31518,12,FR
Q3206723,48.21880,4.88318,10,FR
Q3301847,43.77640,4.83099,10,FR
Q3324915,-12.78980,45.10650,11,FR
Q3278824,48.85190,2.26530,12,FR
Q3320413,46.19798,5.23621,11,FR
Q3360877,47.08470,2.39405,10,FR
Q3361047,43.92920,2.14306,10,FR
Q3361199,45.25627,5.02851,10,FR
Q3333162,48.85167,2.35250,10,FR
Q3396772,43.93120,2.14456,12,FR
Q3396781,43.33933,3.20817,10,FR
Q3406130,42.69236,9.45167,10,FR
Q3517516,45.52550,4.87420,12,FR
Q3523856,47.99934,-0.71696,11,FR
Q3527525,48.87528,2.33111,11,FR
Q3558769,48.84686,2.17704,10,FR
Q3580780,43.60560,1.44291,11,FR
Q3580202,48.67670,6.19944,10,FR
Q4819026,49.07069,2.17151,12,FR
Q20650612,47.05806,4.86444,11,FR
Q22988051,44.88894,1.21664,11,FR
Q89272148,43.70250,4.72139,10,FR
Q16890,47.04389,5.15028,40,FR
Q17430,-20.89000,55.51639,31,FR
Q21807,48.66139,7.47528,45,FR
Q1980,45.72377,4.83225,39,FR
Q4055,47.58550,1.33095,41,FR
Q28785,48.88665,2.34295,59,FR
Q70256,47.74028,-2.21250,41,FR
Q71028,47.33972,-2.87917,45,FR
Q92089,45.99964,-1.21393,33,FR
Q106934,49.89457,2.30210,57,FR
Q113389,47.25901,0.46579,32,FR
Q120274,48.31500,-4.54694,45,FR
Q138101,48.85639,2.34556,43,FR
Q143463,43.95080,4.80750,46,FR
Q150039,48.01806,7.52833,56,FR
Q167863,48.86083,2.29750,36,FR
Q174250,45.33330,6.83333,33,FR
Q184407,48.93556,2.35972,60,FR
Q188856,48.84620,2.34611,60,FR
Q188977,48.85500,2.31250,57,FR
Q189764,43.94730,4.53550,59,FR
Q193193,48.85537,2.34503,57,FR
Q193215,47.32500,1.07060,46,FR
Q194373,45.52667,2.11778,42,FR
Q199234,45.58632,-1.17333,32,FR
Q201428,48.40222,2.70056,56,FR
Q201698,-46.38000,51.67000,60,FR
Q202445,49.28833,-0.11639,58,FR
Q202494,43.61111,1.41833,56,FR
Q205367,47.61611,1.51722,55,FR
Q206823,49.25389,4.03417,60,FR
Q207985,47.08222,2.39917,51,FR
Q212964,48.59083,-2.54806,45,FR
Q212987,48.76639,2.40778,53,FR
Q214654,48.84864,2.34356,58,FR
Q216357,48.89280,2.23583,51,FR
Q217452,47.46639,3.74833,40,FR
Q217925,48.85613,2.29803,56,FR
Q218151,43.53333,4.50000,50,FR
Q220301,46.43405,4.65922,51,FR
Q265332,47.44417,5.59139,43,FR
Q273480,48.85250,2.30361,31,FR
Q273523,48.84111,2.58778,60,FR
Q328773,48.40917,-2.32222,37,FR
Q329852,48.84833,2.33750,53,FR
Q329948,48.86333,2.33694,51,FR
Q330375,48.87417,2.34500,39,FR
Q330564,48.87000,2.32444,47,FR
Q283254,47.18139,0.05167,32,FR
Q284444,43.95327,4.80542,38,FR
Q295844,48.85100,2.33492,37,FR
Q334186,48.85389,2.33444,38,FR
Q335277,48.85750,2.34167,45,FR
Q374096,44.38812,4.41614,59,FR
Q386547,44.82917,-0.59806,34,FR
Q389269,43.20644,2.36379,38,FR
Q389908,47.41372,0.98600,38,FR
Q390418,48.86361,2.31361,45,FR
Q392564,48.84194,2.35500,47,FR
Q426064,48.69361,6.18333,33,FR
Q457318,48.86611,2.31250,51,FR
Q464918,47.63966,4.38933,39,FR
Q467459,43.56056,4.08500,45,FR
Q476446,44.85583,6.26361,33,FR
Q476516,49.44020,1.09500,52,FR
Q477613,47.34051,0.51448,31,FR
Q495468,48.39167,-3.85361,44,FR
Q499751,43.73389,3.54972,42,FR
Q508362,43.72744,7.29907,31,FR
Q513300,49.43250,2.08139,37,FR
Q578771,49.25306,4.03444,32,FR
Q585947,49.56430,3.62500,33,FR
Q607372,45.77200,2.96240,42,FR
Q622500,43.27986,5.32514,39,FR
Q632117,42.90528,0.35889,38,FR
Q638250,47.70451,6.62057,39,FR
Q638423,48.85194,2.37056,42,FR
Q640887,50.30222,3.91806,40,FR
Q640968,48.85639,2.35222,38,FR
Q649055,47.03278,5.77778,34,FR
Q651190,43.43667,5.21500,44,FR
Q656054,48.86797,2.32889,37,FR
Q663673,48.84278,2.43583,41,FR
Q673400,-17.51667,-149.81667,47,FR
Q674590,43.51222,-0.44333,37,FR
Q676539,45.64889,5.18417,38,FR
Q677659,43.83819,4.35611,42,FR
Q726531,48.86583,2.30306,31,FR
Q730948,48.84389,2.35972,35,FR
Q734017,48.84222,2.36583,34,FR
Q738657,46.56611,0.86361,39,FR
Q738719,48.96000,2.43500,39,FR
Q739976,48.56583,2.71415,41,FR
Q744172,43.27333,6.52167,37,FR
Q745460,48.58189,7.75106,51,FR
Q745942,48.88111,2.35528,47,FR
Q746647,48.88778,2.33028,42,FR
Q747506,48.87694,2.32444,36,FR
Q747541,48.84472,2.37361,40,FR
Q810700,48.86306,2.37083,43,FR
Q754502,48.93145,2.24961,42,FR
Q757180,48.87694,2.35917,39,FR
Q818517,48.86389,2.32611,48,FR
Q820892,48.86603,2.31456,47,FR
Q833781,50.28250,2.75889,35,FR
Q833850,47.59333,-3.07972,37,FR
Q835966,47.53917,4.50056,33,FR
Q860172,48.84722,2.36667,38,FR
Q860994,48.86528,2.29389,35,FR
Q898629,48.85556,2.36556,40,FR
Q912192,48.85444,2.32083,33,FR
Q915451,48.87028,2.32833,32,FR
Q939883,48.83700,2.36500,33,FR
Q958961,44.13575,4.80889,39,FR
Q981382,47.74194,-0.96833,35,FR
Q1011112,48.63444,-2.10889,41,FR
Q1025285,50.61861,1.64083,48,FR
Q1068336,50.07889,3.89556,41,FR
Q1075988,48.86103,2.33589,38,FR
Q1094338,48.89556,2.38806,38,FR
Q1135822,47.21000,0.99944,36,FR
Q1166224,49.47556,0.63889,37,FR
Q1172767,49.48917,0.57111,32,FR
Q1189955,48.94715,2.43491,35,FR
Q1222934,48.08306,0.51000,35,FR
Q1323323,42.81583,0.32278,38,FR
Q1329141,48.85833,2.33778,36,FR
Q1330981,-20.41194,164.56639,33,FR
Q1338207,48.86333,2.34500,34,FR
Q1368807,44.20000,3.40000,33,FR
Q1414059,48.87940,2.30923,38,FR
Q1423005,47.21843,-1.55017,36,FR
Q1503331,48.86548,2.32113,31,FR
Q1520841,48.89806,2.09639,35,FR
Q1535247,48.86408,2.29713,34,FR
Q1774129,46.56477,0.86597,35,FR
Q13360213,48.86234,2.28807,34,FR
Q243,48.85830,2.29448,190,FR
Q46772,-49.25000,69.16667,79,FR
Q48958,48.88722,2.26750,90,FR
Q64436,48.87378,2.29504,85,FR
Q311,48.86111,2.39417,70,FR
Q647,48.11417,-1.68083,141,FR
Q2946,48.80472,2.12028,108,FR
Q2981,48.85300,2.34980,125,FR
Q93351,46.12694,3.42583,97,FR
Q99236,44.08028,3.02250,74,FR
Q172125,45.05377,1.17096,69,FR
Q172455,48.83528,2.24139,96,FR
Q172697,-8.90000,-139.60000,86,FR
Q178065,48.86064,2.35224,63,FR
Q180274,48.44778,1.48778,73,FR
Q187483,49.27436,-0.70029,64,FR
Q187840,48.87194,2.33167,62,FR
Q188190,48.87028,2.31639,66,FR
Q189503,48.86563,2.32124,62,FR
Q1143049,47.21560,0.06220,100,FR
Q41841,31.00655,121.24166,7,CN
Q268327,34.69634,110.30007,7,CN
Q390335,30.18722,115.93667,7,CN
Q491836,37.79276,83.81988,7,CN
Q776883,32.39189,119.42810,7,CN
Q793368,39.06796,112.95270,7,CN
Q807043,32.41111,104.53000,7,CN
Q822195,40.04417,117.39667,7,CN
Q834417,29.69167,111.65556,7,CN
Q864894,25.05504,102.71035,7,CN
Q53272,30.19517,120.13456,7,CN
Q180947,31.37116,96.50311,7,CN
Q188354,40.21600,114.66395,7,CN
Q197497,30.70811,104.10347,7,CN
Q653217,29.56250,106.57778,7,CN
Q709753,44.13056,129.14167,7,CN
Q749896,36.30293,111.80879,7,CN
Q750107,29.01782,91.67977,7,CN
Q986628,32.06851,119.00074,7,CN
Q1514893,34.69072,100.65497,7,CN
Q1540709,30.67671,104.04444,7,CN
Q1574080,34.51306,113.28667,7,CN
Q1167293,35.05594,118.34117,7,CN
Q1302478,24.85779,102.52330,7,CN
Q1329558,34.45917,113.06778,7,CN
Q1339059,31.63414,99.98297,7,CN
Q1716800,36.27444,105.98528,7,CN
Q1736445,30.14417,120.21833,7,CN
Q2133750,37.34907,80.15915,7,CN
Q2151127,22.28520,114.14700,7,CN
Q2187048,23.17496,112.55244,7,CN
Q2276797,34.12500,108.88778,7,CN
Q2360268,39.74306,115.90167,7,CN
Q2384843,31.21910,121.46150,7,CN
Q2431144,37.73723,112.37870,7,CN
Q2494098,32.02240,118.78000,7,CN
Q2891719,22.27770,114.13600,7,CN
Q3081382,23.03184,113.10847,7,CN
Q3215751,32.40405,119.42079,7,CN
Q3372384,31.31831,120.63453,7,CN
Q4587786,22.19220,113.53827,7,CN
Q4752928,42.68154,129.20876,7,CN
Q3582336,22.19727,113.54522,7,CN
Q4857451,30.83367,104.15807,7,CN
Q5071736,43.86138,125.28638,7,CN
Q5470101,22.29550,114.17000,7,CN
Q5208368,29.49667,120.89556,7,CN
Q6348546,39.24583,115.98278,7,CN
Q6503119,22.26420,114.23600,7,CN
Q6759727,22.18736,113.53261,7,CN
Q10281190,30.66639,104.05944,7,CN
Q10881330,24.81210,113.30890,7,CN
Q10886470,31.09630,121.18850,7,CN
Q10934230,36.27859,115.14833,7,CN
Q10940602,29.80667,121.79083,7,CN
Q10941058,37.86324,112.55405,7,CN
Q11065031,38.74933,113.06514,7,CN
Q11045316,32.21274,119.43213,7,CN
Q11052488,26.39111,110.75194,7,CN
Q11089165,39.00904,113.58986,7,CN
Q11151508,27.81190,106.81700,7,CN
Q11177237,23.08930,113.42029,7,CN
Q13395933,31.33121,118.35707,7,CN
Q14543190,30.51931,106.63165,7,CN
Q15897387,37.78167,112.43806,7,CN
Q15926456,22.19422,113.54122,7,CN
Q15216026,22.15390,113.56000,7,CN
Q15955540,38.28147,106.23589,7,CN
Q17029168,40.24670,96.20270,7,CN
Q17478716,23.09825,113.22178,7,CN
Q17498633,29.60000,118.98300,7,CN
Q19825547,31.19153,121.43017,7,CN
Q21042913,31.27611,120.58028,7,CN
Q108672109,42.11377,83.05473,7,CN
Q23161,31.22497,121.45198,8,CN
Q23804,31.24634,121.48548,9,CN
Q746736,39.94501,116.41373,8,CN
Q601022,29.19373,91.77181,9,CN
Q614916,34.43990,107.90500,9,CN
Q700376,39.85082,116.21990,8,CN
Q341718,39.87685,116.38623,9,CN
Q414476,29.51961,116.03719,9,CN
Q203132,34.74528,113.68306,8,CN
Q814645,35.09504,112.93649,8,CN
Q826705,23.66519,116.65150,8,CN
Q830297,41.54278,121.24250,9,CN
Q838415,22.27866,114.15742,9,CN
Q846635,44.06385,89.20901,9,CN
Q848793,34.63000,110.92000,8,CN
Q852038,39.28871,115.37882,8,CN
Q855173,31.28917,120.61194,8,CN
Q856381,28.61000,121.82000,8,CN
Q856430,22.28200,114.15100,9,CN
Q986382,23.10852,113.23739,9,CN
Q1013774,34.50350,113.02060,9,CN
Q1049614,30.50363,117.04930,8,CN
Q1053649,38.14230,114.56957,8,CN
Q1062077,34.43417,108.87907,8,CN
Q1069870,39.93420,116.15860,8,CN
Q1069942,30.64831,104.04703,8,CN
Q1070056,36.73580,117.35415,8,CN
Q1074187,45.77640,126.66500,8,CN
Q1179294,40.79877,111.64792,8,CN
Q1507370,38.14417,114.57639,9,CN
Q1518088,31.31444,120.62194,9,CN
Q1544107,40.00500,116.20111,9,CN
Q1552743,25.42833,118.98500,8,CN
Q1563554,38.93000,100.45417,9,CN
Q1595391,22.27944,114.15972,8,CN
Q1688891,34.38071,109.20785,9,CN
Q1361047,39.91042,116.38861,9,CN
Q1392042,39.94010,116.15330,9,CN
Q1413164,37.70832,112.43579,9,CN
Q1445125,38.82402,121.26117,8,CN
Q1493369,27.86355,99.70434,8,CN
Q1494610,31.58258,120.26631,9,CN
Q1736231,29.87704,121.55628,9,CN
Q1808418,31.80657,98.58046,8,CN
Q1817167,29.98778,122.38247,8,CN
Q1877576,24.95324,118.67524,8,CN
Q1909323,31.21970,121.48300,9,CN
Q1937908,37.82999,120.75073,8,CN
Q2200748,22.19400,113.53941,8,CN
Q2227338,21.97639,106.71222,9,CN
Q2341637,35.28305,116.34249,8,CN
Q2416831,24.44310,118.09161,9,CN
Q2436168,39.89139,116.35806,9,CN
Q2441688,39.94277,116.42007,9,CN
Q2459376,31.15983,120.71612,9,CN
Q2460195,27.17518,103.60443,8,CN
Q2501664,32.06052,118.86208,9,CN
Q2546519,23.66580,116.64400,9,CN
Q2582044,31.23056,121.49028,8,CN
Q2598114,36.53354,114.15491,8,CN
Q2918607,22.19845,113.85128,8,CN
Q3107990,35.70100,114.99590,8,CN
Q3272047,22.21583,113.54917,9,CN
Q3320500,22.19250,113.53778,9,CN
Q3335815,28.03810,120.67300,8,CN
Q4920688,26.88761,100.23328,9,CN
Q5034282,24.77361,118.52972,8,CN
Q5072829,32.03523,118.76912,9,CN
Q4570262,22.20030,113.54000,8,CN
Q4578286,39.93016,116.33990,9,CN
Q3517501,25.64110,119.25800,8,CN
Q3581457,31.21680,121.50010,8,CN
Q3886845,30.33306,120.23889,8,CN
Q4150024,40.70833,111.67667,8,CN
Q4353771,34.75200,113.66600,9,CN
Q5364678,39.30617,115.56328,9,CN
Q5370929,34.21912,108.95946,8,CN
Q5511006,26.08259,119.29577,8,CN
Q5522381,31.31525,120.60472,9,CN
Q5600169,31.29655,120.62152,8,CN
Q5924742,30.24218,120.16426,8,CN
Q6706523,22.18694,113.53514,8,CN
Q6730196,22.19896,113.53945,8,CN
Q6757684,22.18856,113.53436,9,CN
Q6925405,31.31317,120.60890,8,CN
Q5976633,41.78824,123.44656,8,CN
Q6112670,28.52972,118.56528,9,CN
Q6202297,30.22950,120.14900,9,CN
Q6435044,22.30450,114.17400,8,CN
Q10296347,31.19395,121.43303,9,CN
Q9373800,23.14070,113.26000,8,CN
Q10563872,29.56446,106.55029,8,CN
Q10887280,40.10070,113.97817,8,CN
Q10917975,34.58399,105.71490,9,CN
Q10924038,22.15354,113.55880,8,CN
Q11076639,31.07620,121.14580,8,CN
Q11174479,40.11620,124.38930,8,CN
Q11151771,26.05775,119.39084,8,CN
Q15929191,26.07486,119.27121,8,CN
Q15938510,29.45556,104.42889,9,CN
Q18713883,25.23245,100.30649,8,CN
Q21017683,31.80563,98.58361,8,CN
Q20064097,38.74372,106.02172,8,CN
Q24036336,38.56154,110.30744,9,CN
Q48928978,22.20189,100.01454,9,CN
Q39358573,34.44226,113.55621,8,CN
Q4008,30.00361,117.98167,36,CN
Q4010,29.90444,117.98750,34,CN
Q4107,32.74076,103.83108,42,CN
Q4111,33.20000,103.90000,56,CN
Q4187,29.34556,110.46667,54,CN
Q38432,25.99200,105.66600,33,CN
Q41135,40.25333,116.21750,46,CN
Q651278,29.71333,105.70694,44,CN
Q273834,34.55556,112.46972,51,CN
Q284226,36.99417,113.92778,40,CN
Q285141,39.90222,116.42111,31,CN
Q308805,40.10972,113.12222,49,CN
Q464904,36.12250,114.31861,47,CN
Q471765,42.35802,116.18516,48,CN
Q499552,39.68896,115.92483,45,CN
Q500061,37.19889,112.17667,45,CN
Q525486,22.14945,113.59139,33,CN
Q571033,49.21534,119.75097,46,CN
Q575035,27.89500,98.40639,43,CN
Q603256,39.88444,116.35806,34,CN
Q629902,30.83333,103.00000,34,CN
Q83973,39.90735,116.39122,44,CN
Q112568,34.48333,110.08333,37,CN
Q120314,39.08139,113.56694,48,CN
Q134927,29.51972,103.33250,54,CN
Q197889,39.91139,116.38056,38,CN
Q207692,27.71667,117.68333,54,CN
Q241937,29.67671,91.04699,31,CN
Q852429,41.79583,123.45000,39,CN
Q853364,24.92330,110.35440,33,CN
Q867537,29.65234,91.09532,35,CN
Q873358,28.95194,118.05194,46,CN
Q877609,34.41609,113.04242,47,CN
Q910180,34.38167,109.25389,37,CN
Q939033,40.39972,102.00028,36,CN
Q718001,24.65870,116.97500,36,CN
Q734499,39.92361,116.39056,31,CN
Q735914,29.65306,91.13222,40,CN
Q798826,40.35428,116.00649,35,CN
Q817164,31.01667,112.65000,38,CN
Q820842,34.26339,108.93666,40,CN
Q824157,31.00925,103.60442,37,CN
Q1025339,24.44750,118.06194,40,CN
Q1046818,40.98750,117.93750,39,CN
Q1047061,34.21977,108.95933,38,CN
Q1048381,40.00916,119.75357,42,CN
Q1144337,31.32667,120.62556,37,CN
Q1790760,35.15000,91.00000,31,CN
Q1551411,22.19747,113.54086,31,CN
Q1276887,39.65956,113.70836,32,CN
Q1325825,39.47227,75.98411,32,CN
Q11605230,23.11719,102.73770,39,CN
Q54326,57.70889,11.97333,20,SE
Q59482,59.32889,18.11833,19,SE
Q59505,67.84667,20.62139,5,SE
Q76290,59.37786,13.49944,8,SE
Q116603,57.88536,14.02107,12,SE
Q120275,57.47994,18.39081,7,SE
Q121951,63.55000,19.87639,6,SE
Q138131,57.99847,14.89514,6,SE
