qid,tier,lat,lon,radius_km,iso
Q23641876,ich_national,40.98094,-0.14700,60,ES
Q23641877,ich_national,40.85533,-0.63188,60,ES
Q23642570,ich_national,38.86124,-3.88382,60,ES
Q23642671,ich_national,39.40667,-3.12500,60,ES
Q23647847,ich_national,39.76000,-3.16667,60,ES
Q23647844,ich_national,38.91960,-1.72637,60,ES
Q23647850,ich_national,40.63333,-3.16667,60,ES
Q23647851,ich_national,39.59583,-3.04694,60,ES
Q23647854,ich_national,39.96667,-4.83333,60,ES
Q23647855,ich_national,40.00861,-3.01022,60,ES
Q23647857,ich_national,39.21792,-3.60747,60,ES
Q23647860,ich_national,41.08472,-3.00222,60,ES
Q23647866,ich_national,40.14750,-2.68889,60,ES
Q23647864,ich_national,40.00861,-3.01022,60,ES
Q23648119,ich_national,39.68000,-0.27833,60,ES
Q23648123,ich_national,40.13972,-5.88056,60,ES
Q23648126,ich_national,41.59751,-4.12279,60,ES
Q23648134,ich_national,39.68000,-0.27833,60,ES
Q23650029,ich_national,38.04194,-1.49056,60,ES
Q23650034,ich_national,38.32081,-6.77303,60,ES
Q23650033,ich_national,38.87789,-6.97061,60,ES
Q23650037,ich_national,38.71583,-0.65722,60,ES
Q23650256,ich_national,38.03924,-4.05056,60,ES
Q23650267,ich_national,28.36667,-16.51667,60,ES
Q23650264,ich_national,28.60494,-17.77705,60,ES
Q23650270,ich_national,38.78917,0.16306,60,ES
Q23650275,ich_national,39.85190,-0.48955,60,ES
Q23650273,ich_national,38.82222,-0.60722,60,ES
Q23650279,ich_national,27.88333,-15.43333,60,ES
Q23650276,ich_national,37.98333,-1.13028,60,ES
Q23650280,ich_national,38.24861,-0.80889,60,ES
Q23653026,ich_national,38.96667,-0.18222,60,ES
Q23653034,ich_national,38.74419,-0.44003,60,ES
Q23653039,ich_national,39.20256,-0.31116,60,ES
Q23653037,ich_national,38.91417,-0.54944,60,ES
Q23653040,ich_national,38.65139,-0.12278,60,ES
Q23653347,ich_national,43.38318,-4.40027,60,ES
Q23653344,ich_national,43.44139,-3.45750,60,ES
Q23653349,ich_national,43.35056,-4.04917,60,ES
Q23657062,ich_national,42.49735,-1.21568,60,ES
Q23657061,ich_national,40.34361,-1.10722,60,ES
Q23657066,ich_national,42.03654,0.12718,60,ES
Q23657067,ich_national,41.92032,-1.25472,60,ES
Q23657064,ich_national,41.28898,-1.51806,60,ES
Q23657071,ich_national,42.55000,-0.55000,60,ES
Q23657075,ich_national,41.83482,-1.53375,60,ES
Q23657079,ich_national,41.32667,-1.71222,60,ES
Q23657082,ich_national,41.90000,0.18333,60,ES
Q23657080,ich_national,41.29162,-1.96179,60,ES
Q23657086,ich_national,41.11319,-1.41695,60,ES
Q23657090,ich_national,41.86667,0.43333,60,ES
Q23657094,ich_national,41.48896,-0.52602,60,ES
Q23657092,ich_national,41.86917,-1.31611,60,ES
Q23657102,ich_national,41.23667,-0.03957,60,ES
Q23657110,ich_national,42.19056,0.33833,60,ES
Q23657108,ich_national,41.25152,-1.70525,60,ES
Q23657119,ich_national,41.12696,-1.27601,60,ES
Q23657116,ich_national,40.92000,-1.30083,60,ES
Q23657122,ich_national,42.03654,0.12718,60,ES
Q23657123,ich_national,41.79340,-0.15741,60,ES
Q23657120,ich_national,42.41722,0.13750,60,ES
Q23657130,ich_national,41.40194,-1.16778,60,ES
Q23657133,ich_national,42.04417,-0.58056,60,ES
Q23657137,ich_national,41.33736,-1.22491,60,ES
Q23657142,ich_national,41.94667,-1.69417,60,ES
Q23657153,ich_national,41.83577,-1.76082,60,ES
Q23657159,ich_national,41.90000,0.18333,60,ES
Q23657156,ich_national,41.71556,-0.04361,60,ES
Q23660942,ich_national,37.68333,-1.70000,60,ES
Q23660970,ich_national,42.41667,-6.98306,60,ES
Q23660973,ich_national,42.29807,-8.65894,60,ES
Q23660979,ich_national,42.79490,-8.56210,60,ES
Q23660997,ich_national,42.27080,-7.65083,60,ES
Q23661019,ich_national,42.17944,-7.11111,60,ES
Q23661091,ich_national,42.30944,-7.23333,60,ES
Q23661130,ich_national,42.63396,-8.56256,60,ES
Q23661143,ich_national,43.66969,-7.40954,60,ES
Q23661249,ich_national,43.48444,-8.23278,60,ES
Q23661265,ich_national,42.23583,-8.72667,60,ES
Q23661280,ich_national,42.32488,-8.78593,60,ES
Q23661299,ich_national,42.33864,-8.57272,60,ES
Q23661316,ich_national,42.90861,-9.26278,60,ES
Q23661324,ich_national,43.13000,-9.18500,60,ES
Q23661374,ich_national,42.46181,-7.58703,60,ES
Q23661379,ich_national,42.28821,-8.14313,60,ES
Q23661376,ich_national,42.04806,-8.64444,60,ES
Q23661377,ich_national,42.11229,-8.31239,60,ES
Q23661382,ich_national,43.34806,-7.19250,60,ES
Q23661386,ich_national,42.33556,-7.86406,60,ES
Q23661388,ich_national,43.00002,-8.37995,60,ES
Q23661400,ich_national,42.91457,-8.01361,60,ES
Q23661415,ich_national,42.47583,-7.27167,60,ES
Q23661429,ich_national,42.15083,-7.95667,60,ES
Q23661446,ich_national,42.68917,-8.48722,60,ES
Q23661451,ich_national,42.79508,-8.16827,60,ES
Q23661448,ich_national,42.38877,-8.50225,60,ES
Q23661454,ich_national,42.03056,-7.97528,60,ES
Q23661462,ich_national,43.01167,-7.55722,60,ES
Q23661460,ich_national,43.42642,-8.24434,60,ES
Q23661467,ich_national,43.29836,-8.82462,60,ES
Q23661464,ich_national,42.21377,-8.63121,60,ES
Q23661470,ich_national,43.24287,-8.90052,60,ES
Q23661468,ich_national,43.67889,-7.59472,60,ES
Q23661475,ich_national,41.90164,-8.87540,60,ES
Q23661472,ich_national,43.59667,-7.56861,60,ES
Q23661482,ich_national,43.11000,-9.03444,60,ES
Q23661480,ich_national,43.24861,-8.58333,60,ES
Q23661491,ich_national,42.51439,-8.81384,60,ES
Q23661495,ich_national,42.22621,-8.75346,60,ES
Q23661493,ich_national,42.77444,-9.05750,60,ES
Q23661499,ich_national,43.45022,-7.85311,60,ES
Q23661501,ich_national,43.55218,-8.14028,60,ES
Q23661507,ich_national,42.25028,-8.13306,60,ES
Q23661509,ich_national,43.29836,-8.82462,60,ES
Q23661514,ich_national,42.73902,-8.66025,60,ES
Q23661515,ich_national,43.53444,-7.23972,60,ES
Q23661518,ich_national,43.53722,-7.04306,60,ES
Q23661516,ich_national,43.19026,-7.91652,60,ES
Q23661523,ich_national,41.88528,-7.47250,60,ES
Q23661521,ich_national,43.18980,-8.91421,60,ES
Q23661526,ich_national,42.58889,-7.19528,60,ES
Q23661524,ich_national,42.90472,-8.36222,60,ES
Q23661528,ich_national,41.89212,-8.87081,60,ES
Q23661534,ich_national,43.34731,-8.27690,60,ES
Q23661532,ich_national,43.56887,-7.25504,60,ES
Q23661542,ich_national,42.21278,-8.27444,60,ES
Q23661547,ich_national,42.26418,-8.78199,60,ES
Q23661553,ich_national,43.21972,-9.00500,60,ES
Q23661565,ich_national,43.66969,-7.40954,60,ES
Q23661574,ich_national,43.21333,-7.29417,60,ES
Q23661580,ich_national,42.68927,-8.64813,60,ES
Q23661584,ich_national,42.65000,-8.88333,60,ES
Q23661590,ich_national,43.50000,-8.15853,60,ES
Q23661605,ich_national,42.21278,-8.27444,60,ES
Q23661615,ich_national,42.26419,-8.78199,60,ES
Q23661618,ich_national,43.24861,-8.58333,60,ES
Q23661622,ich_national,42.60000,-8.93333,60,ES
Q23661624,ich_national,42.08306,-7.83222,60,ES
Q23661630,ich_national,43.43157,-7.34928,60,ES
Q23661628,ich_national,42.39278,-8.69889,60,ES
Q23661629,ich_national,43.47111,-7.29944,60,ES
Q23661634,ich_national,42.79178,-7.83549,60,ES
Q23661632,ich_national,41.97417,-7.28250,60,ES
Q23661636,ich_national,42.33556,-7.86406,60,ES
Q23661642,ich_national,42.68927,-8.64813,60,ES
Q23661640,ich_national,42.30725,-8.73754,60,ES
Q23661645,ich_national,43.13444,-7.68972,60,ES
Q23661989,ich_national,40.09860,-5.68056,60,ES
Q23661995,ich_national,39.89278,-5.54028,60,ES
Q23661992,ich_national,38.68306,-6.40917,60,ES
Q23661997,ich_national,40.12250,-5.49444,60,ES
Q23662002,ich_national,39.48403,-6.58458,60,ES
Q23662000,ich_national,38.86373,-5.61735,60,ES
Q23662005,ich_national,38.24667,-6.30917,60,ES
Q23662014,ich_national,39.41326,-7.24359,60,ES
Q23662018,ich_national,38.71613,-6.82395,60,ES
Q23662017,ich_national,38.24667,-6.30917,60,ES
Q23662023,ich_national,39.36028,-7.13694,60,ES
Q23662020,ich_national,38.81972,-5.11250,60,ES
Q23662027,ich_national,39.21917,-7.00111,60,ES
Q23662025,ich_national,39.98194,-6.53722,60,ES
Q23662032,ich_national,40.02750,-6.09083,60,ES
Q23662038,ich_national,40.30389,-6.33139,60,ES
Q23662036,ich_national,38.64972,-5.65694,60,ES
Q23662044,ich_national,38.56134,-6.33924,60,ES
Q23662055,ich_national,38.08750,-6.27444,60,ES
Q23662063,ich_national,38.11993,-6.52902,60,ES
Q23660892,ich_national,37.83631,-0.78856,60,ES
Q23660893,ich_national,37.98333,-1.13028,60,ES
Q23660916,ich_national,37.80366,-0.83428,60,ES
Q23660927,ich_national,38.47917,-1.32500,60,ES
Q23660931,ich_national,38.17917,-1.37611,60,ES
Q23660928,ich_national,37.74361,-0.84972,60,ES
Q23660934,ich_national,38.17892,-1.12326,60,ES
Q23660940,ich_national,38.23111,-1.69778,60,ES
Q6711801,ich_national,41.61403,0.63206,60,ES
Q6925816,ich_national,53.11628,-7.32410,60,IE
Q7367969,ich_national,-7.24628,112.73777,60,ID
Q7401479,ich_national,42.68333,-2.93333,60,ES
Q7418601,ich_national,-7.24628,112.73777,60,ID
Q7884112,ich_national,37.60194,-0.98417,60,ES
Q3463486,ich_national,50.84667,4.35250,60,BE
Q3478355,ich_national,42.01667,-4.53333,60,ES
Q3847604,ich_national,35.06811,136.70621,60,JP
Q3869424,ich_national,-1.00000,100.50000,60,ID
Q3900039,ich_national,40.13056,-5.46389,60,ES
Q3986817,ich_national,43.63890,-8.10944,60,ES
Q4163493,ich_national,38.12250,-0.87972,60,ES
Q4202016,ich_national,-7.24628,112.73777,60,ID
Q4203530,ich_national,-6.92185,107.60708,60,ID
Q4205452,ich_national,-6.88833,109.67528,60,ID
Q4575290,ich_national,68.52770,16.76797,60,NO
Q4585014,ich_national,-6.17528,106.82694,60,ID
Q4667966,ich_national,5.20000,-3.73333,60,CI
Q4701224,ich_national,39.71847,140.11319,60,JP
Q4715215,ich_national,36.14014,-5.45742,60,ES
Q4748563,ich_national,-2.98333,104.76444,60,ID
Q4803469,ich_national,-0.29889,101.27083,60,ID
Q4848804,ich_national,28.68417,-17.76500,60,ES
Q4886497,ich_national,39.46528,-5.87889,60,ES
Q4895460,ich_national,41.11750,1.25280,60,ES
Q4896555,ich_national,40.11778,-5.84861,60,ES
Q4920553,ich_national,-6.40503,106.81731,60,ID
Q5018042,ich_national,1.25000,124.83333,60,ID
Q5121286,ich_national,41.90444,-1.72417,60,ES
Q5247038,ich_national,-8.35639,115.07194,60,ID
Q23657175,ich_national,43.32167,-3.96056,60,ES
Q23657172,ich_national,43.38583,-3.41167,60,ES
Q23657178,ich_national,43.46667,-3.80000,60,ES
Q23657181,ich_national,43.14432,-4.53663,60,ES
Q23657187,ich_national,43.46639,-3.89389,60,ES
Q23657184,ich_national,43.46667,-3.80000,60,ES
Q23657189,ich_national,43.25889,-3.46389,60,ES
Q23657194,ich_national,43.12861,-4.78667,60,ES
Q23657197,ich_national,43.34417,-4.14750,60,ES
Q23657201,ich_national,43.46667,-3.80000,60,ES
Q23657207,ich_national,43.42833,-4.04361,60,ES
Q23657204,ich_national,43.40667,-3.86583,60,ES
Q23657210,ich_national,43.19389,-4.05667,60,ES
Q23657211,ich_national,43.46667,-3.80000,60,ES
Q23657218,ich_national,43.24481,-3.26125,60,ES
Q23657216,ich_national,43.40558,-3.90115,60,ES
Q23657221,ich_national,43.14556,-4.81000,60,ES
Q23657226,ich_national,43.23639,-4.54889,60,ES
Q23657227,ich_national,43.46667,-3.80000,60,ES
Q23657224,ich_national,43.21833,-3.80556,60,ES
Q23657229,ich_national,43.16194,-4.60972,60,ES
Q23657235,ich_national,43.29500,-3.81917,60,ES
Q23657232,ich_national,43.37500,-4.51472,60,ES
Q23657239,ich_national,43.34472,-3.41444,60,ES
Q23657237,ich_national,43.25861,-4.24500,60,ES
Q23657243,ich_national,43.36278,-3.96861,60,ES
Q23657246,ich_national,43.15417,-4.04083,60,ES
Q23657244,ich_national,43.13556,-4.57500,60,ES
Q23657249,ich_national,43.44139,-3.45750,60,ES
Q23657252,ich_national,43.15361,-4.62333,60,ES
Q23657256,ich_national,43.34472,-3.41444,60,ES
Q23657262,ich_national,43.30667,-4.10528,60,ES
Q23657266,ich_national,43.41444,-3.41000,60,ES
Q23657267,ich_national,43.30806,-3.42472,60,ES
Q23657265,ich_national,43.00194,-4.13778,60,ES
Q23657271,ich_national,43.38444,-3.21500,60,ES
Q23657269,ich_national,43.30750,-4.23250,60,ES
Q23657272,ich_national,43.33694,-4.17639,60,ES
Q23657351,ich_national,43.18894,-5.16206,60,ES
Q23657354,ich_national,43.48133,-5.43346,60,ES
Q23657352,ich_national,43.24504,-5.07313,60,ES
Q23657359,ich_national,43.41094,-6.16079,60,ES
Q23657357,ich_national,43.39402,-5.70671,60,ES
Q23657362,ich_national,43.35822,-5.50568,60,ES
Q23657360,ich_national,43.52771,-7.03010,60,ES
Q23657367,ich_national,43.55861,-6.07167,60,ES
Q23657364,ich_national,43.41168,-4.73484,60,ES
Q23657370,ich_national,43.58903,-5.76560,60,ES
Q23657369,ich_national,43.40469,-6.54354,60,ES
Q23657395,ich_national,43.17620,-6.54886,60,ES
Q23657396,ich_national,43.42112,-4.75308,60,ES
Q23657397,ich_national,43.30951,-6.49215,60,ES
Q23657444,ich_national,43.56920,-6.94370,60,ES
Q23657644,ich_national,43.61655,-5.78813,60,ES
Q23657661,ich_national,43.58903,-5.76560,60,ES
Q23657667,ich_national,43.54196,-5.41948,60,ES
Q23657664,ich_national,43.54562,-6.21846,60,ES
Q23657669,ich_national,43.30951,-6.49215,60,ES
Q23657673,ich_national,43.41530,-5.57488,60,ES
Q23657679,ich_national,43.54544,-6.53997,60,ES
Q23657676,ich_national,43.54586,-5.39952,60,ES
Q23657687,ich_national,43.39499,-5.39930,60,ES
Q23657684,ich_national,43.18236,-5.34402,60,ES
Q23657695,ich_national,43.52931,-5.67732,60,ES
Q23657702,ich_national,43.30514,-5.69445,60,ES
Q23657711,ich_national,43.34785,-5.36472,60,ES
Q23657708,ich_national,43.42112,-4.75308,60,ES
Q23657717,ich_national,43.48133,-5.43346,60,ES
Q23657723,ich_national,43.17620,-6.54886,60,ES
Q23657727,ich_national,43.33583,-4.96694,60,ES
Q23657808,ich_national,43.40469,-6.54354,60,ES
Q23658015,ich_national,43.28330,-5.60000,60,ES
Q23660863,ich_national,38.02535,-1.12623,60,ES
Q23660861,ich_national,37.79992,-0.80082,60,ES
Q23660864,ich_national,38.18639,-1.89056,60,ES
Q23660865,ich_national,38.61000,-1.11447,60,ES
Q23660870,ich_national,37.97222,-1.20944,60,ES
Q23660869,ich_national,37.83631,-0.78856,60,ES
Q23660875,ich_national,37.61907,-0.87551,60,ES
Q23660872,ich_national,37.85139,-1.42639,60,ES
Q23660873,ich_national,38.23111,-1.69778,60,ES
Q23660878,ich_national,37.77100,-1.50016,60,ES
Q23660879,ich_national,37.98333,-1.13028,60,ES
Q23660876,ich_national,38.20306,-1.40028,60,ES
Q23660882,ich_national,37.97222,-1.20944,60,ES
Q23660880,ich_national,38.20722,-1.04139,60,ES
Q23660886,ich_national,37.85139,-1.42639,60,ES
Q23660887,ich_national,38.61000,-1.11447,60,ES
Q23660884,ich_national,38.20722,-1.04139,60,ES
Q23660889,ich_national,38.06158,-1.04909,60,ES
Q23660895,ich_national,38.18639,-1.89056,60,ES
Q114556714,ich_national,36.46614,-6.20139,60,ES
Q115485268,ich_national,53.48353,12.42992,60,DE
Q116270171,ich_national,39.41326,-7.24359,60,ES
Q116446473,ich_national,47.97144,-66.94164,60,CA
Q23662074,ich_national,39.45230,-5.32724,60,ES
Q23662084,ich_national,40.27389,-5.86583,60,ES
Q23662090,ich_national,40.12612,-5.66037,60,ES
Q23662106,ich_national,39.71917,-2.21972,60,ES
Q23662111,ich_national,39.23771,-3.42193,60,ES
Q23662117,ich_national,39.54556,-4.32806,60,ES
Q23662123,ich_national,40.94833,-3.08750,60,ES
Q23662121,ich_national,40.90556,-3.07056,60,ES
Q23662124,ich_national,40.54444,-2.95917,60,ES
Q23662131,ich_national,39.51806,-2.99806,60,ES
Q23662135,ich_national,40.23444,-4.19500,60,ES
Q23662136,ich_national,39.15778,-3.02083,60,ES
Q23662140,ich_national,39.61583,-3.33972,60,ES
Q23662146,ich_national,39.40000,-2.95000,60,ES
Q23662148,ich_national,38.78528,-4.13333,60,ES
Q23662149,ich_national,38.72662,-2.00196,60,ES
Q23662159,ich_national,38.68522,-4.11118,60,ES
Q23662157,ich_national,39.40389,-2.42944,60,ES
Q23662163,ich_national,38.51222,-1.70333,60,ES
Q23662167,ich_national,39.14611,-4.15333,60,ES
Q23662169,ich_national,38.69265,-2.69373,60,ES
Q23662174,ich_national,41.12917,-3.23333,60,ES
Q23662178,ich_national,40.84389,-1.88861,60,ES
Q23662182,ich_national,39.50029,-2.86818,60,ES
Q23662180,ich_national,40.04180,-1.64903,60,ES
Q23662186,ich_national,41.06917,-2.63917,60,ES
Q23662185,ich_national,40.76056,-2.86917,60,ES
Q23662190,ich_national,39.12472,-3.90250,60,ES
Q23662188,ich_national,39.44456,-1.74875,60,ES
Q23662199,ich_national,38.76639,-3.39972,60,ES
Q23662196,ich_national,38.71861,-4.16667,60,ES
Q23662203,ich_national,41.11222,-3.30194,60,ES
Q23662201,ich_national,40.76111,-2.20222,60,ES
Q23662207,ich_national,38.58362,-3.43635,60,ES
Q23662215,ich_national,40.56472,-3.26806,60,ES
Q23662212,ich_national,40.82722,-3.15528,60,ES
Q23662220,ich_national,39.94000,-4.01944,60,ES
Q23662221,ich_national,40.07167,-2.13500,60,ES
Q23662229,ich_national,39.94833,-1.36528,60,ES
Q23662234,ich_national,39.46194,-3.60639,60,ES
Q23662239,ich_national,40.43250,-1.92889,60,ES
Q23662236,ich_national,39.84206,-2.99705,60,ES
Q23662785,ich_national,38.96231,-0.58472,60,ES
Q23663217,ich_national,38.91528,-0.20444,60,ES
Q23663308,ich_national,39.45833,-0.46278,60,ES
Q23708896,ich_national,42.08306,-8.49806,60,ES
Q23710983,ich_national,42.70781,-7.04356,60,ES
Q23710981,ich_national,42.17694,-7.17111,60,ES
Q23710984,ich_national,41.94681,-7.44940,60,ES
Q23710985,ich_national,41.93567,-8.82510,60,ES
Q24026286,ich_national,46.63000,16.24762,60,SI
Q24389049,ich_national,50.84667,4.35167,60,BE
Q24864987,ich_national,38.26917,140.87056,60,JP
Q24940835,ich_national,40.34361,-1.10722,60,ES
Q25112794,ich_national,50.84674,4.35252,60,BE
Q25511382,ich_national,42.17476,-8.50398,60,ES
Q26963736,ich_national,48.03680,14.41780,60,AT
Q28157451,ich_national,42.58889,-7.19528,60,ES
Q28501441,ich_national,38.91583,-6.33333,60,ES
Q30939126,ich_national,-0.89628,-48.66307,60,BR
Q31074902,ich_national,42.24972,0.96917,60,ES
Q21596868,ich_national,38.34583,-0.76889,60,ES
Q21815353,ich_national,39.46556,-0.42667,60,ES
Q21980996,ich_national,39.96667,-4.83333,60,ES
Q21993627,ich_national,38.70389,-3.77639,60,ES
Q21996334,ich_national,51.69944,10.72222,60,DE
Q22123096,ich_national,40.60311,140.46383,60,JP
Q23046683,ich_national,38.24861,-0.80889,60,ES
Q23047569,ich_national,42.66114,-8.71493,60,ES
Q23199311,ich_national,39.86667,-4.03333,60,ES
Q23199332,ich_national,43.37386,-8.40003,60,ES
Q23199370,ich_national,40.03333,-3.60278,60,ES
Q23199390,ich_national,38.76583,-0.61278,60,ES
Q23199388,ich_national,41.94083,-7.43583,60,ES
Q23199623,ich_national,36.74829,-5.80631,60,ES
Q23199627,ich_national,37.38990,-1.94350,60,ES
Q23199628,ich_national,36.91500,-4.29361,60,ES
Q23199634,ich_national,37.69116,-4.48270,60,ES
Q23199635,ich_national,36.82323,-4.70201,60,ES
Q23199632,ich_national,37.61444,-4.32556,60,ES
Q23309268,ich_national,42.30333,-1.96472,60,ES
Q23309290,ich_national,42.47000,-2.44556,60,ES
Q23309296,ich_national,42.44194,-2.95250,60,ES
Q23309321,ich_national,42.17833,-1.74750,60,ES
Q23309364,ich_national,42.21194,-2.23583,60,ES
Q23309394,ich_national,42.44194,-2.95250,60,ES
Q23309463,ich_national,42.73679,-0.98677,60,ES
Q23309493,ich_national,42.66670,-2.01667,60,ES
Q23309506,ich_national,42.56509,-1.25318,60,ES
Q23309520,ich_national,42.89999,-2.16516,60,ES
Q23309540,ich_national,42.11472,-1.78667,60,ES
Q23309577,ich_national,42.24080,-1.76799,60,ES
Q23309614,ich_national,42.58332,-1.75976,60,ES
Q23309636,ich_national,42.92094,-1.96906,60,ES
Q23309655,ich_national,42.42417,-2.07833,60,ES
Q23309739,ich_national,42.54611,-6.59083,60,ES
Q23309754,ich_national,40.48917,-6.11111,60,ES
Q23309758,ich_national,41.30853,-4.91505,60,ES
Q23450140,ich_national,42.61540,-6.41697,60,ES
Q23452661,ich_national,40.13944,-3.42639,60,ES
Q23452764,ich_national,40.54694,-3.62583,60,ES
Q23452890,ich_national,40.57294,-4.15431,60,ES
Q23453142,ich_national,40.48047,-3.36942,60,ES
Q23453232,ich_national,40.45000,-3.48306,60,ES
Q23453288,ich_national,40.59361,-4.14278,60,ES
Q23453336,ich_national,40.22944,-3.43639,60,ES
Q23453449,ich_national,40.16889,-3.27611,60,ES
Q23453538,ich_national,40.25694,-3.23444,60,ES
Q23453636,ich_national,40.54333,-3.45722,60,ES
Q23453824,ich_national,40.33333,-3.86667,60,ES
Q23455515,ich_national,40.74389,-3.60083,60,ES
Q23455600,ich_national,40.35833,-3.90333,60,ES
Q23455822,ich_national,40.73500,-3.58139,60,ES
Q23458862,ich_national,40.33333,-3.86667,60,ES
Q23458921,ich_national,40.21444,-3.85833,60,ES
Q23458984,ich_national,40.59361,-4.14278,60,ES
Q23459134,ich_national,40.28472,-4.01361,60,ES
Q23459185,ich_national,40.57818,-4.09242,60,ES
Q23459249,ich_national,40.62161,-3.90913,60,ES
Q23459290,ich_national,40.33333,-3.86667,60,ES
Q23459345,ich_national,40.11806,-3.16028,60,ES
Q116456153,ich_national,47.31583,-70.14500,60,CA
Q116463177,ich_national,50.36889,30.16972,60,UA
Q116481823,ich_national,46.64742,-71.92753,60,CA
Q116481836,ich_national,47.47888,-70.33490,60,CA
Q116505449,ich_national,47.35099,-74.78705,60,CA
Q117050878,ich_national,54.18056,-7.23250,60,IE
Q117050881,ich_national,53.46912,-9.10685,60,IE
Q117744727,ich_national,40.94806,-4.11833,60,ES
Q118121401,ich_national,63.42687,10.39710,60,NO
Q118720013,ich_national,49.95000,11.58333,60,DE
Q118952843,ich_national,51.00000,4.50000,60,BE
Q118952846,ich_national,51.00000,4.50000,60,BE
Q118953341,ich_national,51.07610,4.09610,60,BE
Q118953346,ich_national,50.64111,4.66806,60,BE
Q118953344,ich_national,51.31120,3.13240,60,BE
Q118953353,ich_national,51.00000,3.75000,60,BE
Q119643235,ich_national,46.47747,30.73262,60,UA
Q119732692,ich_national,47.81224,13.77315,60,AT
Q45811363,ich_national,51.00000,4.50000,60,BE
Q47092271,ich_national,41.82636,-1.72357,60,ES
Q47092312,ich_national,41.73784,-1.10139,60,ES
Q47092322,ich_national,42.51083,-0.81000,60,ES
Q47092389,ich_national,41.28306,-1.61667,60,ES
Q47092614,ich_national,41.33333,-1.21667,60,ES
Q47092625,ich_national,41.71408,-0.99436,60,ES
Q47092656,ich_national,41.05611,-1.56111,60,ES
Q47092675,ich_national,40.82361,-0.19750,60,ES
Q48756613,ich_national,31.06194,-7.91611,60,MA
Q48863054,ich_national,41.28639,-7.78806,60,PT
Q54881502,ich_national,51.40215,4.76180,60,BE
Q56246996,ich_national,-3.36667,105.36667,60,ID
Q56249212,ich_national,-5.44083,105.25833,60,ID
Q56267362,ich_national,-17.51845,-54.73991,60,BR
Q56413631,ich_national,-3.70500,128.17000,60,ID
Q56551134,ich_national,52.00000,-72.00000,60,CA
Q57411123,ich_national,-1.00000,100.50000,60,ID
Q57603630,ich_national,50.90970,3.39190,60,BE
Q57909612,ich_national,43.19610,-4.01428,60,ES
Q57909827,ich_national,43.35250,-3.70722,60,ES
Q57910494,ich_national,43.00194,-4.13778,60,ES
Q57961277,ich_national,43.18806,-4.04833,60,ES
Q57961336,ich_national,43.26833,-3.93417,60,ES
Q57961372,ich_national,43.12333,-4.06444,60,ES
Q57961509,ich_national,43.45556,-3.67000,60,ES
Q57961537,ich_national,43.38694,-3.73639,60,ES
Q60828335,ich_national,42.48023,-1.65954,60,ES
Q61117224,ich_national,48.91669,24.73312,60,UA
Q63244074,ich_national,-1.93608,101.34253,60,ID
Q65150416,ich_national,43.30083,-0.37000,60,FR
Q65210593,ich_national,-7.80139,110.36444,60,ID
Q65210830,ich_national,-2.00000,118.00000,60,ID
Q65210882,ich_national,-7.80139,110.36444,60,ID
Q65211321,ich_national,-7.36139,109.92667,60,ID
Q65211416,ich_national,-1.00000,100.50000,60,ID
Q31840063,ich_national,49.37722,10.17889,60,DE
Q31900204,ich_national,56.79000,14.44000,60,SE
Q39160635,ich_national,39.39010,-3.21024,60,ES
Q42165678,ich_national,50.93048,5.33850,60,BE
Q42960147,ich_national,42.49750,-2.74889,60,ES
Q42960759,ich_national,42.11389,-2.67333,60,ES
Q42961218,ich_national,42.22778,-2.10000,60,ES
Q42962811,ich_national,42.57694,-2.84611,60,ES
Q42965618,ich_national,42.30333,-1.96472,60,ES
Q42965710,ich_national,42.29750,-2.24500,60,ES
Q119733949,ich_national,47.91806,13.79944,60,AT
Q119733961,ich_national,48.56667,16.56667,60,AT
Q119733974,ich_national,48.26890,14.37220,60,AT
Q119733975,ich_national,47.20417,11.41528,60,AT
Q120403066,ich_national,37.48886,-2.77098,60,ES
Q120405365,ich_national,37.46470,-5.33726,60,ES
Q120403709,ich_national,36.78161,-2.24366,60,ES
Q65212090,ich_national,-8.35639,115.07194,60,ID
Q65212107,ich_national,-6.40503,106.81731,60,ID
Q65213510,ich_national,3.41508,116.46333,60,ID
Q65213601,ich_national,-1.80139,133.67056,60,ID
Q65275184,ich_national,42.28821,-8.14313,60,ES
Q65275190,ich_national,41.97417,-7.28250,60,ES
Q65275197,ich_national,41.88561,-7.47057,60,ES
Q66315452,ich_national,-12.77872,-38.91900,60,BR
Q66684790,ich_national,42.58814,-2.10072,60,ES
Q69529589,ich_national,47.08333,-1.66667,60,FR
Q78163761,ich_national,52.05528,27.86278,60,BY
Q90573599,ich_national,38.11993,-6.52902,60,ES
Q91640541,ich_national,40.19044,-0.65193,60,ES
Q96184332,ich_national,50.77280,4.06140,60,BE
Q96835674,ich_national,42.21278,-8.27444,60,ES
Q97235399,ich_national,-1.60333,103.58333,60,ID
Q97238283,ich_national,3.41667,97.35000,60,ID
Q97241277,ich_national,-5.44083,105.25833,60,ID
Q97306297,ich_national,51.16178,4.98999,60,BE
Q97374080,ich_national,-2.10000,106.10000,60,ID
Q100235056,ich_national,43.32944,-4.24750,60,ES
Q100989102,ich_national,-3.95000,122.50000,60,ID
Q102438548,ich_national,60.45058,22.27556,60,FI
Q105105245,ich_national,46.96839,10.53603,60,AT
Q105338690,ich_national,35.15844,139.13717,60,JP
Q105820891,ich_national,-8.29000,115.33972,60,ID
