qid,tier,lat,lon,sitelinks,iso
n5747270801,market,23.63821,-15.99794,0,MA
n5747270796,market,23.63955,-15.99729,0,MA
n5747270798,market,23.63915,-15.99674,0,MA
n5747270799,market,23.63874,-15.99721,0,MA
n11024972525,market,23.67780,-15.97915,0,MA
n1899928215,institution,23.68529,-15.94806,0,MA
n5315114335,craft_cluster,23.68987,-15.94612,0,MA
n7846052200,market,23.69112,-15.94023,0,MA
n1899855658,institution,23.69954,-15.93049,0,MA
n1899928228,institution,23.70625,-15.92662,0,MA
n5308433341,craft_cluster,23.70651,-15.92576,0,MA
n7846057376,market,23.80138,-15.73808,0,MA
n10572716032,craft_cluster,26.21874,-14.28249,0,MA
n12511002107,institution,27.93398,-12.93170,0,MA
n5292072075,institution,27.94388,-12.92483,0,MA
n5292115381,market,27.94175,-12.92638,0,MA
n1419624330,market,28.42570,-11.11012,0,MA
n5243475422,institution,28.94648,-9.96422,0,MA
n12064155169,craft_cluster,29.37555,-9.22764,0,MA
n5155959771,market,29.58089,-10.03322,0,MA
n13865923458,craft_cluster,29.61071,-10.01946,0,MA
n12127384140,market,29.49485,-9.50135,0,MA
n2273220283,market,29.64965,-9.53783,0,MA
n13327106801,institution,29.11613,-9.21578,0,MA
n6029347321,market,29.16496,-8.95599,0,MA
n12127384130,market,29.63946,-9.09423,0,MA
n4942972241,institution,29.70982,-8.98690,0,MA
n4942972274,institution,29.71728,-8.97889,0,MA
n2140643428,market,29.72161,-8.97321,0,MA
n4564078979,market,29.72198,-8.97352,0,MA
n6149853687,craft_cluster,29.71877,-8.97615,0,MA
n10259494421,craft_cluster,29.76140,-8.96550,0,MA
n4942300537,institution,29.76477,-8.94298,0,MA
n13442430801,institution,30.05752,-9.65506,0,MA
n5368948539,market,29.99171,-9.64371,0,MA
n13438129060,institution,30.44435,-9.65518,0,MA
n12673021001,craft_cluster,30.45661,-9.65038,0,MA
n13460285490,market,30.51240,-9.67824,0,MA
n11396940062,market,30.54433,-9.70919,0,MA
n12684343643,market,30.54659,-9.70719,0,MA
n14055303988,market,30.29283,-9.45903,0,MA
n6121144876,craft_cluster,30.42348,-9.60108,0,MA
n13690956788,craft_cluster,30.42291,-9.59452,0,MA
n4607803147,institution,30.37849,-9.57245,0,MA
n10119174043,market,30.38461,-9.57263,0,MA
n6123305408,craft_cluster,30.41470,-9.59413,0,MA
n11678039115,craft_cluster,30.42488,-9.59032,0,MA
n10733196308,craft_cluster,30.41664,-9.57633,0,MA
n13986528152,craft_cluster,30.41258,-9.58024,0,MA
n13986539202,craft_cluster,30.41379,-9.58022,0,MA
n6174963074,market,30.41110,-9.56157,0,MA
n6174963075,market,30.41043,-9.56153,0,MA
n4662805489,craft_cluster,30.35605,-9.53692,0,MA
n4027628625,institution,30.35316,-9.53443,0,MA
n11397442469,craft_cluster,30.38553,-9.52505,0,MA
n5620220146,craft_cluster,30.38415,-9.52126,0,MA
n4994650638,craft_cluster,30.38359,-9.51516,0,MA
n10716300689,market,30.61666,-9.49807,0,MA
n2390646955,market,30.38804,-9.20604,0,MA
n2388022123,market,30.39290,-9.21344,0,MA
n6385781486,craft_cluster,30.47423,-8.88448,0,MA
n6385781493,craft_cluster,30.47373,-8.88215,0,MA
n6385794692,craft_cluster,30.47372,-8.88219,0,MA
n1802073310,market,30.48467,-8.87607,0,MA
n6103837616,institution,30.54993,-8.87696,0,MA
n2377903482,market,30.32608,-8.46816,0,MA
n9625948434,market,30.30392,-8.24808,0,MA
n3983896826,craft_cluster,30.52831,-7.92178,0,MA
n3983896827,craft_cluster,30.52928,-7.92317,0,MA
n3984515425,craft_cluster,30.52985,-7.92061,0,MA
n3984515452,craft_cluster,30.52936,-7.92062,0,MA
n3984517678,craft_cluster,30.52990,-7.92061,0,MA
n4065026060,craft_cluster,30.52934,-7.92226,0,MA
n4065484991,craft_cluster,30.52417,-7.91362,0,MA
n4065484992,craft_cluster,30.52444,-7.91352,0,MA
n4065484993,craft_cluster,30.52472,-7.91332,0,MA
n4065484994,craft_cluster,30.52491,-7.91375,0,MA
n4065484997,craft_cluster,30.52506,-7.91278,0,MA
n4065484999,craft_cluster,30.52551,-7.91359,0,MA
n4065485000,craft_cluster,30.52556,-7.91286,0,MA
n4065485001,craft_cluster,30.52557,-7.91293,0,MA
n4065485002,craft_cluster,30.52557,-7.91387,0,MA
n4065485003,craft_cluster,30.52553,-7.91347,0,MA
n4065485004,craft_cluster,30.52557,-7.91358,0,MA
n4065485005,craft_cluster,30.52569,-7.91369,0,MA
n4065485006,craft_cluster,30.52570,-7.91346,0,MA
n4065485007,craft_cluster,30.52576,-7.91410,0,MA
n4065485008,craft_cluster,30.52581,-7.91430,0,MA
n4065485027,craft_cluster,30.52427,-7.91358,0,MA
n4065485029,craft_cluster,30.52436,-7.91476,0,MA
n4065485035,craft_cluster,30.52461,-7.91288,0,MA
n4065485037,craft_cluster,30.52470,-7.91343,0,MA
n4065485086,craft_cluster,30.52569,-7.91266,0,MA
n4065485087,craft_cluster,30.52570,-7.91327,0,MA
n4066992972,craft_cluster,30.53624,-7.93143,0,MA
n4066993124,craft_cluster,30.53790,-7.93587,0,MA
n3983897676,craft_cluster,30.53063,-7.92492,0,MA
n4051504005,craft_cluster,30.53293,-7.92402,0,MA
n3984517940,craft_cluster,30.53173,-7.92040,0,MA
n4048509908,craft_cluster,30.53211,-7.92245,0,MA
n4048509940,craft_cluster,30.53210,-7.92242,0,MA
n4048509958,craft_cluster,30.53218,-7.92280,0,MA
n4073767553,craft_cluster,30.53143,-7.91713,0,MA
n2327220046,craft_cluster,30.08439,-6.87428,0,MA
n2328422384,market,30.08668,-6.87424,0,MA
n11357150420,market,30.56798,-7.21600,0,MA
n1540484143,market,30.67382,-8.18074,0,MA
n5319224421,market,31.09895,-7.60778,0,MA
n4778457505,institution,31.35781,-7.77875,0,MA
n5459363984,craft_cluster,31.39139,-7.81558,0,MA
n7223529988,institution,31.37133,-7.79831,0,MA
n7216745887,market,31.37539,-7.77895,0,MA
n5459363985,craft_cluster,31.43719,-7.84727,0,MA
n13588119641,craft_cluster,31.04479,-7.13252,0,MA
n4332467432,craft_cluster,30.92628,-6.92510,0,MA
n10003073798,craft_cluster,30.97481,-7.10694,0,MA
n318772007,market,30.92289,-6.92010,0,MA
n1834473717,market,30.92022,-6.91517,0,MA
n621322550,institution,30.92012,-6.89943,0,MA
n7090641785,institution,30.91945,-6.89796,0,MA
n1161748255,institution,30.92991,-6.92016,0,MA
n13542841524,institution,31.28705,-7.14411,0,MA
n5311032812,market,31.17324,-6.80689,0,MA
n1182655883,market,31.50198,-9.75392,0,MA
n6551586986,institution,31.51390,-9.77141,0,MA
n13936055321,craft_cluster,31.51422,-9.76643,0,MA
n1201438593,institution,31.51350,-9.76285,0,MA
n6594686649,craft_cluster,31.51899,-9.76115,0,MA
n12443684378,craft_cluster,31.51407,-9.76431,0,MA
n12443726324,craft_cluster,31.51465,-9.76463,0,MA
n6594686650,craft_cluster,31.51976,-9.75956,0,MA
n6594686651,craft_cluster,31.52202,-9.75662,0,MA
n10709439003,market,31.52375,-9.75329,0,MA
n12118457125,market,31.53283,-9.54864,0,MA
n3741478560,market,32.26464,-9.24606,0,MA
n1424089144,institution,32.29900,-9.24240,0,MA
n1326593667,market,31.58204,-9.01577,0,MA
n2717051557,craft_cluster,32.28187,-9.22122,0,MA
n5573796822,craft_cluster,32.23682,-8.53434,0,MA
n13731116001,market,32.26910,-8.53321,0,MA
n11425325972,craft_cluster,31.59309,-8.05416,0,MA
n11425322262,craft_cluster,31.59554,-8.03055,0,MA
n12448336972,institution,31.62645,-7.99744,0,MA
n6566261186,craft_cluster,31.61764,-7.98344,0,MA
n660578117,institution,31.62227,-7.98407,0,MA
n5365982121,institution,31.62007,-7.98230,0,MA
n6980909285,institution,31.62157,-7.98425,0,MA
n11449375969,institution,31.61867,-7.98797,0,MA
n4622328500,market,31.63034,-7.98948,0,MA
n10003083838,craft_cluster,31.62934,-7.99410,0,MA
n2343309240,market,31.62568,-7.98765,0,MA
n3370583723,market,31.62898,-7.98730,0,MA
n3370584841,market,31.62946,-7.98733,0,MA
n3370584893,market,31.62708,-7.98672,0,MA
n4011733182,market,31.63022,-7.98599,0,MA
n4595271890,institution,31.62936,-7.98878,0,MA
n4622328497,market,31.62790,-7.98244,0,MA
n6475678436,market,31.62703,-7.98780,0,MA
n3593980446,market,31.61939,-7.98018,0,MA
n13707797101,craft_cluster,31.62558,-7.98118,0,MA
n2331294201,market,31.62519,-7.97325,0,MA
n11356598025,craft_cluster,31.63670,-8.02358,0,MA
n1808261609,institution,31.64184,-8.02558,0,MA
n3314159678,market,31.63172,-8.00925,0,MA
n6389240197,institution,31.63471,-8.01414,0,MA
n6852245693,craft_cluster,31.63269,-8.01448,0,MA
n6913357586,institution,31.63415,-8.01375,0,MA
n11940269969,institution,31.63617,-8.01172,0,MA
n11630788069,craft_cluster,31.64354,-8.01604,0,MA
n3204883236,craft_cluster,31.65036,-8.01488,0,MA
n5744334021,institution,31.63139,-7.99235,0,MA
n1749842345,institution,31.63462,-7.98828,0,MA
n3556540560,craft_cluster,31.63744,-7.98816,0,MA
n4595267208,institution,31.63218,-7.98656,0,MA
n11630788169,craft_cluster,31.63566,-7.98546,0,MA
n12618232989,craft_cluster,31.63254,-7.98856,0,MA
n2197688035,market,31.64015,-7.98395,0,MA
n3556215353,craft_cluster,31.63759,-7.98798,0,MA
n4557107434,market,31.71107,-8.00461,0,MA
n1944416462,market,31.51630,-7.84821,0,MA
n6437103285,institution,31.60007,-7.94991,0,MA
n3646559581,institution,31.64858,-7.93668,0,MA
n6958773386,institution,31.64783,-7.90474,0,MA
n977641265,craft_cluster,31.74160,-6.98548,0,MA
n2914422625,market,32.00569,-7.13067,0,MA
n5348101208,market,32.86179,-8.05866,0,MA
n4538611859,craft_cluster,32.99916,-7.61823,0,MA
n4540169475,craft_cluster,33.00090,-7.61863,0,MA
n4542059074,craft_cluster,33.00568,-7.62032,0,MA
n4542059076,craft_cluster,33.00564,-7.62055,0,MA
n4538638169,craft_cluster,32.99894,-7.61377,0,MA
n2068126281,market,32.49245,-6.71267,0,MA
n9914160011,market,33.06552,-7.24394,0,MA
n2576985939,market,32.88625,-6.92341,0,MA
n2576990879,market,32.89781,-6.91806,0,MA
n1415786650,institution,33.25215,-8.50203,0,MA
n11772770258,craft_cluster,33.25607,-8.50321,0,MA
n5514938679,institution,33.25631,-8.50293,0,MA
n12637737401,craft_cluster,33.45608,-7.80433,0,MA
n6593222256,craft_cluster,33.51403,-7.65522,0,MA
n3123329728,craft_cluster,33.55558,-7.68432,0,MA
n5204562223,craft_cluster,33.55726,-7.66969,0,MA
n5204586621,craft_cluster,33.55731,-7.66947,0,MA
n5204586721,craft_cluster,33.55736,-7.66979,0,MA
n11216925204,institution,33.56063,-7.66582,0,MA
n6593157469,craft_cluster,33.51528,-7.65372,0,MA
n6593157470,craft_cluster,33.51447,-7.65346,0,MA
n13231699695,institution,33.52241,-7.65000,0,MA
n12927918805,institution,33.55226,-7.63898,0,MA
n997888794,institution,33.56419,-7.63048,0,MA
n13250146398,market,33.56580,-7.63867,0,MA
n11220772882,market,33.55734,-7.58998,0,MA
n5281275721,institution,33.55642,-7.57271,0,MA
n2405446774,market,33.54792,-7.55024,0,MA
n5856389385,craft_cluster,33.56404,-7.55771,0,MA
n12375868962,market,33.57235,-7.65724,0,MA
n9259542117,craft_cluster,33.57517,-7.64577,0,MA
n12314471220,craft_cluster,33.58022,-7.64185,0,MA
n12315492608,craft_cluster,33.58087,-7.64314,0,MA
n12315492611,craft_cluster,33.58111,-7.64332,0,MA
n12328839533,craft_cluster,33.57940,-7.64089,0,MA
n12917613360,market,33.58302,-7.64046,0,MA
n12909744913,craft_cluster,33.58627,-7.63949,0,MA
n12096994525,institution,33.58600,-7.63333,0,MA
n13107398659,market,33.58516,-7.63463,0,MA
n13100915321,market,33.59378,-7.63993,0,MA
n11417065710,market,33.57249,-7.62827,0,MA
n9620605651,craft_cluster,33.57939,-7.62297,0,MA
n11220943452,craft_cluster,33.58215,-7.62027,0,MA
n11220949447,market,33.57301,-7.60609,0,MA
n5636200673,craft_cluster,33.58898,-7.62671,0,MA
n5636207698,craft_cluster,33.58800,-7.61796,0,MA
n5636207805,craft_cluster,33.58437,-7.61970,0,MA
n3370419659,craft_cluster,33.59171,-7.62719,0,MA
n7282188285,institution,33.59240,-7.62262,0,MA
n3484737123,craft_cluster,33.59453,-7.61812,0,MA
n5072523821,craft_cluster,33.59436,-7.61558,0,MA
n4225325244,craft_cluster,33.58564,-7.61315,0,MA
n4225325267,craft_cluster,33.58621,-7.61154,0,MA
n4225325268,craft_cluster,33.58623,-7.61347,0,MA
n12925655399,market,33.60462,-7.65150,0,MA
n2714838641,craft_cluster,33.59715,-7.63812,0,MA
n5476241921,institution,33.60550,-7.63048,0,MA
n11891557531,institution,33.60650,-7.61978,0,MA
n11417177473,market,33.57136,-7.58775,0,MA
n1464276499,institution,33.59150,-7.59706,0,MA
n11214406431,market,33.58956,-7.52019,0,MA
n11417145354,market,33.59293,-7.51758,0,MA
n11419779538,market,33.59298,-7.51762,0,MA
n1184212201,institution,33.61376,-7.53356,0,MA
n11417161672,market,33.60905,-7.51295,0,MA
n7169432337,craft_cluster,33.60510,-7.50906,0,MA
n11417132507,market,33.58427,-7.47886,0,MA
n4343166992,craft_cluster,33.60409,-7.49214,0,MA
n12673108543,institution,33.70334,-7.39551,0,MA
n3941857074,craft_cluster,33.68744,-7.38368,0,MA
n9246693137,market,33.82332,-7.14747,0,MA
n4290912319,craft_cluster,33.84991,-7.03673,0,MA
n2569033859,craft_cluster,33.93009,-6.89607,0,MA
n4975972954,institution,33.95536,-6.89468,0,MA
n9394405299,craft_cluster,33.96948,-6.89704,0,MA
n4743522441,market,33.97680,-6.88500,0,MA
n8612614195,craft_cluster,33.98034,-6.88518,0,MA
n9229734249,craft_cluster,33.97923,-6.88249,0,MA
n12803977578,craft_cluster,33.96132,-6.86577,0,MA
n10736797133,craft_cluster,33.97680,-6.84739,0,MA
n5072367122,craft_cluster,33.99587,-6.86764,0,MA
n1686928727,institution,33.99050,-6.85382,0,MA
n4460447732,institution,33.99035,-6.85315,0,MA
n2429247936,market,33.99468,-6.84688,0,MA
n2429257583,craft_cluster,33.99512,-6.84726,0,MA
n8482006674,craft_cluster,34.00243,-6.85048,0,MA
n2424534548,market,34.00019,-6.84650,0,MA
n11055502940,institution,34.00628,-6.83877,0,MA
n11055502941,institution,34.00612,-6.83883,0,MA
n13630526273,institution,34.01523,-6.83288,0,MA
n5790155762,craft_cluster,34.02122,-6.84970,0,MA
n5819328820,craft_cluster,34.01971,-6.84921,0,MA
n3701004579,craft_cluster,34.02021,-6.84430,0,MA
n4560744107,craft_cluster,34.02023,-6.84828,0,MA
n10574982841,institution,34.02483,-6.85095,0,MA
n4285644430,craft_cluster,34.02579,-6.84492,0,MA
n3202510603,institution,34.01942,-6.83518,0,MA
n3366908032,craft_cluster,34.01774,-6.83250,0,MA
n3409288591,institution,34.01670,-6.83054,0,MA
n3951810157,craft_cluster,34.02752,-6.84029,0,MA
n4297356391,craft_cluster,34.02681,-6.83642,0,MA
n4297357390,craft_cluster,34.02528,-6.83835,0,MA
n10290615909,institution,34.02651,-6.83550,0,MA
n4297346891,craft_cluster,34.02746,-6.83518,0,MA
n10080529440,craft_cluster,34.02834,-6.83372,0,MA
n10080541182,craft_cluster,34.02895,-6.83507,0,MA
n3807082357,craft_cluster,34.01817,-6.82622,0,MA
n3807082557,craft_cluster,34.01836,-6.82612,0,MA
n13374374557,institution,34.02253,-6.82134,0,MA
n10090635574,institution,34.04252,-6.83236,0,MA
n12170367601,institution,34.03780,-6.82408,0,MA
n11802225045,craft_cluster,34.01445,-6.78511,0,MA
n4488598067,craft_cluster,34.02114,-6.76689,0,MA
n7813398089,institution,34.02541,-6.75441,0,MA
n2550854393,institution,34.06235,-6.81320,0,MA
n5210546025,institution,34.07591,-6.79602,0,MA
n4553052133,institution,34.13945,-6.72516,0,MA
n5320722221,institution,29.83053,-5.65435,0,MA
n11847619727,market,29.98247,-5.58501,0,MA
n5310003303,market,29.98152,-5.58341,0,MA
n13690981312,craft_cluster,30.32655,-5.83840,0,MA
n4197578915,market,30.33446,-5.83603,0,MA
n3536041871,institution,30.39645,-5.85891,0,MA
n12966151601,craft_cluster,30.69376,-6.44945,0,MA
n1783994474,market,30.69342,-6.44757,0,MA
n5361829027,institution,31.03381,-6.58108,0,MA
n5430016613,market,31.19101,-6.22369,0,MA
n5413124389,market,31.23858,-6.12805,0,MA
n1833031971,market,31.36777,-5.96811,0,MA
n4308089445,craft_cluster,31.37291,-5.98618,0,MA
n10743610905,craft_cluster,30.86931,-5.86049,0,MA
n5467860621,institution,31.11572,-5.16763,0,MA
n543335632,institution,31.40555,-4.25826,0,MA
n1329556768,institution,31.03130,-4.00525,0,MA
n9329475118,institution,31.07202,-4.01212,0,MA
n10596475880,market,31.13960,-4.02881,0,MA
n9201252685,market,31.60303,-6.60401,0,MA
n2061679099,market,31.65953,-6.41889,0,MA
n12949517401,market,31.79053,-6.22184,0,MA
n5937984926,market,31.88843,-6.18049,0,MA
n4232655000,institution,31.96433,-6.56520,0,MA
n10683943562,market,32.06441,-5.93610,0,MA
n2355314273,market,31.50059,-5.54070,0,MA
n12364650685,craft_cluster,31.50919,-5.53848,0,MA
n2199291865,market,31.51917,-5.52894,0,MA
n2354148578,market,31.51927,-5.52949,0,MA
n3812071115,craft_cluster,31.52189,-5.53092,0,MA
n1710033615,institution,31.49091,-5.12905,0,MA
n622166220,institution,31.49408,-5.08535,0,MA
n11469929818,market,32.01539,-5.48422,0,MA
n11187377085,craft_cluster,32.33564,-6.36634,0,MA
n7093353903,market,32.54558,-6.37386,0,MA
n7105156622,craft_cluster,32.54713,-6.36893,0,MA
n7847594585,institution,32.86171,-6.58570,0,MA
n5278123666,market,31.68722,-4.95750,0,MA
n12696761756,market,31.86266,-4.28354,0,MA
n12165326101,craft_cluster,31.93199,-4.42768,0,MA
n10753750061,market,32.43954,-4.71374,0,MA
n6644832193,market,32.83206,-4.40180,0,MA
n5214920446,market,33.04767,-3.99339,0,MA
n12518535832,craft_cluster,32.09289,-1.23475,0,MA
n2516997593,market,32.10244,-1.21864,0,MA
n9312721690,craft_cluster,33.68820,-6.64702,0,MA
n1654421913,institution,33.43476,-5.22288,0,MA
n12062024517,market,33.44215,-5.22566,0,MA
n1698451167,institution,33.53762,-5.10659,0,MA
n11446594262,market,33.75743,-5.48687,0,MA
n12822689634,craft_cluster,33.86144,-5.56344,0,MA
n12834028648,craft_cluster,33.87916,-5.56338,0,MA
n7988107974,craft_cluster,33.87457,-5.53481,0,MA
n4769756655,market,33.89480,-5.57718,0,MA
n622292186,institution,33.89106,-5.56271,0,MA
n13207036401,craft_cluster,33.89057,-5.56394,0,MA
n622292198,institution,33.89366,-5.56658,0,MA
n622292210,institution,33.89515,-5.56527,0,MA
n3125647650,institution,33.89324,-5.56382,0,MA
n2434592285,institution,33.89402,-5.54994,0,MA
n8364875976,market,33.89943,-5.51893,0,MA
n11261247817,market,33.90227,-5.47818,0,MA
n14062219001,institution,33.68394,-5.37414,0,MA
n8735393017,craft_cluster,34.00728,-6.53568,0,MA
n8540825006,market,34.26247,-6.64706,0,MA
n11845429601,craft_cluster,34.26052,-6.64746,0,MA
n11999625641,craft_cluster,34.26048,-6.64649,0,MA
n4499158196,market,34.26669,-6.65613,0,MA
n11999629941,craft_cluster,34.26126,-6.61930,0,MA
n11999629942,craft_cluster,34.26110,-6.61987,0,MA
n5908178486,craft_cluster,34.23428,-6.55059,0,MA
n4499239679,market,34.26215,-6.59348,0,MA
n4978010130,craft_cluster,34.26151,-6.59195,0,MA
n5373559868,craft_cluster,34.26046,-6.58929,0,MA
n4659833727,craft_cluster,34.25946,-6.58067,0,MA
n5553171406,craft_cluster,34.26085,-6.58450,0,MA
n11390549580,craft_cluster,34.26012,-6.56851,0,MA
n12914887953,craft_cluster,34.26297,-6.57287,0,MA
n4659781226,market,34.26423,-6.56470,0,MA
n11386657580,market,34.26559,-6.56841,0,MA
n4970862284,market,34.28019,-6.55629,0,MA
n4764665447,institution,34.07144,-5.55342,0,MA
n9343524355,market,34.22811,-5.72890,0,MA
n9343524357,market,34.22662,-5.72238,0,MA
n9347211724,market,34.21767,-5.71130,0,MA
n9347211772,market,34.21909,-5.71307,0,MA
n9347211779,market,34.21749,-5.70986,0,MA
n9347211771,market,34.22257,-5.71238,0,MA
n9347211790,craft_cluster,34.22549,-5.70846,0,MA
n9347211781,market,34.22392,-5.70647,0,MA
n5496102721,craft_cluster,33.99100,-5.05981,0,MA
n5496132823,craft_cluster,33.99096,-5.05963,0,MA
n5493717623,craft_cluster,33.99399,-5.05937,0,MA
n5515308524,craft_cluster,33.99284,-5.05901,0,MA
n5446674428,craft_cluster,33.99129,-5.04399,0,MA
n5547851321,craft_cluster,34.01395,-5.03605,0,MA
n5548066221,craft_cluster,34.01395,-5.03722,0,MA
n5493396123,craft_cluster,34.01728,-5.03327,0,MA
n5508063621,craft_cluster,34.02005,-5.03482,0,MA
n5508117124,craft_cluster,34.01993,-5.03479,0,MA
n5510699621,craft_cluster,34.01905,-5.03400,0,MA
n5527473521,craft_cluster,34.02040,-5.03841,0,MA
n5375386422,craft_cluster,34.03263,-5.04416,0,MA
n5398249526,craft_cluster,34.03718,-5.04463,0,MA
n2844063457,market,34.31790,-5.44887,0,MA
n3046598848,market,34.49619,-5.49093,0,MA
n2151983820,craft_cluster,34.54866,-5.35104,0,MA
n3055253672,market,33.36374,-4.72972,0,MA
n11347190006,market,33.47053,-4.29564,0,MA
n11525018649,institution,33.47271,-4.29288,0,MA
n5226982826,market,33.82739,-4.83720,0,MA
n4525373089,craft_cluster,33.93424,-5.00703,0,MA
n12383288167,market,33.93198,-4.04158,0,MA
n13146975201,institution,34.00333,-5.01520,0,MA
n5183397521,craft_cluster,33.99877,-5.01186,0,MA
n5185741622,craft_cluster,33.99853,-5.00964,0,MA
n5185751022,craft_cluster,33.99810,-5.00962,0,MA
n4856284101,craft_cluster,34.00704,-5.03226,0,MA
n5461927622,craft_cluster,34.01258,-5.02787,0,MA
n5480051322,craft_cluster,34.01566,-5.02704,0,MA
n5440279121,craft_cluster,34.01029,-5.02542,0,MA
n5442661329,craft_cluster,34.01098,-5.02541,0,MA
n4552318205,market,34.00597,-5.00852,0,MA
n5199898726,craft_cluster,34.00460,-5.00781,0,MA
n4875958924,craft_cluster,34.01418,-5.00778,0,MA
n5011480025,craft_cluster,34.01531,-5.00701,0,MA
n5011480026,craft_cluster,34.01535,-5.00699,0,MA
n5045436428,craft_cluster,34.01476,-5.01094,0,MA
n5172581322,craft_cluster,34.01294,-5.00793,0,MA
n5320977924,craft_cluster,34.00323,-4.98790,0,MA
n5199832921,craft_cluster,34.00386,-5.00655,0,MA
n5011479824,craft_cluster,34.01549,-5.00686,0,MA
n5011479926,craft_cluster,34.01542,-5.00692,0,MA
n5011616121,craft_cluster,34.01578,-5.00663,0,MA
n5112715823,craft_cluster,34.01374,-5.00627,0,MA
n5112937323,craft_cluster,34.01622,-5.00168,0,MA
n5112980721,craft_cluster,34.01451,-5.00270,0,MA
n5216064821,craft_cluster,34.01013,-5.00575,0,MA
n5219615524,craft_cluster,34.01261,-5.00290,0,MA
n5226245322,craft_cluster,34.01345,-5.00284,0,MA
n5226323721,craft_cluster,34.01347,-5.00420,0,MA
n5228056022,craft_cluster,34.01407,-5.00152,0,MA
n5228085022,craft_cluster,34.01406,-5.00157,0,MA
n5270743630,craft_cluster,34.00722,-4.98580,0,MA
n5270743636,craft_cluster,34.00838,-4.98215,0,MA
n5281953224,craft_cluster,34.00849,-4.98085,0,MA
n5281953424,craft_cluster,34.00807,-4.98144,0,MA
n5244084231,craft_cluster,34.01527,-4.98594,0,MA
n5510899922,craft_cluster,34.01787,-5.03223,0,MA
n5511207222,craft_cluster,34.01713,-5.03176,0,MA
n5522496421,craft_cluster,34.02193,-5.03197,0,MA
n5043818824,craft_cluster,34.01926,-5.02007,0,MA
n5043819134,craft_cluster,34.01894,-5.02035,0,MA
n5043827422,craft_cluster,34.01922,-5.02014,0,MA
n4790455821,craft_cluster,34.02822,-5.02562,0,MA
n4817962725,craft_cluster,34.02902,-5.02519,0,MA
n4818012828,craft_cluster,34.02920,-5.02641,0,MA
n4843523422,craft_cluster,34.02681,-5.02399,0,MA
n4843640921,craft_cluster,34.02845,-5.02402,0,MA
n4845320023,craft_cluster,34.02831,-5.02268,0,MA
n4845533523,craft_cluster,34.02829,-5.02340,0,MA
n4845553921,craft_cluster,34.02757,-5.02335,0,MA
n4985656923,craft_cluster,34.02231,-5.01361,0,MA
n4985656924,craft_cluster,34.02221,-5.01367,0,MA
n4996666422,craft_cluster,34.02157,-5.01363,0,MA
n5043814431,craft_cluster,34.01845,-5.01942,0,MA
n5043818730,craft_cluster,34.02009,-5.01922,0,MA
n5043819124,craft_cluster,34.02173,-5.01728,0,MA
n5043825226,craft_cluster,34.01942,-5.01990,0,MA
n5043825227,craft_cluster,34.01932,-5.02001,0,MA
n5043825229,craft_cluster,34.01870,-5.01965,0,MA
n5045437321,institution,34.01914,-5.01858,0,MA
n5122994022,craft_cluster,34.01821,-5.01391,0,MA
n5122994124,craft_cluster,34.01801,-5.01353,0,MA
n5122994125,craft_cluster,34.01804,-5.01358,0,MA
n5122994126,craft_cluster,34.01814,-5.01376,0,MA
n5122994127,craft_cluster,34.01818,-5.01383,0,MA
n5123007223,craft_cluster,34.01809,-5.01366,0,MA
n4954510230,craft_cluster,34.02185,-5.01019,0,MA
n4968270721,craft_cluster,34.02240,-5.00751,0,MA
n4968307121,craft_cluster,34.02195,-5.00742,0,MA
n4979347249,craft_cluster,34.02285,-5.00705,0,MA
n4989901522,craft_cluster,34.02293,-5.00755,0,MA
n4989930022,craft_cluster,34.02287,-5.00736,0,MA
n4992359724,craft_cluster,34.02168,-5.00762,0,MA
n4992359725,craft_cluster,34.02170,-5.00769,0,MA
n4992379521,craft_cluster,34.02170,-5.00778,0,MA
n4992379522,craft_cluster,34.02171,-5.00785,0,MA
n4992379523,craft_cluster,34.02174,-5.00797,0,MA
n4992379524,craft_cluster,34.02175,-5.00804,0,MA
n4992383722,craft_cluster,34.02183,-5.00765,0,MA
n4994608522,craft_cluster,34.02247,-5.00877,0,MA
n4994659221,craft_cluster,34.02220,-5.00899,0,MA
n5054002337,craft_cluster,34.01791,-5.01339,0,MA
n5054019827,craft_cluster,34.01797,-5.01345,0,MA
n5083496922,craft_cluster,34.02288,-5.00912,0,MA
n5114843023,craft_cluster,34.02287,-5.00968,0,MA
n5114921422,craft_cluster,34.02259,-5.01005,0,MA
n5116960223,craft_cluster,34.02246,-5.01123,0,MA
n5119326122,craft_cluster,34.02255,-5.01147,0,MA
n5122994021,craft_cluster,34.01821,-5.01038,0,MA
n5130472323,craft_cluster,34.02287,-5.01255,0,MA
n4971325121,craft_cluster,34.02490,-5.01772,0,MA
n4971325224,craft_cluster,34.02510,-5.01796,0,MA
n4971325228,craft_cluster,34.02561,-5.01955,0,MA
n4971325232,craft_cluster,34.02582,-5.01992,0,MA
n4989884221,craft_cluster,34.02308,-5.00797,0,MA
n5068899921,craft_cluster,34.02551,-5.00715,0,MA
n5068899923,craft_cluster,34.02529,-5.00723,0,MA
n5068906022,craft_cluster,34.02644,-5.00742,0,MA
n5068906024,craft_cluster,34.02650,-5.00757,0,MA
n5068962821,craft_cluster,34.02663,-5.00830,0,MA
n5081325721,craft_cluster,34.02618,-5.00771,0,MA
n5085716323,craft_cluster,34.02583,-5.00873,0,MA
n5085722223,craft_cluster,34.02588,-5.00873,0,MA
