id,lat,lon,kind,weight,tag
osm-way-1236601835,-26.21547,-58.20954,A7,0.6,natural=wetland
osm-way-1236604197,-26.21733,-58.21083,A7,0.6,natural=wetland
osm-way-1236604199,-26.21861,-58.20880,A7,0.6,natural=wetland
osm-way-1034875885,-26.21260,-58.21170,A7,0.6,natural=wetland
osm-way-1236604194,-26.21659,-58.20971,A7,0.6,natural=wetland
osm-way-1236604201,-26.22120,-58.20537,A7,0.6,natural=wetland
osm-way-1236604203,-26.22125,-58.20621,A7,0.6,natural=wetland
osm-way-1293477876,-26.21978,-58.20599,A7,0.6,natural=wetland
osm-way-1293477877,-26.22018,-58.20851,A7,0.6,natural=wetland
osm-way-1146786128,-26.22078,-58.19836,A7,0.6,natural=wetland
osm-way-1147002903,-26.22170,-58.19869,A7,0.6,natural=wetland
osm-way-1147002896,-26.22187,-58.20317,A7,0.6,natural=wetland
osm-way-1080363678,-26.30101,-58.19086,A7,0.6,natural=wetland
osm-way-1148461129,-26.29428,-58.18398,A7,0.6,natural=wetland
osm-way-1190463160,-26.29023,-58.19136,A7,0.6,natural=wetland
osm-way-1078884526,-26.25962,-58.16164,A7,0.6,natural=wetland
osm-way-1081823066,-26.24667,-58.16081,A7,0.6,natural=wetland
osm-way-1148901501,-26.28925,-58.17186,A7,0.6,natural=wetland
osm-way-1148208525,-26.27541,-58.18126,A7,0.6,natural=wetland
osm-way-1148208526,-26.27773,-58.18239,A7,0.6,natural=wetland
osm-way-1148461126,-26.28121,-58.18416,A7,0.6,natural=wetland
osm-way-1190463162,-26.28696,-58.18972,A7,0.6,natural=wetland
osm-way-1190463163,-26.28530,-58.18826,A7,0.6,natural=wetland
osm-way-1148208527,-26.28043,-58.18514,A7,0.6,natural=wetland
osm-way-1148208528,-26.28234,-58.18640,A7,0.6,natural=wetland
osm-way-1148903247,-26.28288,-58.18594,A7,0.6,natural=wetland
osm-way-1148901492,-26.28451,-58.17702,A7,0.6,natural=wetland
osm-way-1148901491,-26.28572,-58.17530,A7,0.6,natural=wetland
osm-way-1148901498,-26.28731,-58.17424,A7,0.6,natural=wetland
osm-way-1148901502,-26.28695,-58.17341,A7,0.6,natural=wetland
osm-way-1148901503,-26.28776,-58.17236,A7,0.6,natural=wetland
osm-way-1148901504,-26.28650,-58.17209,A7,0.6,natural=wetland
osm-way-1148901505,-26.28547,-58.17327,A7,0.6,natural=wetland
osm-way-1148901506,-26.28500,-58.17442,A7,0.6,natural=wetland
osm-way-1084689189,-26.27468,-58.17517,A7,0.6,natural=wetland
osm-way-1148461125,-26.27684,-58.17877,A7,0.6,natural=wetland
osm-way-1148901479,-26.27749,-58.17759,A7,0.6,natural=wetland
osm-way-1148901484,-26.27775,-58.17553,A7,0.6,natural=wetland
osm-way-1148901489,-26.28185,-58.17614,A7,0.6,natural=wetland
osm-way-1148901490,-26.28391,-58.17631,A7,0.6,natural=wetland
osm-way-1148901496,-26.28529,-58.17630,A7,0.6,natural=wetland
osm-way-1148901487,-26.28012,-58.17576,A7,0.6,natural=wetland
osm-way-1148901488,-26.27997,-58.17607,A7,0.6,natural=wetland
osm-way-1148208721,-26.27556,-58.17890,A7,0.6,natural=wetland
osm-way-1148208722,-26.27612,-58.17990,A7,0.6,natural=wetland
osm-way-1148901480,-26.27530,-58.17805,A7,0.6,natural=wetland
osm-way-1148901481,-26.27441,-58.17790,A7,0.6,natural=wetland
osm-way-1078884525,-26.25938,-58.17610,A7,0.6,natural=wetland
osm-way-1146787808,-26.23457,-58.18182,A7,0.6,natural=wetland
osm-way-1146787809,-26.23856,-58.18869,A7,0.6,natural=wetland
osm-way-1146787811,-26.23902,-58.18851,A7,0.6,natural=wetland
osm-way-258947394,-26.19355,-58.13828,A7,0.6,natural=wetland
osm-way-1146787812,-26.24068,-58.18555,A7,0.6,natural=wetland
osm-way-1146786146,-26.22816,-58.19276,A7,0.6,natural=wetland
osm-way-1146786150,-26.22778,-58.19361,A7,0.6,natural=wetland
osm-way-1146786151,-26.22873,-58.19387,A7,0.6,natural=wetland
osm-way-1146786152,-26.22886,-58.19447,A7,0.6,natural=wetland
osm-way-1045109614,-26.22202,-58.16694,A7,0.6,natural=wetland
osm-way-1146792589,-26.23182,-58.16832,A7,0.6,natural=wetland
osm-way-1146792590,-26.23427,-58.16906,A7,0.6,natural=wetland
osm-way-1146792591,-26.23387,-58.16901,A7,0.6,natural=wetland
osm-way-1154610586,-26.23593,-58.14882,A7,0.6,natural=wetland
osm-way-1154610122,-26.23600,-58.15727,A7,0.6,natural=wetland
osm-way-1052681558,-26.22673,-58.16334,A7,0.6,natural=wetland
osm-way-1065862290,-26.22091,-58.16406,A7,0.6,natural=wetland
osm-way-1146791763,-26.22967,-58.16610,A7,0.6,natural=wetland
osm-way-1146791767,-26.23038,-58.16560,A7,0.6,natural=wetland
osm-way-1154610119,-26.23496,-58.15510,A7,0.6,natural=wetland
osm-way-1154610128,-26.22959,-58.15668,A7,0.6,natural=wetland
osm-way-1154610129,-26.22932,-58.15703,A7,0.6,natural=wetland
osm-way-1155831032,-26.22433,-58.15793,A7,0.6,natural=wetland
osm-way-1146791762,-26.22834,-58.16648,A7,0.6,natural=wetland
osm-way-1146791765,-26.22787,-58.16540,A7,0.6,natural=wetland
osm-way-1146791766,-26.22903,-58.16517,A7,0.6,natural=wetland
osm-way-1154610131,-26.22654,-58.16611,A7,0.6,natural=wetland
osm-way-1146792592,-26.23147,-58.14849,A7,0.6,natural=wetland
osm-way-1046170583,-26.22266,-58.19292,A7,0.6,natural=wetland
