country,place,kind,lat,lon,score,on printed map,printed rank,archetypes,whs,sources
Mozambique,Beira,settlement,-19.8436,34.8389,29,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Mozambique,Nacala,settlement,-14.5626,40.6854,26,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Mozambique,Milange,settlement,-16.0986,35.77,26,yes,3.0,,0,"ghsl-ucdb, osm"
Mozambique,Catandica,settlement,-18.0575,33.1736,25,yes,10.0,A9,0,"ghsl-ucdb, osm, wdpa, wikidata"
Mozambique,Banhine,site,-22.7932,32.7645,24,yes,11.0,A9,0,"osm, wdpa, wikidata"
Mozambique,Magoe,site,-15.9257,31.7444,24,yes,12.0,A9,0,"osm, wdpa, wikidata"
Mozambique,Zinave,site,-21.6505,33.5074,24,yes,13.0,A9,0,"wdpa, wikidata"
Mozambique,Gilé,site,-16.5337,38.4424,24,yes,14.0,A9,0,"wdpa, wikidata"
Mozambique,Limpopo,site,-23.2983,31.9735,24,yes,17.0,A9,0,"osm, wdpa"
Mozambique,Gorongosa,settlement,-18.6756,34.0728,24,yes,16.0,A9,0,"ghsl-ucdb, osm, wdpa"
Mozambique,Machipanda,settlement,-18.986,32.7355,23,yes,18.0,,0,"ghsl-ucdb, wdpa"
Mozambique,Nampula,settlement,-15.1165,39.2666,13,yes,9.0,A11,0,"ghsl-ucdb, osm, wikidata"
Mozambique,Macomia,settlement,-12.2467,40.1208,13,yes,15.0,A11,0,"ghsl-ucdb, osm, wikidata"
Mozambique,Chimoio,settlement,-19.1164,33.4833,12,no,,,0,"ghsl-ucdb, osm, wdpa"
Mozambique,Morrumbala,settlement,-17.3269,35.5842,12,no,,,0,"ghsl-ucdb, osm, wdpa"
Mozambique,Ribáuè,settlement,-14.9447,38.3236,12,no,,,0,"ghsl-ucdb, osm, wdpa"
Mozambique,Massinga,settlement,-23.3292,35.3814,12,yes,20.0,,0,"ghsl-ucdb, wdpa"
Mozambique,Iapala,settlement,-15.025,38.0425,12,no,,,0,"ghsl-ucdb, wdpa"
Mozambique,Tete,settlement,-16.1564,33.5867,12,yes,6.0,,0,"ghsl-ucdb, osm, wikidata"
Mozambique,Búzi,settlement,-19.8644,34.4674,11,yes,7.0,,0,"ghsl-ucdb, osm"
Mozambique,Songo,settlement,-15.5958,32.7647,10,yes,19.0,A11,0,"ghsl-ucdb, osm, wikidata"
Myanmar,Nyaung-U,settlement,21.2006,94.9083,100,yes,1.0,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Myanmar,Payathonzu,settlement,15.3177,98.3884,98,yes,2.0,A9,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Myanmar,Yangon,settlement,16.8053,96.1561,95,yes,4.0,"A12, A11",0,"ghsl-ucdb, osm, wikidata"
Myanmar,Pyay,settlement,18.82,95.2156,88,yes,3.0,,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Myanmar,Mandalay,settlement,21.9747,96.0836,85,yes,5.0,"A11, A12",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Myanmar,Paung,settlement,16.6175,97.4585,62,yes,7.0,A11,0,"ghsl-ucdb, osm"
Myanmar,Mawlamyine,settlement,16.4905,97.6282,52,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Shwebo,settlement,22.5693,95.6982,41,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Myanmar,Kyaikto,settlement,17.3086,97.0112,39,yes,13.0,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
Myanmar,Hopin,settlement,24.9915,96.5268,38,yes,18.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Myanmar,Kawthoung,settlement,9.9824,98.5503,38,yes,6.0,A9,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Yawnghwe,settlement,20.6597,96.9338,37,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Myanmar,Nay Pyi Taw,settlement,19.745,96.1297,34,no,,"A12, A11",0,"cuisine, ghsl-ucdb, osm"
Myanmar,Monywa,settlement,22.1086,95.1358,33,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Myeik,settlement,12.4395,98.6003,32,yes,16.0,A11,0,"ghsl-ucdb, osm"
Myanmar,Pyin Oo Lwin,settlement,22.035,96.4568,31,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa"
Myanmar,Myitkyina,settlement,25.3833,97.3964,30,yes,15.0,"A9, A11",0,"ghsl-ucdb, osm, wdpa"
Myanmar,Natmataung National Park,site,21.3812,93.786,30,yes,17.0,"A9, A11",0,"cuisine, osm, wdpa, wikidata"
Myanmar,Mrauk U,settlement,20.59,93.1906,29,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Myanmar,Yamethin,settlement,20.4319,96.1388,29,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Wundwin,settlement,21.0942,96.028,28,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Myanmar,Dawei,settlement,14.0823,98.1915,25,yes,19.0,A11,0,"ghsl-ucdb, osm"
Myanmar,Hmaw Bi,settlement,16.6356,97.6153,23,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Hakha,settlement,22.6445,93.6108,23,no,,"A11, A9",0,"cuisine, ghsl-ucdb, osm, wdpa"
Myanmar,Yesagyo,settlement,21.6324,95.2462,21,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Sittwe,settlement,20.1462,92.8983,21,no,,A9,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Kyaukpadaung,settlement,20.8416,95.1267,21,no,,A9,0,"cuisine, ghsl-ucdb, osm, wdpa"
Myanmar,Alaungdaw Katthapa National Park,site,22.4421,94.4356,20,no,,A9,0,"cuisine, osm, wdpa"
Myanmar,Taninthayi Nature Reserve,site,14.6548,98.3084,19,no,,A9,0,"osm, wdpa"
Myanmar,Taungdwingyi,settlement,20.0065,95.5453,19,yes,8.0,,0,"cuisine, ghsl-ucdb, osm, wikidata"
Myanmar,Lampi Marine National Park,site,10.785,98.1837,19,no,,A9,0,wdpa
Myanmar,Danai,settlement,26.3593,96.72,19,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Bogale,settlement,16.2941,95.3974,19,no,,,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Kyauktaga,settlement,17.4947,96.9776,19,no,,,0,"ghsl-ucdb, wdpa"
Myanmar,Okpo,settlement,16.9727,96.0882,19,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Yenangyaung,settlement,20.465,94.8712,18,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Mogok,settlement,22.9177,96.5098,17,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa"
Myanmar,Pakokku,settlement,21.3349,95.0844,17,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Kalemyo,settlement,23.1901,94.064,17,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Chauk,settlement,20.8992,94.8178,17,no,,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Kyaukme,settlement,22.5392,97.0343,16,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Hpa-An,settlement,16.8895,97.6348,16,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Pyan Lel Nay Yar Cha Htar Ye,settlement,16.9719,96.1274,16,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Myingyan,settlement,21.46,95.3884,15,no,,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Taunggyi,settlement,20.7892,97.0378,15,yes,9.0,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Kyauktan,settlement,24.2782,95.8949,15,yes,10.0,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Meiktila,settlement,20.8778,95.8584,15,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Bago,settlement,17.3352,96.4814,14,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Kyaukse,settlement,21.6056,96.1351,14,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Mu-se,settlement,23.9974,97.9011,14,yes,11.0,,0,"ghsl-ucdb, osm"
Myanmar,Lashio,settlement,22.9359,97.7498,14,yes,12.0,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Minbu,settlement,20.1806,94.876,14,no,,,0,"cuisine, ghsl-ucdb, osm, wdpa"
Myanmar,Kanbalu,settlement,23.2033,95.5169,14,no,,,0,"cuisine, ghsl-ucdb, osm, wdpa"
Myanmar,Lawksawk,settlement,21.2481,96.8673,13,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Pèkon,settlement,19.8677,97.0067,13,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Pyawbwe,settlement,20.5919,96.052,12,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Madaya,settlement,22.2115,96.1039,12,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Mudon,settlement,16.2562,97.7246,12,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Kēng Tung,settlement,21.6309,99.9268,12,no,,,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Katha,settlement,24.1754,96.3414,12,no,,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Ye-u,settlement,22.7672,95.4276,12,yes,14.0,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Laukkai,settlement,23.6961,98.7621,11,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Namhkam,settlement,23.8334,97.6798,11,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Bhamo,settlement,24.2526,97.2336,11,no,,A11,0,"ghsl-ucdb, osm"
Myanmar,Tangyan,settlement,22.4944,98.3928,11,no,,,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Kalaw,settlement,20.6346,96.5645,10,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Myanmar,Waw,settlement,17.477,96.6783,10,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Myanmar,Zigon,settlement,18.3356,95.6215,10,no,,,0,"ghsl-ucdb, osm, wdpa"
Namibia,Windhoek,settlement,-22.5594,17.0832,100,yes,1.0,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
Namibia,Namib Sand Sea,site,-24.8853,15.4078,85,yes,3.0,A9,1,"unesco-whs, wdpa, wikidata"
Namibia,Twyfelfontein or /Ui-//aes,site,-20.5948,14.3751,78,yes,2.0,,1,"osm, unesco-whs, wikidata"
Namibia,Mudumu,site,-18.0938,23.5319,56,yes,4.0,"A9, A11",0,"osm, wdpa"
Namibia,Walvis Bay,settlement,-22.9575,14.5053,31,yes,6.0,A11,0,"ghsl-ucdb, osm, wikidata"
Namibia,Etosha,site,-18.992,15.7542,30,yes,7.0,A9,0,"osm, wdpa, wikidata"
Namibia,Ai-Ais Hot Springs,site,-27.8312,17.345,30,yes,9.0,A9,0,"osm, wdpa, wikidata"
Namibia,Skeleton Coast Park,site,-19.1724,12.8488,28,yes,11.0,A9,0,wdpa
Namibia,Waterberg Plateau Park,site,-20.4356,17.2533,28,no,,A9,0,wdpa
Namibia,Khaudum,site,-18.7751,20.7563,28,yes,12.0,A9,0,wdpa
Namibia,Mangetti,site,-18.694,19.0815,28,yes,13.0,A9,0,wdpa
Namibia,Swakopmund,settlement,-22.6784,14.5266,27,no,,A11,0,"ghsl-ucdb, osm"
Namibia,Otjiwarongo,settlement,-20.4637,16.6477,23,yes,10.0,A11,0,"ghsl-ucdb, osm"
Namibia,Tsumeb,settlement,-19.2484,17.7135,21,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Namibia,Keetmanshoop,settlement,-26.5765,18.1336,20,yes,14.0,A11,0,"ghsl-ucdb, osm, wikidata"
Namibia,Okahandja,settlement,-21.9814,16.9029,12,no,,A11,0,"ghsl-ucdb, osm"
Namibia,Lüderitz,settlement,-26.6481,15.1538,12,yes,5.0,A12,0,"ghsl-ucdb, osm, wikidata"
Namibia,Helao Nafidi,settlement,-17.3932,15.8911,11,yes,15.0,A11,0,"ghsl-ucdb, osm"
Namibia,Grootfontein,settlement,-19.5733,18.1003,10,yes,8.0,A12,0,"ghsl-ucdb, osm, wikidata"
Nepal,Kathmandu,settlement,27.7017,85.3206,100,yes,1.0,"A9, A11, A12",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Nepal,Bharatpur,settlement,27.6803,84.4365,86,yes,5.0,"A9, A11",1,"cuisine, ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Nepal,Sagarmatha National Park,site,27.9653,86.9131,73,yes,2.0,"A9, A11",1,"osm, unesco-whs, wdpa, wikidata"
Nepal,Banepā,settlement,27.6327,85.522,68,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
Nepal,Pokhara,settlement,28.2669,83.9685,60,yes,3.0,A11,0,"cuisine, ghsl-ucdb, osm"
Nepal,Siddharthanagar,settlement,27.5,83.45,50,yes,6.0,A11,0,"cuisine, ghsl-ucdb, osm"
Nepal,Nepalgunj,settlement,28.05,81.6167,42,yes,4.0,"A9, A11",0,"ghsl-ucdb, osm, wdpa"
Nepal,Panauti,settlement,27.5847,85.5212,40,no,,"A11, A10",0,"cuisine, ghsl-ucdb, osm, wikidata"
Nepal,Butwāl,settlement,27.6912,83.4525,39,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Nepal,Rara,site,29.5015,82.0682,29,yes,7.0,"A9, A11",0,"osm, wdpa"
Nepal,Tulsi̇̄pur,settlement,28.1333,82.298,27,yes,13.0,A11,0,"cuisine, ghsl-ucdb, osm"
Nepal,Bāgluṅ,settlement,28.2673,83.5996,27,no,,A11,0,"cuisine, ghsl-ucdb, osm"
Nepal,Dipayal,settlement,29.2608,80.94,26,yes,8.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa"
Nepal,Shey-Phoksundo,site,29.378,82.832,25,yes,11.0,A9,0,"osm, wdpa, wikidata"
Nepal,Chautārā,settlement,27.7763,85.7127,25,no,,"A9, A11",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Nepal,Birendranagar,settlement,28.5967,81.6166,24,no,,A9,0,"ghsl-ucdb, osm, wdpa"
Nepal,Khā̃dbāri̇̄,settlement,27.3765,87.2077,24,yes,12.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa"
Nepal,Panauti̇̄,settlement,27.5845,85.5149,18,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Nepal,Dailekh,settlement,28.8443,81.7101,15,yes,14.0,A11,0,"ghsl-ucdb, osm, wikidata"
Nepal,Hetauda,settlement,27.4284,85.0322,15,no,,A10,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
Nepal,Inaruwa,settlement,26.6068,87.1478,14,yes,10.0,,0,"ghsl-ucdb, wdpa, wikidata"
Nepal,Tānsen,settlement,27.8666,83.5459,12,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
Nepal,Bhimdatta,settlement,28.964,80.1771,12,yes,15.0,A11,0,"ghsl-ucdb, osm, wdpa"
Nepal,Ṭikāpur,settlement,28.5282,81.1183,11,no,,A11,0,"ghsl-ucdb, osm, wikidata"
Nepal,Dārchulā,settlement,29.83,80.55,11,no,,A11,0,"ghsl-ucdb, osm"
Nepal,Chari̇̄koṭ,settlement,27.6682,86.0519,11,yes,9.0,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
New Caledonia,Nouméa,settlement,-22.2741,166.4488,100,yes,1.0,A11,0,"ghsl-ucdb, osm, wikidata"
New Caledonia,Dumbéa,settlement,-22.1576,166.4572,77,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa"
New Caledonia,Mont-Dore,settlement,-22.2626,166.5662,57,no,,A9,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Wellington,settlement,-41.2866,174.7756,100,yes,1.0,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
New Zealand,Christchurch,settlement,-43.5333,172.6333,91,yes,4.0,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
New Zealand,Auckland,settlement,-36.8485,174.7635,89,yes,2.0,"A11, A12",0,"ghsl-ucdb, osm, wikidata"
New Zealand,Paparoa National Park,site,-42.051,171.6256,81,yes,3.0,"A9, A11",0,"cuisine, osm, wdpa, wikidata"
New Zealand,Dunedin,settlement,-45.8742,170.5036,72,yes,5.0,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Rotorua,settlement,-38.1387,176.2452,66,yes,6.0,A11,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Whangarei,settlement,-35.7317,174.3239,65,yes,7.0,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Hamilton,settlement,-37.7833,175.2833,63,yes,11.0,A11,0,"ghsl-ucdb, osm, wikidata"
New Zealand,Manukau City,settlement,-36.9928,174.8799,62,no,,A11,0,"ghsl-ucdb, osm"
New Zealand,Blenheim,settlement,-41.516,173.9528,60,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa"
New Zealand,Westland / Tai Poutini National Park,site,-43.425,170.126,59,yes,8.0,"A9, A11",0,"osm, wdpa"
New Zealand,Mount Aspiring National Park,site,-44.391,168.881,57,yes,9.0,"A9, A11",0,"osm, wdpa"
New Zealand,Arthur's Pass National Park,site,-42.8943,171.7241,54,yes,15.0,A9,0,"cuisine, osm, wdpa"
New Zealand,Taupo,settlement,-38.6833,176.0833,49,no,,"A11, A9",2,"ghsl-ucdb, osm, unesco-whs, wdpa"
New Zealand,Nelson Lakes National Park,site,-42.0416,172.6346,49,yes,18.0,A9,0,"cuisine, osm, wdpa"
New Zealand,Hastings,settlement,-39.6381,176.8492,48,yes,10.0,A11,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Palmerston North,settlement,-40.3564,175.6111,47,yes,13.0,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
New Zealand,Masterton,settlement,-40.9597,175.6575,47,no,,A11,0,"cuisine, ghsl-ucdb, osm"
New Zealand,Nelson,settlement,-41.2708,173.284,47,yes,12.0,"A9, A11",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Tauranga,settlement,-37.6861,176.1667,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
New Zealand,Tongariro National Park,site,-39.1934,175.5888,44,yes,14.0,"A9, A11",0,"cuisine, osm, wdpa, wikidata"
New Zealand,Lower Hutt,settlement,-41.2167,174.9167,40,no,,A11,0,"cuisine, ghsl-ucdb, osm"
New Zealand,New Plymouth,settlement,-39.0667,174.0833,37,yes,16.0,"A9, A11",0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Pukekohe East,settlement,-37.2,174.95,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
New Zealand,Tasman,site,-41.0757,172.3352,35,no,,"A9, A11",0,"cuisine, osm, wdpa"
New Zealand,Napier,settlement,-39.4926,176.9123,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
New Zealand,Invercargill,settlement,-46.4,168.35,34,yes,17.0,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Cambridge,settlement,-37.8782,175.4402,34,no,,A11,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Upper Hutt,settlement,-41.1383,175.0502,32,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Paraparaumu,settlement,-40.9167,175.0167,32,no,,A11,0,"cuisine, ghsl-ucdb, osm"
New Zealand,Porirua,settlement,-41.1333,174.85,29,no,,A11,0,"cuisine, ghsl-ucdb, osm"
New Zealand,Whanganui,settlement,-39.9333,175.05,28,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa"
New Zealand,Richmond,settlement,-41.3333,173.1833,28,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa"
New Zealand,Timaru,settlement,-44.3967,171.2536,28,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
New Zealand,Burwood Bush (Red Tussock),site,-45.5305,168.064,27,no,,A9,0,"osm, wdpa"
New Zealand,Raukumara,site,-37.9603,177.8221,27,no,,A9,0,wdpa
New Zealand,Rangiora,settlement,-43.3044,172.5836,26,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa"
New Zealand,Ashburton,settlement,-43.8983,171.7301,25,no,,A11,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Hikurangi,site,-42.5354,173.6523,24,no,,"A9, A11",0,"cuisine, osm, wdpa"
New Zealand,Levin,settlement,-40.6333,175.275,24,no,,A11,0,"cuisine, ghsl-ucdb, osm"
New Zealand,Te Wahipounamu – South West New Zealand,site,-45.036,167.3196,23,no,,A9,1,"unesco-whs, wdpa, wikidata"
New Zealand,New Zealand Sub-Antarctic Islands,site,-47.7516,179.0254,23,no,,A9,1,"unesco-whs, wdpa, wikidata"
New Zealand,Gisborne,settlement,-38.6533,178.0042,22,no,,A11,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Farewell Spit,site,-40.5529,172.9046,21,no,,"A9, A11",0,"cuisine, osm, wdpa"
New Zealand,Ruakituri Wilderness Area,site,-38.6035,177.1793,21,no,,"A9, A11",0,"osm, wdpa"
New Zealand,Te Tapuwae o Hua (Long Sound),site,-46.0064,166.8201,21,no,,A9,0,wdpa
New Zealand,Auckland Islands - Motu Maha,site,-50.7071,166.1151,19,no,,A9,0,"wdpa, wikidata"
New Zealand,Whakatane,settlement,-37.9586,176.9854,18,no,,A11,0,"ghsl-ucdb, osm, wdpa"
New Zealand,Rolleston,settlement,-43.5833,172.3833,17,no,,A11,0,"ghsl-ucdb, osm"
New Zealand,Rakiura National Park,site,-46.9868,167.805,16,no,,A9,0,"wdpa, wikidata"
New Zealand,Campbell Island,site,-52.5435,169.126,16,no,,A9,0,"wdpa, wikidata"
New Zealand,Kermadec Islands,site,-30.2925,-178.3866,14,no,,A9,0,wdpa
New Zealand,Te Hauturu-o-Toi / Little Barrier Island (Gift Area),site,-36.1986,175.0809,14,no,,"A9, A11",0,"osm, wdpa, wikidata"
Nicaragua,León,settlement,12.4353,-86.8786,100,yes,1.0,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
Nicaragua,Puerto Cabezas,settlement,14.0351,-83.3888,83,yes,2.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Managua,settlement,12.1328,-86.2504,82,yes,6.0,"A11, A12",0,"ghsl-ucdb, osm"
Nicaragua,Siuna,settlement,13.7332,-84.7772,81,yes,3.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Nicaragua,La Paz Centro,settlement,12.34,-86.6753,77,no,,,1,"ghsl-ucdb, unesco-whs, wdpa, wikidata"
Nicaragua,Río Indio Maíz,site,11.1206,-84.0268,69,yes,4.0,A9,0,"osm, wdpa, wikidata"
Nicaragua,Rivas,settlement,11.4398,-85.8275,62,yes,5.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Masaya,settlement,11.9732,-86.0959,60,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Matagalpa,settlement,12.9279,-85.9191,49,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Jinotega,settlement,13.091,-86.0023,49,yes,7.0,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Nicaragua,Nandaime,settlement,11.757,-86.0529,42,no,,A9,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Estelí,settlement,13.0929,-86.3559,40,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,El Viejo,settlement,12.6635,-87.1666,40,no,,A10,0,"ghsl-ucdb, osm, wdpa, wikidata"
Nicaragua,Río Blanco,settlement,12.9344,-85.2235,40,yes,9.0,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Masatepe,settlement,11.9145,-86.1446,36,no,,A11,0,"ghsl-ucdb, osm"
Nicaragua,Nueva Guinea,settlement,11.6876,-84.4562,29,yes,11.0,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Granada,settlement,11.9306,-85.9537,28,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
Nicaragua,Bluefields,settlement,12.0129,-83.7645,19,yes,10.0,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Jalapa,settlement,13.9222,-86.1235,19,yes,12.0,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Juigalpa,settlement,12.1059,-85.3655,16,yes,8.0,A10,0,"ghsl-ucdb, osm, wdpa, wikidata"
Nicaragua,Somoto,settlement,13.4841,-86.5823,16,yes,13.0,,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Ocotal,settlement,13.6322,-86.474,15,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Chichigalpa,settlement,12.5704,-87.028,15,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Mateare,settlement,12.2351,-86.4281,14,no,,A11,0,"ghsl-ucdb, osm, wdpa"
Nicaragua,Boaco,settlement,12.4726,-85.6596,14,no,,,0,"ghsl-ucdb, wdpa"
Nicaragua,Nagarote,settlement,12.2659,-86.5647,14,no,,,0,"ghsl-ucdb, wdpa"
Nicaragua,Camoapa,settlement,12.3838,-85.5128,14,no,,,0,"ghsl-ucdb, wdpa"
Nicaragua,Chinandega,settlement,12.6295,-87.1313,11,no,,A11,0,"ghsl-ucdb, osm"
Niger,Niamey,settlement,13.5137,2.1098,100,yes,1.0,"A11, A12",0,"ghsl-ucdb, osm"
Niger,Air and Ténéré Natural Reserves,site,19.0762,9.662,100,yes,2.0,A9,1,"unesco-whs, wdpa"
Niger,Agadez,settlement,16.9733,7.9911,94,yes,3.0,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
Niger,Magaria,settlement,12.9983,8.9099,61,yes,4.0,A11,0,"ghsl-ucdb, osm"
Niger,Tahoua,settlement,14.8888,5.2692,52,yes,6.0,A11,0,"ghsl-ucdb, osm"
Niger,Téra,settlement,14.0078,0.7531,43,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
Niger,Ayorou,settlement,14.7308,0.9174,29,yes,5.0,A9,0,"ghsl-ucdb, osm, wdpa"
Niger,Illéla,settlement,14.4605,5.2437,29,no,,A9,0,"ghsl-ucdb, osm, wdpa"
Niger,La Mare de Tabalak,site,15.0867,5.8565,29,no,,A9,0,"osm, wdpa"
Niger,La Mare de Lassouri,site,14.0849,9.585,29,no,,A9,0,"osm, wdpa"
Niger,Gueltas et Oasis de l'Aïr,site,18.9595,8.9286,29,no,,A9,0,wdpa
Niger,Gaya,settlement,11.8843,3.4492,28,yes,9.0,A11,0,"ghsl-ucdb, osm, wdpa"
Niger,Zinder,settlement,13.8072,8.9881,24,no,,A11,0,"ghsl-ucdb, osm"
Niger,Maradi,settlement,13.5,7.1017,23,yes,10.0,A11,0,"ghsl-ucdb, osm"
Niger,Dosso,settlement,13.049,3.1937,22,yes,11.0,A11,0,"ghsl-ucdb, osm"
Niger,Birnin Gaouré,settlement,13.0817,2.911,18,no,,,0,"ghsl-ucdb, osm, wdpa"
Niger,Nguigmi,settlement,14.2495,13.1092,18,yes,12.0,A11,0,"ghsl-ucdb, osm, wdpa"
Niger,Tillabéri,settlement,14.2071,1.4542,16,no,,A11,0,"ghsl-ucdb, osm"
Niger,Say,settlement,13.1007,2.3689,15,no,,,0,"ghsl-ucdb, osm, wdpa"
Niger,Méhana,settlement,14.3939,1.1338,15,no,,,0,"ghsl-ucdb, osm, wdpa"
Niger,Gouré,settlement,13.9835,10.2704,13,yes,7.0,,0,"ghsl-ucdb, osm"
