country,place,kind,lat,lon,score,on printed map,printed rank,archetypes,whs,sources
France,Orléans,settlement,47.9025,1.9041,71,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Amiens,settlement,49.9,2.3,71,yes,18.0,"A11, A2",2,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
France,Blois,settlement,47.5943,1.3291,70,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
France,Perpignan,settlement,42.6976,2.8954,70,yes,10.0,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Arles,settlement,43.6768,4.6303,70,no,,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
France,Caen,settlement,49.1859,-0.3591,70,yes,16.0,"A10, A11",1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Nîmes,settlement,43.8366,4.3579,69,no,,"A10, A11, A2",2,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Saint-Malo,settlement,48.6474,-2.0088,69,yes,15.0,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Châtellerault,settlement,46.8171,0.5452,69,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
France,Limoges,settlement,45.8336,1.2476,69,yes,19.0,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Le Mans,settlement,48.0021,0.2025,68,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Saumur,settlement,47.2593,-0.0781,68,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Montpellier,settlement,43.6109,3.8763,68,yes,21.0,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
France,Poitiers,settlement,46.5826,0.3435,68,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Ajaccio,settlement,41.9189,8.7381,68,yes,17.0,"A11, A9",1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
France,Rouen,settlement,49.4431,1.0993,67,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Châteauroux,settlement,46.8125,1.6936,67,no,,"A10, A11",0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Brest,settlement,48.3903,-4.4863,67,yes,22.0,A11,0,"ghsl-ucdb, osm, wikidata"
France,Guéret,settlement,46.1718,1.8717,66,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Avignon,settlement,43.9483,4.8089,66,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Dijon,settlement,47.3134,5.0139,66,yes,23.0,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
France,Rennes,settlement,48.1111,-1.6743,65,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Vichy,settlement,46.1271,3.4258,65,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
France,Nantes,settlement,47.2172,-1.5534,64,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Grenoble,settlement,45.1787,5.7148,64,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Brive-la-Gaillarde,settlement,45.1589,1.5333,64,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
France,Montluçon,settlement,46.3402,2.6025,62,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Nevers,settlement,46.9896,3.159,62,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Colmar,settlement,48.0808,7.3558,62,no,,"A10, A11",0,"ghsl-ucdb, osm, wikidata"
France,Le Havre,settlement,49.4935,0.1079,61,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
France,Angers,settlement,47.4716,-0.552,61,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Gien,settlement,47.6933,2.6309,61,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Sélestat,settlement,48.2619,7.4489,61,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Bastia,settlement,42.7022,9.4512,61,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Lannion,settlement,48.7326,-3.4566,60,no,,"A11, A10",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Albertville,settlement,45.6745,6.3906,60,yes,24.0,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Chartres,settlement,48.4468,1.4892,60,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
France,Lille,settlement,50.6339,3.0551,60,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Millau,settlement,44.0997,3.0785,59,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Alès,settlement,44.1249,4.0808,59,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Couëron,settlement,47.2147,-1.7245,59,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Chaumont,settlement,48.1112,5.1413,59,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Pamiers,settlement,43.1165,1.6108,59,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Reims,settlement,49.2653,4.0285,59,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,La Rochelle,settlement,46.1631,-1.1522,59,yes,25.0,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Pau,settlement,43.3112,-0.3558,59,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Montélimar,settlement,44.5547,4.7547,59,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Aix-en-Provence,settlement,43.5283,5.4497,59,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Dax,settlement,43.7103,-1.0537,58,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Metz,settlement,49.1191,6.1727,58,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Bayonne,settlement,43.4932,-1.473,58,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Angoulême,settlement,45.65,0.1535,58,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Albi,settlement,43.9298,2.148,58,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Épinal,settlement,48.1832,6.453,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Nazaire,settlement,47.2751,-2.2179,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Libourne,settlement,44.9145,-0.2419,57,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Mont-de-Marsan,settlement,43.8902,-0.4971,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Besançon,settlement,47.2488,6.0182,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Chambéry,settlement,45.5663,5.9208,57,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wdpa, wikidata"
France,Gap,settlement,44.5586,6.0787,57,no,,"A11, A10, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Marne La Vallée,settlement,48.8358,2.6424,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Vierzon,settlement,47.2219,2.0684,57,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Béziers,settlement,43.3412,3.214,57,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Étienne,settlement,45.4339,4.39,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Le Pecq,settlement,48.8932,2.1037,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,La Flèche,settlement,47.6981,-0.0755,56,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Niort,settlement,46.3231,-0.4588,56,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Tarbes,settlement,43.2341,0.0714,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Mulhouse,settlement,47.752,7.3287,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Longjumeau,settlement,48.6931,2.2943,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montargis,settlement,47.997,2.7326,56,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Cahors,settlement,44.4491,1.4366,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Aurillac,settlement,44.9254,2.4398,56,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Royan,settlement,45.6281,-1.0315,55,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Cournon-d'Auvergne,settlement,45.7412,3.1964,55,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Lorient,settlement,47.7482,-3.3718,55,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Belfort,settlement,47.6422,6.8539,55,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Landerneau,settlement,48.4515,-4.2518,55,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Valence,settlement,44.9256,4.9096,55,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Agen,settlement,44.202,0.6206,55,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Haguenau,settlement,48.8156,7.7905,55,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Saint-Dié-des-Vosges,settlement,48.2843,6.9492,55,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Challans,settlement,46.8458,-1.8794,54,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Autun,settlement,46.951,4.2987,54,no,,A11,0,"cuisine, ghsl-ucdb, osm"
France,Laval,settlement,48.0725,-0.7702,54,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montauban,settlement,44.0176,1.3542,54,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Lons-le-Saunier,settlement,46.6754,5.5557,54,no,,A11,0,"ghsl-ucdb, osm, wdpa"
France,Draguignan,settlement,43.5369,6.4646,54,no,,A11,0,"ghsl-ucdb, osm, wdpa"
France,Bergerac,settlement,44.8516,0.4817,54,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Sallanches,settlement,45.9442,6.6316,54,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Carpentras,settlement,44.0551,5.0481,54,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Le Puy-en-Velay,settlement,45.0437,3.8852,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Voiron,settlement,45.3647,5.5856,53,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Rodez,settlement,44.3526,2.5734,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montbrison,settlement,45.6075,4.0652,53,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Saint-Lô,settlement,49.1162,-1.0903,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Fougères,settlement,48.3516,-1.1996,53,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Roanne,settlement,46.0362,4.068,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Rochefort,settlement,45.943,-0.9677,53,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Morlaix,settlement,48.5778,-3.8279,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Médard-en-Jalles,settlement,44.8955,-0.7178,53,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Marmande,settlement,44.5036,0.1655,52,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Moulins,settlement,46.5646,3.3324,52,no,,A11,0,"cuisine, ghsl-ucdb, osm, wdpa, wikidata"
France,Saint-Brieuc,settlement,48.5151,-2.7684,52,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Annecy,settlement,45.9088,6.1257,52,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Troyes,settlement,48.3007,4.0852,52,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Riom,settlement,45.8936,3.1126,52,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Quimper,settlement,47.996,-4.0979,52,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Hyères,settlement,43.1204,6.1286,51,no,,"A9, A11",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Dole,settlement,47.0922,5.4897,51,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Narbonne,settlement,43.184,3.0014,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Pontivy,settlement,48.0684,-2.9665,51,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Cholet,settlement,47.0589,-0.8797,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Mâcon,settlement,46.3141,4.8282,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Vendôme,settlement,47.7929,1.0656,51,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Saintes,settlement,45.7474,-0.6349,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Quentin-en-Yvelines,settlement,48.7719,2.0189,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Romorantin-Lanthenay,settlement,47.3667,1.75,51,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Digne-les-Bains,settlement,44.0925,6.232,51,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Pontarlier,settlement,46.9035,6.3554,51,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Les Herbiers,settlement,46.871,-1.0156,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Meyzieu,settlement,45.7664,5.0028,51,no,,A11,0,"ghsl-ucdb, osm"
France,Flers,settlement,48.7372,-0.5747,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Audincourt,settlement,47.4833,6.8534,51,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Villefranche-sur-Saône,settlement,45.9897,4.7196,51,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Muret,settlement,43.46,1.3254,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Maisons-Laffitte,settlement,48.9526,2.1452,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Annonay,settlement,45.2399,4.6707,50,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Bressuire,settlement,46.8416,-0.4904,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Étampes,settlement,48.4351,2.1623,50,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Lisieux,settlement,49.1466,0.2293,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Tulle,settlement,45.2658,1.7723,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Cannes,settlement,43.5513,7.0127,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Annemasse,settlement,46.1944,6.2378,50,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Orange,settlement,44.1381,4.8102,50,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Beaune,settlement,47.0241,4.8389,50,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Lunel,settlement,43.6778,4.1361,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Chalon-sur-Saône,settlement,46.7811,4.8537,50,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Agde,settlement,43.3108,3.4758,50,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Cognac,settlement,45.6958,-0.3287,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Plaisance-du-Touch,settlement,43.5655,1.2965,49,no,,A11,0,"ghsl-ucdb, osm"
France,Manosque,settlement,43.8288,5.7869,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Douarnenez,settlement,48.0954,-4.329,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Bagnols-sur-Cèze,settlement,44.1626,4.6197,49,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Toulon,settlement,43.1244,5.9284,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Auch,settlement,43.6456,0.5886,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Alençon,settlement,48.4348,0.0931,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Bourg-en-Bresse,settlement,46.2057,5.2258,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Castres,settlement,43.6053,2.2409,49,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Cestas,settlement,44.7447,-0.6819,48,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Pertuis,settlement,43.6942,5.5029,48,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Les Sables-d'Olonne,settlement,46.4969,-1.7847,48,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Guérande,settlement,47.3283,-2.4293,48,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,La Roche-sur-Yon,settlement,46.6697,-1.4276,48,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,site,-18.4367,163.0803,48,no,,A9,1,"unesco-whs, wdpa"
France,Fréjus,settlement,43.4333,6.7355,48,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Brétigny-sur-Orge,settlement,48.6114,2.3059,47,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Romans-sur-Isère,settlement,45.0496,5.066,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Villefontaine,settlement,45.6128,5.1506,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Vienne,settlement,45.5257,4.8748,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,La Teste-de-Buch,settlement,44.6328,-1.1451,47,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Bayeux,settlement,49.2773,-0.7039,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Leu-la-Forêt,settlement,49.0167,2.25,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Argentan,settlement,48.7444,-0.0202,47,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Fontainebleau,settlement,48.4091,2.7018,46,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
France,Dunkirk,settlement,51.0344,2.3768,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montceau-les-Mines,settlement,46.6667,4.3667,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Issoire,settlement,45.5442,3.249,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Fontenay-le-Comte,settlement,46.4667,-0.8062,46,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Vitré,settlement,48.1228,-1.2098,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Cambrai,settlement,50.176,3.2347,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Oyonnax,settlement,46.2592,5.6573,46,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Toul,settlement,48.6808,5.8911,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Charleville-Mézières,settlement,49.7685,4.7249,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Thonon-les-Bains,settlement,46.3705,6.4798,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Grasse,settlement,43.6578,6.9254,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Yerres,settlement,48.7178,2.4934,46,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Villeneuve-sur-Lot,settlement,44.4085,0.7042,45,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Aix-les-Bains,settlement,45.6917,5.9086,45,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Villeneuve-d'Ascq,settlement,50.6167,3.1666,45,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Domont,settlement,49.0278,2.3264,45,no,,"A11, A10",0,"ghsl-ucdb, osm, wikidata"
France,Sens,settlement,48.1974,3.2833,45,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Dieppe,settlement,49.9216,1.0777,45,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Sarreguemines,settlement,49.1099,7.0675,45,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Avon,settlement,48.4022,2.7202,45,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Montereau-Fault-Yonne,settlement,48.3833,2.95,45,no,,A11,1,"cuisine, ghsl-ucdb, osm, unesco-whs, wikidata"
France,Saint-Chamond,settlement,45.4759,4.5129,45,no,,A11,0,"ghsl-ucdb, osm"
France,Aubagne,settlement,43.2928,5.5707,45,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Cluses,settlement,46.0625,6.575,44,no,,A11,0,"ghsl-ucdb, osm"
France,Abbeville,settlement,50.1052,1.8355,44,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Compiègne,settlement,49.4179,2.8261,44,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Sète,settlement,43.4028,3.6928,44,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Mayenne,settlement,48.3034,-0.6138,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Beauvais,settlement,49.4333,2.0833,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Boulogne-sur-Mer,settlement,50.7249,1.6137,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Biarritz,settlement,43.4806,-1.5568,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Fécamp,settlement,49.7579,0.3746,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Rambouillet,settlement,48.6437,1.8299,43,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Épernay,settlement,49.04,3.9592,42,no,,A11,1,"ghsl-ucdb, osm, unesco-whs, wikidata"
France,Arras,settlement,50.293,2.7819,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Vesoul,settlement,47.626,6.1425,42,no,,A11,0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Concarneau,settlement,47.8754,-3.919,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Vence,settlement,43.7225,7.1118,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Orsay,settlement,48.6957,2.1873,42,no,,A11,0,"ghsl-ucdb, osm"
France,Évreux,settlement,49.0241,1.1508,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Cergy-Pontoise,settlement,49.0389,2.0781,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Dreux,settlement,48.7365,1.3657,42,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Mauguio,settlement,43.6169,4.0074,41,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Gujan-Mestras,settlement,44.636,-1.0681,41,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montgeron,settlement,48.7054,2.4504,41,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Antibes,settlement,43.5813,7.1249,41,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Cavaillon,settlement,43.8312,5.0359,41,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Quentin,settlement,49.8489,3.2876,40,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Les Pennes-Mirabeau,settlement,43.4101,5.3084,39,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Corbeil-Essonnes,settlement,48.606,2.4876,39,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Sanary-sur-Mer,settlement,43.1198,5.8015,39,no,,A11,0,"ghsl-ucdb, osm"
France,Meaux,settlement,48.9601,2.8788,39,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,La Ciotat,settlement,43.1748,5.6045,39,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,Bar-le-Duc,settlement,48.7728,5.1611,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Gif-sur-Yvette,settlement,48.6833,2.1333,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montivilliers,settlement,49.5452,0.1877,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Pont-à-Mousson,settlement,48.907,6.0564,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Armentières,settlement,50.6857,2.8821,38,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Lucé,settlement,48.4369,1.4636,37,no,,A11,0,"cuisine, ghsl-ucdb, osm"
France,Vernon,settlement,49.0929,1.4633,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Roubaix,settlement,50.6942,3.1746,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Montbéliard,settlement,47.5096,6.7982,37,no,,A11,0,"ghsl-ucdb, osm"
France,Givors,settlement,45.5906,4.7688,37,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Tremblay-en-France,settlement,48.9496,2.5684,36,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Salon-de-Provence,settlement,43.6423,5.0948,36,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Tourlaville,settlement,49.6383,-1.5664,36,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,L'Isle-sur-la-Sorgue,settlement,43.9197,5.0514,36,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Coulommiers,settlement,48.8145,3.085,36,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Châteaudun,settlement,48.0709,1.3378,36,no,,A11,0,"cuisine, ghsl-ucdb, osm, wikidata"
France,Anglet,settlement,43.4892,-1.5192,36,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Taverny,settlement,49.0254,2.2169,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Firminy,settlement,45.3896,4.2886,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Gardanne,settlement,43.4549,5.4691,35,no,,A11,0,"ghsl-ucdb, osm"
France,Sorgues,settlement,44.0102,4.8738,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Valenciennes,settlement,50.3591,3.5251,35,no,,A11,0,"ghsl-ucdb, osm"
France,Herblay-sur-Seine,settlement,48.9899,2.1699,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Hautmont,settlement,50.2508,3.9214,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Louviers,settlement,49.2167,1.1667,35,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Carvin,settlement,50.4924,2.9581,34,no,,A11,0,"ghsl-ucdb, osm"
France,Te Henua Enata – The Marquesas Islands,site,-10.4848,-138.6556,34,no,,A9,2,"osm, unesco-whs"
France,Six-Fours-les-Plages,settlement,43.0917,5.8247,34,no,,A11,0,"ghsl-ucdb, osm"
France,Lunéville,settlement,48.5927,6.4938,34,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Saint-Omer,settlement,50.7483,2.2609,33,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Villepinte,settlement,48.962,2.5325,33,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Sedan,settlement,49.7019,4.9403,33,no,,"A11, A9",0,"ghsl-ucdb, osm, wdpa, wikidata"
France,La Baule-Escoublac,settlement,47.2922,-2.3639,33,no,,A11,0,"ghsl-ucdb, osm, wikidata"
France,Douai,settlement,50.3707,3.0792,33,no,,A11,0,"ghsl-ucdb, osm"
